tweet_id,retweet_count,favourite_count
734912297295085568,568,2935
734787690684657664,6954,13516
734776360183431168,599,2696
734559631394082816,438,1611
733828123016450049,858,3861
733822306246479872,1115,3952
733482008106668032,1046,3376
733460102733135873,1412,4522
733109485275860992,17481,45672
732732193018155009,589,2621
732726085725589504,977,3794
732585889486888962,850,3959
732375214819057664,2773,8689
732005617171337216,6022,16046
731285275100512256,1076,3741
731156023742988288,1398,4121
730924654643314689,2184,6575
730573383004487680,2380,5298
730427201120833536,1149,3734
730211855403241472,1154,4109
730196704625098752,2122,5250
729854734790754305,1228,4318
729838605770891264,421,1829
729823566028484608,1367,4284
729463711119904772,2535,6233
729113531270991872,362,2025
728986383096946689,895,3406
728760639972315136,1867,5008
728751179681943552,742,2996
728653952833728512,1146,3557
728409960103686147,2219,5288
728387165835677696,1050,3940
728046963732717569,1293,4633
728035342121635841,1838,4875
728015554473250816,1204,4401
727685679342333952,698,3148
727644517743104000,1922,6332
727524757080539137,1352,4806
727314416056803329,823,3561
727286334147182592,902,3260
727175381690781696,1500,4149
727155742655025152,1460,3906
726935089318363137,2691,7385
726887082820554753,1653,4122
726828223124897792,1105,3809
726224900189511680,1274,4736
725842289046749185,2908,7565
725786712245440512,1492,4463
725729321944506368,1956,5561
725458796924002305,684,1512
724983749226668032,1435,3971
724771698126512129,706,2548
724405726123311104,1810,5696
724049859469295616,1943,4651
724046343203856385,609,2855
724004602748780546,1742,4485
723912936180330496,1347,4166
723688335806480385,3274,8291
723673163800948736,985,3240
723179728551723008,2061,5675
722974582966214656,1724,4409
722613351520608256,1796,5303
721503162398597120,2066,4995
721001180231503872,677,2706
720785406564900865,847,3340
720775346191278080,745,2650
720415127506415616,1641,4426
720389942216527872,2769,6869
720340705894408192,1073,3069
720059472081784833,1243,4169
720043174954147842,2201,5250
719991154352222208,1928,5189
719704490224398336,1591,4885
719551379208073216,2129,5412
719367763014393856,812,2984
719339463458033665,1370,4727
719332531645071360,1050,3653
718971898235854848,1210,3743
718939241951195136,1928,5616
718631497683582976,8898,20337
718613305783398402,531,2624
718540630683709445,1112,2671
718460005985447936,585,2896
718454725339934721,1653,5227
718246886998687744,554,2065
718234618122661888,1101,4139
717841801130979328,655,2620
717790033953034240,1243,3113
717537687239008257,2021,6175
717428917016076293,501,1711
717421804990701568,929,3381
717047459982213120,2093,6722
717009362452090881,1079,3506
716802964044845056,1289,4568
716791146589110272,1523,5916
716730379797970944,467,1315
716447146686459905,6468,14070
716439118184652801,241,2529
716285507865542656,1196,2985
716080869887381504,1916,5235
715928423106027520,968,3433
715758151270801409,1567,4004
715733265223708672,1864,5001
715704790270025728,622,3007
715696743237730304,1420,4184
715680795826982913,1784,4631
715360349751484417,1731,5856
715342466308784130,755,3239
715220193576927233,724,2578
715200624753819648,2067,5487
715009755312439296,1364,4475
714982300363173890,1133,4025
714962719905021952,4706,7889
714957620017307648,1557,4437
714631576617938945,1099,3505
714606013974974464,1023,3879
714485234495041536,1283,2910
714258258790387713,792,3222
714251586676113411,925,3502
714214115368108032,967,2439
714141408463036416,1538,4604
713919462244790272,854,3498
713909862279876608,600,2039
713900603437621249,819,3020
713761197720473600,1516,5220
713411074226274305,1418,4717
713177543487135744,3120,7728
713175907180089344,1598,4778
712809025985978368,7422,20003
712717840512598017,5482,13264
712668654853337088,1338,4457
712438159032893441,1716,5706
712309440758808576,26,265
712097430750289920,1150,4078
712092745624633345,997,3160
712085617388212225,541,3468
712065007010385924,695,2418
711998809858043904,137,0
711968124745228288,2543,8633
711743778164514816,1084,3053
711732680602345472,4539,9571
711694788429553666,20088,35268
711652651650457602,1015,4153
711363825979756544,1258,3923
711306686208872448,804,3538
711008018775851008,690,3217
710997087345876993,1537,4882
710844581445812225,754,2736
710833117892898816,590,2890
710658690886586372,624,2473
710609963652087808,2579,5142
710588934686908417,2063,4890
710296729921429505,813,2538
710283270106132480,568,2273
710272297844797440,1384,4855
710269109699739648,1234,2574
710153181850935296,979,3112
710140971284037632,983,2972
710117014656950272,2198,5908
709918798883774466,1186,3198
709901256215666688,109,721
709852847387627521,1312,3764
709566166965075968,1336,3790
709556954897764353,1174,3528
709519240576036864,266,1596
709449600415961088,653,2390
709409458133323776,766,2816
709225125749587968,632,2575
709207347839836162,6424,13537
709198395643068416,706,2587
709179584944730112,745,2167
709158332880297985,458,2196
709042156699303936,1814,5120
708853462201716736,724,1920
708845821941387268,988,3179
708834316713893888,553,1825
708810915978854401,7658,17720
708738143638450176,896,2941
708711088997666817,806,2738
708479650088034305,747,2726
708469915515297792,900,3303
708400866336894977,11108,17203
708356463048204288,1491,3882
708349470027751425,813,2524
708149363256774660,1691,4580
708130923141795840,926,3647
708119489313951744,1076,2886
708109389455101952,595,2078
708026248782585858,2119,4691
707995814724026368,1237,3327
707983188426153984,2,51
707969809498152960,1071,2893
707776935007539200,1047,3520
707741517457260545,675,2671
707738799544082433,2722,4405
707693576495472641,1101,3682
707629649552134146,968,2775
707610948723478529,7087,18245
707420581654872064,773,2445
707411934438625280,661,2441
707387676719185920,1444,3768
707377100785885184,1186,3527
707315916783140866,708,2649
707297311098011648,884,2955
707059547140169728,747,2757
707038192327901184,883,2364
707021089608753152,1514,4360
707014260413456384,652,2464
706904523814649856,8642,15676
706901761596989440,665,2221
706681918348251136,1067,3560
706644897839910912,1205,2769
706593038911545345,694,2318
706538006853918722,1551,3714
706516534877929472,1134,3336
706346369204748288,1013,3700
706310011488698368,8815,23069
706291001778950144,513,1827
706265994973601792,1009,2924
706169069255446529,2452,4213
706166467411222528,1776,5527
706153300320784384,424,1605
705975130514706432,821,3336
705970349788291072,986,3374
705898680587526145,626,2550
705786532653883392,585,2094
705591895322394625,1277,3412
705475953783398401,1023,3187
705442520700944385,1825,4791
705428427625635840,1877,4105
705239209544720384,828,3223
705223444686888960,884,2775
705102439679201280,572,2315
705066031337840642,666,2336
704871453724954624,1229,4528
704859558691414016,601,2422
704847917308362754,1696,5505
704819833553219584,1113,2848
704761120771465216,3198,7147
704499785726889984,1103,3165
704491224099647488,94,823
704480331685040129,1170,3658
704364645503647744,3919,8660
704347321748819968,386,1701
704134088924532736,510,1624
704113298707505153,618,1998
704054845121142784,1007,3145
703774238772166656,514,1984
703769065844768768,1253,3549
703631701117943808,761,2794
703611486317502464,1676,4155
703425003149250560,1527,4095
703407252292673536,766,2649
703382836347330562,1261,3774
703356393781329922,425,2048
703268521220972544,610,2114
703079050210877440,3409,7941
703041949650034688,13866,28491
702932127499816960,799,2779
702899151802126337,497,1739
702684942141153280,1191,3460
702671118226825216,619,2360
702598099714314240,3628,11134
702539513671897089,1064,3084
702332542343577600,1712,3442
702321140488925184,1138,3542
702276748847800320,841,2656
702217446468493312,1479,5178
701981390485725185,1087,3699
701952816642965504,1124,4109
701889187134500865,1520,3840
701805642395348998,1865,3692
701601587219795968,510,2245
701570477911896070,1032,3031
701545186879471618,669,2854
701214700881756160,5673,13229
700890391244103680,637,2397
700864154249383937,674,2787
700847567345688576,551,2612
700796979434098688,1058,2623
700747788515020802,10375,24673
700518061187723268,884,2835
700505138482569216,631,2448
700462010979500032,1992,4466
700167517596164096,823,2854
700151421916807169,735,2415
700143752053182464,3056,8129
700062718104104960,763,2838
700029284593901568,643,2225
700002074055016451,1491,3564
699801817392291840,1071,3286
699788877217865730,545,2420
699779630832685056,1370,2986
699775878809702401,671,2107
699691744225525762,5070,11041
699446877801091073,2888,6387
699434518667751424,567,2344
699423671849451520,370,1477
699413908797464576,682,2220
699370870310113280,487,2021
699323444782047232,963,3401
699088579889332224,698,2404
699079609774645248,726,2630
699072405256409088,1308,3241
699060279947165696,2008,4079
699036661657767936,1319,2816
698989035503689728,1086,3652
698953797952008193,996,2913
698907974262222848,683,2737
698710712454139905,757,2666
698703483621523456,419,1566
698635131305795584,375,1380
698549713696649216,686,2497
698355670425473025,500,2011
698342080612007937,1050,2443
698262614669991936,2229,5118
698195409219559425,6601,18089
698178924120031232,813,3032
697995514407682048,365,1639
697990423684476929,1424,3540
697943111201378304,760,2580
697881462549430272,1311,3253
697630435728322560,597,1877
697616773278015490,1120,3400
697596423848730625,1393,3259
697575480820686848,558,2203
697516214579523584,1252,2232
697482927769255936,751,2606
697463031882764288,1522,3683
697270446429966336,2051,5029
697259378236399616,1106,3549
697255105972801536,1285,3255
697242256848379904,737,2707
696900204696625153,1134,3443
696894894812565505,746,2537
696886256886657024,1980,5213
696877980375769088,786,2638
696754882863349760,392,1584
696744641916489729,1051,2247
696713835009417216,729,2564
696518437233913856,1857,4208
696490539101908992,165,1316
696488710901260288,1142,2743
696405997980676096,1256,3461
696100768806522880,734,2087
695816827381944320,1291,3232
695794761660297217,861,3429
695767669421768709,829,2018
695629776980148225,2334,4928
695446424020918272,1996,4691
695409464418041856,3940,9285
695314793360662529,1637,3927
695095422348574720,675,2834
695074328191332352,1217,3060
695064344191721472,666,1729
695051054296211456,873,2862
694925794720792577,1015,2905
694905863685980160,1037,2987
694669722378485760,15947,38247
694356675654983680,321,1627
694352839993344000,686,2198
694342028726001664,541,1697
694329668942569472,553,2165
694206574471057408,2254,4512
694183373896572928,1026,3177
694001791655137281,1154,3639
693993230313091072,449,2016
693942351086120961,408,1861
693647888581312512,658,2908
693644216740769793,143,1445
693642232151285760,461,2740
693629975228977152,883,2639
693622659251335168,409,1657
693590843962331137,2176,5464
693582294167244802,284,1774
693486665285931008,686,1904
693280720173801472,1373,3614
693267061318012928,905,2561
693262851218264065,557,2400
693231807727280129,812,3074
693155686491000832,3548,8515
693109034023534592,675,1850
693095443459342336,512,2016
692919143163629568,826,2878
692905862751522816,976,2628
692901601640583168,668,1933
692894228850999298,893,2456
692828166163931137,972,3097
692752401762250755,4030,7359
692568918515392513,1699,4660
692535307825213440,1501,3443
692530551048294401,467,1983
692423280028966913,257,1589
692417313023332352,3835,10102
692187005137076224,910,2713
692158366030913536,884,2321
692142790915014657,433,1762
692041934689402880,1404,3658
692017291282812928,1062,3084
691820333922455552,1825,4248
691793053716221953,4644,8771
691756958957883396,1140,3126
691675652215414786,564,2083
691483041324204033,640,2551
691459709405118465,1272,4374
691444869282295808,940,2852
691416866452082688,8473,20886
691321916024623104,733,2784
691096613310316544,998,3192
691090071332753408,378,1837
690989312272396288,3191,6378
690959652130045952,1391,3847
690938899477221376,2212,4464
690932576555528194,1124,3546
690735892932222976,1418,4060
690728923253055490,579,2333
690690673629138944,878,2498
690649993829576704,314,1408
690607260360429569,19,313
690597161306841088,668,2114
690400367696297985,499,2006
690374419777196032,959,3495
690360449368465409,984,2867
690348396616552449,560,1615
690248561355657216,459,1813
690021994562220032,1148,3013
690015576308211712,816,2689
690005060500217858,1867,3938
689999384604450816,415,1533
689993469801164801,509,1580
689977555533848577,491,1470
689905486972461056,771,2605
689877686181715968,1317,3243
689835978131935233,837,2331
689661964914655233,1023,3438
689659372465688576,4313,11218
689623661272240129,725,2417
689599056876867584,6114,12545
689557536375177216,509,2217
689517482558820352,1581,3657
689289219123089408,1032,2428
689283819090870273,1224,3551
689280876073582592,797,2152
689275259254616065,275,1248
689255633275777024,1192,2766
689154315265683456,1111,3302
689143371370250240,575,2188
688916208532455424,961,2942
688908934925697024,856,2275
688898160958271489,872,2267
688894073864884227,776,2405
688828561667567616,410,1477
688804835492233216,219,1029
688789766343622656,735,2384
688547210804498433,776,2807
688519176466644993,806,2477
688385280030670848,4931,10026
688211956440801280,930,2392
688179443353796608,653,2282
688116655151435777,870,3039
688064179421470721,401,1848
687841446767013888,2807,5902
687826841265172480,1260,2942
687818504314159109,1064,2702
687807801670897665,776,2582
687732144991551489,730,1895
687704180304273409,936,2629
687664829264453632,570,2087
687494652870668288,641,2065
687480748861947905,277,1721
687476254459715584,601,2137
687460506001633280,600,2199
687399393394311168,691,2043
687317306314240000,10164,21696
687312378585812992,2109,4689
687127927494963200,2532,5901
687124485711986689,560,2332
687109925361856513,2743,6260
687102708889812993,1098,2517
687096057537363968,680,2414
686947101016735744,3514,9274
686760001961103360,1525,3785
686749460672679938,1629,3750
686730991906516992,1324,4474
686683045143953408,891,3016
686618349602762752,1510,3971
686606069955735556,599,2031
686394059078897668,757,1894
686386521809772549,981,3497
686377065986265092,626,2388
686358356425093120,757,2365
686286779679375361,1853,4320
686050296934563840,817,2377
686035780142297088,134,1250
686034024800862208,1304,3355
686007916130873345,464,2663
686003207160610816,711,1962
685973236358713344,594,2279
685943807276412928,681,1769
685906723014619143,3227,8120
685681090388975616,140,2183
685667379192414208,644,2517
685663452032069632,1621,3494
685641971164143616,861,3156
685547936038666240,17377,35578
685532292383666176,1278,3278
685325112850124800,4435,10266
685321586178670592,718,2861
685315239903100929,1202,3609
685307451701334016,487,2220
685268753634967552,1341,3350
685198997565345792,742,2503
685169283572338688,1587,4410
684969860808454144,428,2465
684959798585110529,3465,7172
684940049151070208,1162,3461
684926975086034944,531,3783
684914660081053696,1622,3778
684902183876321280,593,2018
684880619965411328,918,2255
684830982659280897,23945,37858
684800227459624960,1096,2925
684594889858887680,3925,9656
684588130326986752,1561,4434
684567543613382656,1379,3249
684538444857667585,1066,2861
684481074559381504,1297,4169
684460069371654144,616,2126
684241637099323392,3654,8821
684225744407494656,235,1338
684222868335505415,1532,4147
684200372118904832,1143,2347
684195085588783105,577,2062
684188786104872960,1306,3753
684177701129875456,747,2180
684147889187209216,1660,3203
684122891630342144,527,2138
684097758874210310,1590,4431
683857920510050305,1234,4092
683852578183077888,390,2073
683849932751646720,1090,2824
683834909291606017,1232,2829
683828599284170753,1166,2997
683773439333797890,1500,3611
683742671509258241,3699,7033
683515932363329536,3222,7930
683498322573824003,1065,3405
683481228088049664,1094,2830
683462770029932544,747,2625
683449695444799489,1781,4201
683391852557561860,2640,8198
683357973142474752,1041,3171
683142553609318400,1154,3100
683111407806746624,1016,3671
683098815881154561,721,2327
683078886620553216,622,2132
683030066213818368,810,2323
682962037429899265,18571,39980
682808988178739200,206,1909
682788441537560576,1239,2657
682750546109968385,482,1636
682697186228989953,394,1413
682662431982772225,1185,3282
682638830361513985,664,2216
682429480204398592,1284,3697
682406705142087680,1959,8172
682393905736888321,755,2391
682389078323662849,513,1792
682303737705140231,1107,3314
682259524040966145,1355,4489
682242692827447297,1311,3496
682088079302213632,11002,19769
682059653698686977,1881,5350
682047327939461121,1068,3461
682032003584274432,2238,7085
682003177596559360,1691,3388
681981167097122816,1137,2981
681891461017812993,927,2649
681694085539872773,4475,13771
681679526984871937,492,1892
681654059175129088,1026,2847
681610798867845120,522,2062
681579835668455424,1453,3817
681523177663676416,6469,15452
681340665377193984,308,1767
681339448655802368,4506,10006
681320187870711809,846,2871
681302363064414209,2031,4259
681297372102656000,1065,3428
681281657291280384,1225,3460
681261549936340994,301,1562
681242418453299201,607,1611
681231109724700672,532,2573
681193455364796417,1650,3993
680970795137544192,730,2614
680959110691590145,2202,4903
680940246314430465,1179,3471
680934982542561280,487,2234
680913438424612864,690,2567
680889648562991104,409,1900
680836378243002368,1484,3707
680805554198020098,737,2330
680801747103793152,912,2550
680798457301471234,1158,3073
680609293079592961,793,2836
680583894916304897,1482,3883
680497766108381184,2124,4562
680494726643068929,532,1841
680473011644985345,828,2721
680440374763077632,554,1554
680221482581123072,323,1565
680206703334408192,1299,3044
680191257256136705,568,2303
680176173301628928,1731,4189
680161097740095489,811,2485
680145970311643136,1926,3886
680130881361686529,1054,2468
680115823365742593,1009,2911
680100725817409536,1517,3828
680085611152338944,9834,13734
680070545539371008,969,2767
680055455951884288,7897,17962
679877062409191424,709,2114
679872969355714560,732,2322
679862121895714818,688,2639
679854723806179328,1363,3089
679844490799091713,865,2547
679828447187857408,15495,39030
679777920601223168,1248,3320
679736210798047232,889,2257
679729593985699840,913,2322
679722016581222400,523,1781
679530280114372609,2294,5123
679527802031484928,806,2849
679511351870550016,1427,3629
679503373272485890,1638,3404
679475951516934144,710,2255
679462823135686656,20820,34196
679405845277462528,1340,2560
679158373988876288,8978,23119
679148763231985668,1139,2978
679132435750195208,1284,3188
679111216690831360,2835,6406
679062614270468097,9107,18383
679047485189439488,759,2424
679001094530465792,1362,3031
678991772295516161,1296,2500
678969228704284672,514,1759
678800283649069056,996,2761
678798276842360832,1315,3737
678774928607469569,1018,2985
678767140346941444,1518,3790
678764513869611008,530,1749
678755239630127104,3666,7661
678740035362037760,1892,4021
678708137298427904,2692,5967
678675843183484930,1645,3079
678643457146150913,478,2205
678446151570427904,1746,4276
678424312106393600,2819,5814
678410210315247616,2017,4549
678399652199309312,30197,61364
678396796259975168,463,1701
678389028614488064,464,1996
678380236862578688,994,2605
678341075375947776,593,1857
678334497360859136,295,1390
678278586130948096,6696,12303
678255464182861824,408,1696
678023323247357953,430,2058
678021115718029313,7005,14731
677961670166224897,1844,3638
677918531514703872,448,1441
677895101218201600,2335,5179
677716515794329600,1077,3263
677700003327029250,1580,3620
677698403548192770,354,1305
677687604918272002,928,2637
677673981332312066,1643,3566
677662372920729601,1074,2089
677644091929329666,874,2009
677573743309385728,806,2282
677565715327688705,505,1381
677557565589463040,1283,2612
677547928504967168,3988,7423
677530072887205888,246,1135
677335745548390400,1970,3266
677334615166730240,324,1452
677331501395156992,261,1165
677328882937298944,1649,3878
677314812125323265,594,1758
677301033169788928,455,1333
677269281705472000,776,2122
677228873407442944,1798,3779
677187300187611136,1007,2920
676975532580409345,1177,2958
676957860086095872,889,2349
676949632774234114,435,1384
676948236477857792,961,2309
676946864479084545,416,1817
676942428000112642,842,2211
676936541936185344,5399,13556
676916996760600576,1965,3167
676897532954456065,800,2388
676864501615042560,785,2237
676821958043033607,17163,24652
676819651066732545,726,1920
676811746707918848,463,1508
676776431406465024,2200,5302
676617503762681856,1084,3088
676613908052996102,212,1158
676606785097199616,483,2002
676603393314578432,431,1252
676593408224403456,2362,4865
676590572941893632,139,975
676588346097852417,873,2483
676582956622721024,308,1285
676575501977128964,1234,2755
676533798876651520,607,1996
676496375194980353,587,1606
676470639084101634,5118,12413
676440007570247681,734,1827
676430933382295552,377,1483
676263575653122048,594,2198
676237365392908289,327,1299
676219687039057920,33930,79124
676215927814406144,645,1847
676191832485810177,1123,2421
676146341966438401,726,2044
676121918416756736,1273,2287
676101918813499392,1260,2976
676098748976615425,1572,3206
676089483918516224,469,1400
675898130735476737,636,1741
675891555769696257,952,2264
675888385639251968,1045,2534
675878199931371520,1541,4437
675870721063669760,619,1747
675853064436391936,1420,2858
675849018447167488,167,999
675845657354215424,973,2430
675822767435051008,578,1617
675820929667219457,252,1116
675798442703122432,3696,10886
675781562965868544,518,1712
675740360753160193,379,1235
675710890956750848,904,2006
675707330206547968,753,2109
675706639471788032,104,681
675534494439489536,456,1911
675531475945709568,421,1248
675522403582218240,308,1100
675517828909424640,496,1385
675501075957489664,6340,18178
675497103322386432,1419,3323
675489971617296384,650,1374
675483430902214656,1057,1950
675432746517426176,615,1602
675372240448454658,549,1801
675362609739206656,252,1111
675354435921575936,18602,34653
675349384339542016,2468,4169
675334060156301312,1402,2948
675166823650848770,1754,3823
675153376133427200,2836,6665
675149409102012420,1833,3960
675147105808306176,261,1001
675146535592706048,341,1266
675145476954566656,980,2255
675135153782571009,532,1367
675113801096802304,854,2071
675111688094527488,276,1019
675109292475830276,1228,2943
675047298674663426,356,1117
675015141583413248,1298,2854
675006312288268288,245,1031
675003128568291329,507,1634
674999807681908736,1203,2380
674805413498527744,384,913
674800520222154752,935,3172
674793399141146624,1190,2645
674790488185167872,272,1161
674788554665512960,225,849
674781762103414784,1310,2109
674774481756377088,522,1187
674767892831932416,862,1933
674764817387900928,259,834
674754018082705410,482,1436
674752233200820224,503,1549
674743008475090944,595,1473
674742531037511680,54,515
674739953134403584,425,1175
674737130913071104,100,676
674690135443775488,503,1207
674670581682434048,704,1706
674664755118911488,273,974
674646392044941312,545,1504
674644256330530816,299,1080
674638615994089473,632,1771
674632714662858753,622,1578
674606911342424069,110,988
674468880899788800,2226,6544
674447403907457024,384,1119
674436901579923456,422,1174
674422304705744896,574,1505
674416750885273600,152,715
674410619106390016,508,1261
674394782723014656,618,1574
674372068062928900,334,898
674330906434379776,78,586
674318007229923329,559,1482
674307341513269249,7486,11919
674291837063053312,6376,15530
674271431610523648,783,1652
674269164442398721,250,942
674265582246694913,911,1722
674262580978937856,491,1357
674255168825880576,605,1542
674082852460433408,182,788
674075285688614912,308,1025
674063288070742018,2397,6693
674053186244734976,1409,3499
674051556661161984,523,1530
674045139690631169,693,1486
674042553264685056,139,756
674038233588723717,442,1156
674036086168010753,235,881
674024893172875264,1324,1881
674019345211760640,329,1186
674014384960745472,701,1640
674008982932058114,381,1262
673956914389192708,1046,2055
673919437611909120,391,1222
673906403526995968,1763,3343
673887867907739649,270,978
673716320723169284,819,3230
673715861853720576,2253,3730
673711475735838725,320,1092
673709992831262724,299,889
673708611235921920,310,1121
673707060090052608,422,1155
673705679337693185,426,1314
673700254269775872,613,1504
673697980713705472,2113,3984
673689733134946305,692,1828
673688752737402881,529,1323
673686845050527744,469,1515
673680198160809984,507,1430
673662677122719744,386,1309
673656262056419329,262,750
673636718965334016,398,1174
673612854080196609,782,1660
673583129559498752,393,1243
673580926094458881,289,863
673576835670777856,600,1446
673363615379013632,334,1066
673359818736984064,717,1524
673355879178194945,631,1563
673352124999274496,578,1723
673350198937153538,224,764
673345638550134785,1385,2641
673343217010679808,285,1014
673342308415348736,634,1325
673320132811366400,8505,14184
673317986296586240,284,903
673295268553605120,3404,7885
673270968295534593,396,1108
673240798075449344,777,1479
673213039743795200,907,2357
673148804208660480,679,1780
672997845381865473,768,2052
672995267319328768,319,998
672988786805112832,308,1016
672984142909456390,581,1301
672980819271634944,1056,1884
672975131468300288,990,1766
672970152493887488,380,997
672968025906282496,591,1370
672964561327235073,691,1485
672902681409806336,538,1421
672898206762672129,447,927
672884426393653248,882,1623
672877615439593473,393,1074
672834301050937345,614,1369
672828477930868736,519,1315
672640509974827008,344,1014
672622327801233409,526,1355
672614745925664768,632,1276
672609152938721280,415,1161
672604026190569472,435,1164
672594978741354496,647,1381
672591762242805761,356,991
672591271085670400,200,759
672538107540070400,398,1072
672523490734551040,185,679
672488522314567680,472,1163
672482722825261057,652,1186
672481316919734272,131,740
672475084225949696,754,1507
672466075045466113,581,1415
672272411274932228,3609,6755
672267570918129665,651,1563
672264251789176834,370,1197
672256522047614977,1665,2938
672254177670729728,787,1487
672248013293752320,646,1799
672245253877968896,166,714
672239279297454080,341,935
672231046314901505,1073,1918
672222792075620352,226,817
672205392827572224,1235,2365
672169685991993344,395,1058
672160042234327040,384,909
672139350159835138,772,1831
672125275208069120,1220,2514
672095186491711488,392,1038
672082170312290304,391,985
672068090318987265,549,1356
671896809300709376,4428,8846
671891728106971137,600,1390
671882082306625538,1469,3619
671879137494245376,733,1477
671874878652489728,590,1307
671866342182637568,536,1170
671855973984772097,486,952
671789708968640512,3726,7386
671768281401958400,556,1241
671763349865160704,979,1752
671744970634719232,822,1399
671743150407421952,241,769
671735591348891648,796,1506
671729906628341761,4663,8934
671561002136281088,7738,13450
671550332464455680,222,953
671547767500775424,637,1421
671544874165002241,1123,2083
671542985629241344,604,1139
671538301157904385,424,965
671536543010570240,436,1229
671533943490011136,614,1072
671528761649688577,275,877
671520732782923777,573,1457
671518598289059840,312,989
671511350426865664,775,1688
671504605491109889,3779,7367
671497587707535361,475,965
671488513339211776,505,1051
671486386088865792,221,610
671485057807351808,246,794
671390180817915904,787,1482
671362598324076544,312,1170
671357843010908160,156,418
671355857343524864,119,498
671347597085433856,462,1014
671186162933985280,231,770
671182547775299584,365,1171
671166507850801152,378,910
671163268581498880,1184,1738
671159727754231808,89,391
671154572044468225,231,754
671151324042559489,162,699
671147085991960577,246,699
671141549288370177,697,1221
671138694582165504,430,970
671134062904504320,208,781
671122204919246848,2701,3657
671115716440031232,822,1405
671109016219725825,469,1198
670995969505435648,309,1153
670842764863651840,9373,25657
670840546554966016,209,619
670838202509447168,740,1165
670833812859932673,133,465
670832455012716544,236,764
670826280409919488,4354,5828
670823764196741120,203,809
670822709593571328,104,635
670815497391357952,1660,3328
670811965569282048,287,1177
670807719151067136,524,1200
670804601705242624,1007,2054
670803562457407488,93,351
670797304698376195,252,758
670792680469889025,294,870
670789397210615808,254,690
670786190031921152,215,629
670783437142401025,422,853
670782429121134593,839,1648
670780561024270336,307,809
670778058496974848,76,340
670764103623966721,453,1123
670755717859713024,120,465
670733412878163972,540,1004
670727704916926465,392,866
670717338665226240,530,1273
670704688707301377,395,794
670691627984359425,257,613
670679630144274432,310,781
670676092097810432,45,261
670668383499735048,5385,11227
670474236058800128,816,1603
670468609693655041,89,365
670465786746662913,590,1014
670452855871037440,220,572
670449342516494336,718,1239
670444955656130560,2105,7010
670442337873600512,207,678
670435821946826752,560,1096
670434127938719744,693,1472
670433248821026816,121,335
670428280563085312,677,1453
670427002554466305,174,538
670421925039075328,685,1370
670420569653809152,333,657
670417414769758208,343,591
670411370698022913,969,2136
670408998013820928,239,585
670403879788544000,170,450
670385711116361728,227,583
670374371102445568,287,771
670361874861563904,71,341
670338931251150849,118,444
670319130621435904,1318,4031
670303360680108032,145,443
670290420111441920,302,737
670093938074779648,359,1084
670086499208155136,268,725
670079681849372674,1343,2333
670073503555706880,846,1634
670069087419133954,264,664
670061506722140161,370,800
670055038660800512,354,697
670046952931721218,188,674
670040295598354432,117,786
670037189829525505,298,612
670003130994700288,98,345
669993076832759809,90,337
669972011175813120,172,462
669970042633789440,65,315
669942763794931712,180,527
669926384437997569,112,394
669923323644657664,62,245
669753178989142016,426,842
669749430875258880,68,285
669684865554620416,94,543
669683899023405056,117,409
669682095984410625,141,369
669680153564442624,306,698
669661792646373376,466,841
669625907762618368,1921,3696
669603084620980224,393,990
669597912108789760,160,538
669583744538451968,991,1558
669573570759163904,154,454
669571471778410496,1066,1658
669567591774625800,60,244
669564461267722241,131,404
669393256313184256,81,377
669375718304980992,771,1394
669371483794317312,190,515
669367896104181761,169,478
669363888236994561,246,651
669359674819481600,132,382
669354382627049472,1355,2832
669353438988365824,273,673
669351434509529089,200,466
669328503091937280,441,1055
669327207240699904,122,599
669324657376567296,219,514
669216679721873412,409,943
669214165781868544,179,460
669203728096960512,510,1053
669037058363662336,329,683
669015743032369152,394,774
669006782128353280,265,598
669000397445533696,6791,21788
668994913074286592,250,460
668992363537309700,376,784
668989615043424256,349,712
668988183816871936,507,945
668986018524233728,180,573
668981893510119424,330,565
668979806671884288,376,829
668975677807423489,623,1369
668967877119254528,25,156
668960084974809088,253,740
668955713004314625,74,296
668932921458302977,61,281
668902994700836864,106,331
668892474547511297,162,413
668872652652679168,315,551
668852170888998912,174,471
668826086256599040,147,457
668815180734689280,286,597
668779399630725120,398,736
668655139528511488,229,552
668645506898350081,576,937
668643542311546881,566,926
668641109086707712,568,1126
668636665813057536,514,1089
668633411083464705,1752,2959
668631377374486528,340,748
668627278264475648,122,333
668625577880875008,140,410
668623201287675904,835,1515
668620235289837568,45,210
668614819948453888,336,637
668587383441514497,1150,1731
668567822092664832,61,257
668544745690562560,242,543
668542336805281792,227,483
668537837512433665,78,260
668528771708952576,237,490
668507509523615744,113,339
668496999348633600,141,428
668484198282485761,250,444
668480044826800133,157,481
668466899341221888,547,923
668297328638447616,313,645
668291999406125056,34,259
668286279830867968,147,525
668274247790391296,246,865
668268907921326080,255,578
668256321989451776,656,1358
668248472370458624,517,1034
668237644992782336,3024,6481
668226093875376128,113,319
668221241640230912,213,529
668204964695683073,204,577
668190681446379520,207,678
668171859951755264,204,512
668154635664932864,333,514
668142349051129856,303,582
668113020489474048,261,692
667937095915278337,842,1331
667924896115245057,119,309
667915453470232577,58,218
667911425562669056,320,510
667902449697558528,391,876
667886921285246976,1156,1970
667885044254572545,517,848
667878741721415682,126,405
667873844930215936,430,654
