tweet_id,retweet_count,favourite_count
771770456517009408,3830,13135
771500966810099713,2946,9034
771380798096281600,5768,11533
771171053431250945,8505,0
771136648247640064,3282,10058
771102124360998913,1615,6794
771014301343748096,1867,7529
771004394259247104,247,0
770787852854652928,1377,5415
770772759874076672,1586,5671
770743923962707968,51284,0
770655142660169732,1968,8009
770414278348247044,2319,6877
770293558247038976,1675,6812
770093767776997377,3428,0
770069151037685760,2593,8264
769940425801170949,10855,34371
769695466921623552,1874,6984
769335591808995329,8642,0
769212283578875904,1925,5896
768970937022709760,7381,15742
768909767477751808,3056,0
768855141948723200,1008,4588
768609597686943744,1358,4497
768596291618299904,1438,5503
768554158521745409,6552,0
768473857036525572,3861,14857
768193404517830656,3981,11918
767884188863397888,1586,5199
767754930266464257,6073,17511
767500508068192258,2631,8161
767191397493538821,4297,13407
767122157629476866,3201,11037
766864461642756096,6364,0
766793450729734144,1531,5551
766714921925144576,429,2831
766693177336135680,891,4413
766423258543644672,1786,6578
766313316352462849,2120,7389
766078092750233600,2908,0
766069199026450432,982,4675
766008592277377025,561,4072
765719909049503744,2420,7887
765669560888528897,1373,5660
765395769549590528,3798,28563
765371061932261376,2416,7729
765222098633691136,3807,12682
764857477905154048,1983,6984
764259802650378240,1707,6601
763956972077010945,61,800
763837565564780549,4697,13779
763183847194451968,1665,5920
763167063695355904,3404,0
763103485927849985,2551,8021
762699858130116608,4078,13298
762471784394268675,7354,12331
762464539388485633,4736,11311
762316489655476224,1267,5265
762035686371364864,17519,34870
761976711479193600,2264,5900
761750502866649088,4435,0
761745352076779520,962,4650
761672994376806400,32630,54012
761599872357261312,1315,4502
761371037149827077,20088,0
761334018830917632,1621,5690
761292947749015552,1237,4876
761227390836215808,1734,5799
761004547850530816,3876,12278
760893934457552897,1087,4167
760656994973933572,2156,7206
760641137271070720,1449,5395
760539183865880579,4060,8264
760521673607086080,1571,4612
760290219849637889,12856,29168
760252756032651264,971,4284
760190180481531904,2025,6223
760153949710192640,37,0
759943073749200896,2335,6481
759923798737051648,6364,16002
759846353224826880,2219,7314
759793422261743616,2134,6492
759566828574212096,23756,0
759557299618865152,1315,5117
759447681597108224,2750,9266
759446261539934208,552,1818
759197388317847553,2173,6609
759159934323924993,1318,0
759099523532779520,4705,15814
759047813560868866,2257,7099
758854675097526272,1000,3855
758828659922702336,4283,12185
758740312047005698,1787,6238
758474966123810816,1109,4152
758467244762497024,2486,5233
758405701903519748,2150,5664
758355060040593408,1212,3728
758099635764359168,11265,20929
758041019896193024,423,2954
757741869644341248,3627,7493
757729163776290825,9107,0
757725642876129280,1366,4944
757611664640446465,1245,4950
757597904299253760,326,0
757596066325864448,1183,4739
757400162377592832,7605,16489
757393109802180609,1958,6349
757354760399941633,1589,4919
756998049151549440,2223,6823
756939218950160384,2240,7230
756651752796094464,1480,5524
756526248105566208,4063,11317
756303284449767430,1202,4300
756288534030475264,19082,44223
756275833623502848,1710,7002
755955933503782912,3220,7966
755206590534418437,6006,17909
755110668769038337,12371,23056
754874841593970688,8978,0
754856583969079297,2812,7477
754747087846248448,583,2802
754482103782404096,2171,5770
754449512966619136,822,4084
754120377874386944,2600,8523
754011816964026368,4017,9564
753655901052166144,2434,6358
753420520834629632,3991,8595
753398408988139520,2142,6290
753375668877008896,2604,8280
753298634498793472,6469,0
753294487569522689,1162,3702
753039830821511168,23432,40375
753026973505581056,1087,4224
752932432744185856,7611,13732
752917284578922496,1749,7464
752701944171524096,3222,0
752682090207055872,1797,6536
752660715232722944,1754,4798
752568224206688256,2549,6037
752519690950500352,3835,8019
752334515931054080,1234,4153
752309394570878976,18602,0
752173152931807232,2061,6468
751950017322246144,1039,3358
751937170840121344,1497,5683
751830394383790080,2175,6312
751793661361422336,3254,6371
751598357617971201,3371,8570
751583847268179968,1244,4789
751538714308972544,1410,5464
751456908746354688,1102,3477
751251247299190784,6551,13572
751205363882532864,2038,6850
751132876104687617,1454,5529
750868782890057730,1556,5211
750719632563142656,5617,14368
750506206503038976,1283,4842
750429297815552001,4818,14318
750383411068534784,1274,4925
750381685133418496,35,747
750147208377409536,1077,3355
750132105863102464,1405,3936
750117059602808832,1441,4678
750101899009982464,936,3300
750086836815486976,607,2353
750071704093859840,3725,8513
750056684286914561,991,3391
750041628174217216,690,3448
750026558547456000,875,2942
750011400160841729,1013,3519
749996283729883136,896,3278
749981277374128128,2726,5537
749774190421639168,1466,5039
749417653287129088,1865,6616
749403093750648834,609,2845
749395845976588288,3858,9332
749317047558017024,2461,5955
749075273010798592,2306,6254
749064354620928000,1682,5193
749036806121881602,874,3360
748977405889503236,3802,11650
748932637671223296,2503,6345
748705597323898880,1049,2997
748699167502000129,1779,5133
748692773788876800,1472,4587
748575535303884801,2217,6578
748568946752774144,751,2371
748346686624440324,1380,5649
748337862848962560,4595,8317
748324050481647620,850,4013
748307329658011649,797,3972
748220828303695873,8654,15289
747963614829678593,2397,6280
747933425676525569,2839,7179
747885874273214464,1097,3191
747844099428986880,831,3035
747816857231626240,1293,5259
747651430853525504,175,1492
747648653817413632,6487,13965
747600769478692864,606,2512
747594051852075008,1178,3987
747512671126323200,1759,6020
747461612269887489,1156,4189
747439450712596480,2145,5885
747242308580548608,3198,0
747219827526344708,1746,5703
747204161125646336,1017,3665
747103485104099331,4449,10378
746906459439529985,330,3115
746872823977771008,2382,6482
746818907684614144,1906,5718
746790600704425984,1772,5265
746757706116112384,4328,10324
746726898085036033,1991,6533
746542875601690625,2063,5436
746521445350707200,1088,0
746507379341139972,1200,5018
746369468511756288,1824,6533
746131877086527488,2448,7441
746056683365994496,912,3834
745789745784041472,1181,4363
745712589599014916,2580,7526
745433870967832576,2817,7681
745422732645535745,2709,9260
745314880350101504,3065,7726
745074613265149952,3888,8458
745057283344719872,2533,7817
744995568523612160,697,3227
744971049620602880,2974,8495
744709971296780288,1724,6041
744334592493166593,2374,7296
744234799360020481,77908,129032
744223424764059648,415,1835
743980027717509120,1208,4481
743895849529389061,1060,3932
743835915802583040,2325,0
743609206067040256,1524,4832
743595368194129920,7282,19932
743545585370791937,1043,3795
743510151680958465,4084,8518
743253157753532416,1335,4550
743222593470234624,2108,6675
743210557239623680,1509,4136
742534281772302336,3931,7601
742528092657332225,2198,4798
742465774154047488,4290,7820
742423170473463808,4215,10635
742385895052087300,2207,7327
742161199639494656,1517,4677
742150209887731712,1735,5560
741793263812808706,1666,4897
741743634094141440,3064,8803
741438259667034112,921,3958
741303864243200000,3572,9469
741099773336379392,6114,10806
741067306818797568,3428,10174
740995100998766593,3077,6908
740711788199743490,1035,3676
740699697422163968,864,3057
740676976021798912,7527,19542
740373189193256964,14734,37363
740365076218183684,483,2671
740359016048689152,947,3559
740214038584557568,2173,7197
739979191639244800,6552,21506
739932936087216128,1191,4369
739844404073074688,937,4077
739623569819336705,1511,4105
739606147276148736,1836,5809
739544079319588864,23756,42904
739485634323156992,3247,7759
739238157791694849,51284,73805
738891149612572673,6,115
738885046782832640,1256,4054
738883359779196928,895,3602
738537504001953792,1727,5483
738402415918125056,939,3527
738184450748633089,1334,4654
738166403467907072,3757,9467
738156290900254721,733,2723
737826014890496000,1959,5660
737800304142471168,3822,10757
737678689543020544,1476,5430
737445876994609152,4942,11109
737322739594330112,886,3881
737310737551491075,8181,15793
736736130620620800,1924,4646
736392552031657984,8217,19129
736365877722001409,1373,4303
736225175608430592,3051,8740
736010884653420544,3273,8508
735991953473572864,1268,3872
735648611367784448,1206,4319
735635087207878657,2605,6659
735274964362878976,5615,13974
735256018284875776,973,3613
735137028879360001,1067,3367
