,company,Product Density Score,Requests Density Score,Match Count
490,Ergam Life Sciences Pvt.Ltd.,0.0,0.0,0
491,Zhermack spa,0.0,0.0,0
492,Marubeni,0.0,0.0,0
493,"Shijiazhuang Xinlongwei Chemical Co., Ltd.",0.4,135.8,2
494,LLC UMANHIMTRADE Ukraine,0.16666666666666666,132.5,1
495,solvadis distribution gmbh,0.34210526315789475,120.76315789473684,13
496,OQEMA Sp. z o.o.,0.10176991150442478,42.075221238938056,23
497,Covestro Deutschland AG,0.25,177.5,1
498,Active Specialities,0.0,0.0,0
499,Bluestone Metals and Chemicals,0.0,0.0,0
500,Rebain International (España) S.L.,0.15168539325842698,61.45505617977528,27
501,REG Chemicals Ltd,0.0,0.0,0
502,Golchha PIGMENTS,0.0,0.0,0
503,Veeraco Colourants Pvt. Ltd.,0.0,0.0,0
504,Castor International B.V.,0.10344827586206896,46.3448275862069,6
505,Supreme Micro Minerals Pvt. Ltd.,0.0,0.0,0
506,SIAD S.p.A.,0.0,0.0,0
507,Craft Resin Limited,0.0,0.0,0
508,Cinkarna Celje d.d.,0.3333333333333333,128.66666666666666,1
509,widmann solutions GmbH,0.06451612903225806,20.0,2
510,Diffutherm BV,0.0,0.0,0
511,"Zhengzhong Enamel Co.,Ltd",0.0,0.0,0
512,"METALOR TECHNOLOGIES (IBÉRICA),  S.A.",0.0,0.0,0
513,ECEM bv,0.0,0.0,0
514,Gamma Chimica Spa,0.0,0.0,0
515,Krisha Chem Industries,0.0,0.0,0
516,Gemini Corporation Nv,0.0,0.0,0
517,UP Catalyst,0.0,0.0,0
518,visa chem private limited,0.0,0.0,0
519,DİGİTEXİNK BOYA VE KİMYA SANAYİ TİC.LTD.ŞTİ.,0.0,0.0,0
520,AISAKOS SA,1.0,386.0,1
521,TER Chemicals – BU CASE,0.0,0.0,0
522,"Thanapom Chemical Co .,ltd",0.2,62.2,2
523,OQEMA AG,0.051224944320712694,21.178173719376392,23
524,"OQEMA, s.r.o.",0.08934707903780069,35.549828178694156,26
525,Novochem Ltd.,0.1031390134529148,42.64125560538117,23
526,LEVACO,0.0,0.0,0
527,SAI ADVERTISING,0.0,0.0,0
528,"Jostrong (Tianjin) Technology  Co., Ltd",0.0,0.0,0
529,Oqema EOOD,0.10222222222222223,42.26222222222222,23
530,Likit Kimya AS,0.0,0.0,0
531,NanoProf's Holland,0.0,0.0,0
532,SPECIFIC POLYMERS,0.0,0.0,0
533,Vink Chemicals GmbH & Co. KG,0.05714285714285714,24.742857142857144,2
534,Integra Plastics,0.0,0.0,0
535,OQEMA d.o.o.,0.09821428571428571,41.080357142857146,22
536,Arion-Prom,0.0,0.0,0
537,Fluechem Limited,0.6666666666666666,541.0,2
538,PRODUCTOS METAL PLAST S.L,0.0,0.0,0
539,ZS Latvia bee,0.0,0.0,0
540,Honey Sugar Product,0.0,0.0,0
541,Gospodarstwo Pasieczne – Pasieka Jurajska sp. z o.o.,0.0,0.0,0
542,BALMTA Ethanol,0.0,0.0,0
543,GB-Chemie GmbH,0.04975124378109453,21.079601990049753,10
544,CELIAS d.o.o.,0.0,0.0,0
545,Prakash chemicals,0.0,0.0,0
546,Bactitox Uk Limited,0.0,0.0,0
547,ISK Metal Kimya,0.0,0.0,0
548,SPEX GROUP SP.Z O.O.,0.6666666666666666,326.0,2
549,Şanlıgazi - Mehmet Özdemir Şanlıgazi Temizlik Malzemeleri,1.0,710.0,1
550,Telkes Gép,0.0,0.0,0
551,PT INDONESIA BENTONITE,0.0,0.0,0
552,UAB Oqema,0.10084033613445378,41.50840336134454,24
553,Gri Beyaz,0.11764705882352941,95.47058823529412,2
554,Simmi Enterprises,0.0,0.0,0
555,MCW Müller Chemikalien Wertstoffe GmbH,0.5333333333333333,243.06666666666666,8
556,Ronda GmbH,0.0,0.0,0
557,NHAT HUY INVESTMENT JOINT STOCK COMPANY,0.0,0.0,0
558,CNP Polymer GmbH,0.0,0.0,0
559,GYAN FLAVOURS EXPORT,0.0,0.0,0
560,Vatsalya Enterprise,0.0,0.0,0
561,IZEL KIMYA SANAYI VE TIC. A.S.,0.2222222222222222,58.111111111111114,2
562,BISON Group Ltd,0.0,0.0,0
563,Multitubes Group,0.0,0.0,0
564,anatolia kimya,0.4444444444444444,193.33333333333334,4
565,AZIMAX PETROL GIDA ENERJI INSAAT TURIZM DANISMANLIK TEKSTIL VE SAN TIC IHR.ITH. LTD STI,0.0,0.0,0
566,AGRI-ESSENCE (SINGAPORE) Co Pte Ltd,0.0,0.0,0
567,SAI ADVERTISING,0.0,0.0,0
568,Sparrowings International,0.0,0.0,0
569,"CopperSMART, LLc",0.0,0.0,0
570,ACC KIMYA SANAYI VE DIS TICARET LIMITED SIRKETI,0.0,0.0,0
571,TC-Bromine,0.0,0.0,0
572,J.M Enterprise,0.0,0.0,0
573,Granulite,0.0,0.0,0
574,Fortuna Kimya Mum. Tic. Ltd. Sti.,0.2,162.3,2
575,fmy chemical medical build co,0.0,0.0,0
576,DAKO AG,0.0,0.0,0
577,Shree Sonal Mines,0.0,0.0,0
578,GLOBAL EXPRO,0.16666666666666666,71.72222222222223,3
579,FARMA QUIMICA SUR S.L.,0.0,0.0,0
580,Helioenergia Sp. z o.o.,0.0,0.0,0
581,Sarex Overseas Div. of Saraf Chemicals Pvt. Ltd.,0.0,0.0,0
582,pine chemicals,0.0,0.0,0
583,YAPICHEM CHEMICAL COMPANY,0.0,0.0,0
584,Chem Factory SRL,0.0,0.0,0
585,SUM Kimya San. ve Tic. A.S.,0.0,0.0,0
586,PMC OUVRIE,0.0,0.0,0
587,M/S FORACE POLYMERS PVT LTD,0.0,0.0,0
588,PT. Arkananta Lestari Energina,0.0,0.0,0
589,Sonic Biochem Extractions Pvt. Ltd.,0.0,0.0,0
590,"MODERN DYESTUFFS & PIGMENTS CO.,LTD",0.0,0.0,0
591,Marko KEA,0.0,0.0,0
592,Chimica del Lazio srl,0.6428571428571429,256.5,9
593,COIM SPA,0.0,0.0,0
594,OQEMA Ukraine LLC,0.07142857142857142,35.57142857142857,1
595,KONSTANTINIDIS BROS,1.0,231.5,2
596,SC COMES SA,0.0,0.0,0
597,Nanorbital Advanced Materials LLP,0.0,0.0,0
598,Kazanorgsintez,0.0,0.0,0
599,Hürkimsa Kimya San.Tic.A.Ş.,0.0,0.0,0
600,Kimpur,0.0,0.0,0
601,AKPA KIMYA AMBALAJ SANAYI VE TICARET ANONIM SIRKETI_S,0.020833333333333332,4.8125,1
602,XATICO GROUP Sàrl.,0.0,0.0,0
603,Transmare CHEMIE,0.12195121951219512,54.41463414634146,5
604,DERIVADOS DEL FLUOR SAU,0.0,0.0,0
605,RodaChem bv,0.0,0.0,0
606,Molkem Chemicals Pvt. Ltd,0.0071633237822349575,2.511461318051576,5
607,RENTECH,0.0,0.0,0
608,Weylchem Performance Products GmbH,0.0,0.0,0
609,MERYT Catalysts & Innovation,0.0,0.0,0
610,ALUCOM AG,0.0,0.0,0
611,Wetraoil GmbH,0.0,0.0,0
612,SUNSHINE EXPORTS,0.0,0.0,0
613,PARTH INTERCHEM,0.0,0.0,0
614,Kraus GmbH,0.16666666666666666,111.0,2
615,Roha Simpsons,0.0,0.0,0
616,Glc Química,0.0,0.0,0
617,PROSILICONES64,0.3333333333333333,97.33333333333333,1
618,KEMCO,0.0,0.0,0
619,SOLIMIX S.A,0.0,0.0,0
620,AXCENTIVE SARL,0.0,0.0,0
621,GRANUDAN RELEASE COATS,0.3333333333333333,170.83333333333334,2
622,Bimaks Chemicals,0.0,0.0,0
623,GEH Wasserchemie GmbH & Co. KG,0.0,0.0,0
624,Saha Metal San. Tic. Ltd. Şti.,0.0,0.0,0
625,Blutizer Chemicals and Cosmetics Ltd,1.0,480.0,1
626,MM INDUSTRIES,0.0,0.0,0
627,Arpadis Benelux NV,0.056910569105691054,19.447154471544714,7
628,Tradege,0.0,0.0,0
629,2D KIMYA SANAYI,0.0,0.0,0
630,Pharma Greven GmbH,0.0,0.0,0
631,"Hubei New Desheng Materials Technology Co.,Ltd",0.0,0.0,0
632,CVH Chemie-Vertrieb GmbH & Co. Hannover KG,0.25263157894736843,101.66315789473684,24
633,Sanodyna Vietnam Co. Ltd,0.0,0.0,0
634,RENICHEM SL,0.1875,88.4375,3
635,"UAB ""RVC LOBIS""",0.5,144.0,1
636,Medi-clean technologies,0.6666666666666666,341.6666666666667,2
637,Heibechems co LTD,0.0,0.0,0
638,Agrifeed SRL,0.0,0.0,0
639,Polyment GmbH,0.10638297872340426,37.829787234042556,5
640,JSC Kurana,0.75,380.0,3
641,PCC Trade & Services GmbH,0.1111111111111111,49.72222222222222,4
642,SIMP - Importazione Materie Prime S.p.A.,0.5,188.71428571428572,7
643,Pyrex Industries GmbH,0.0,0.0,0
644,"""BONUSTRADE"", TRADE AND PRODUCTION ENTERPRISE, LLC",0.0,0.0,0
645,Hidrojen Peroksit Sanayi ve Ticaret A.S,1.0,437.0,1
646,HEMPLAB SP Z O O,0.0,0.0,0
647,Arkem Chemicals,0.36666666666666664,147.86666666666667,11
648,Illumine Consultants (Chemicals | Performance Materials),0.0,0.0,0
649,Alcotra Europe SA,1.0,362.5,2
650,PT SCUDA,0.0,0.0,0
651,Xymertec Limited,0.0,0.0,0
652,TOYO INK EUROPE SPECIALTY CHEMICALS,0.0,0.0,0
653,Almamet GmbH,0.0,0.0,0
654,NEXUS Kimya,0.0,0.0,0
655,Nigtas AS,0.14285714285714285,55.142857142857146,1
656,Plastbud Sp. Zo.o,0.0,0.0,0
657,CALDIC FRANCE,0.0,0.0,0
658,Vichemic Industries,0.15,55.233333333333334,9
659,Acril - Nova srl,0.08571428571428572,31.02857142857143,3
660,KORUMA KLOR ALKALI SAN.VE TIC. A.S,0.0,0.0,0
661,Pro Health Solutions,0.0,0.0,0
662,Transpek Industry Limited,0.0,0.0,0
663,Adityapur Dies,0.16666666666666666,118.33333333333333,1
664,Trading House Energostroyinvest,0.09333333333333334,43.906666666666666,14
665,CFS Europe SpA,0.0,0.0,0
666,LabKontor GmbH,0.014749262536873156,5.908554572271386,5
667,jowo chemie GmbH,1.0,386.0,1
668,Livam GmbH,0.0,0.0,0
669,Timmer Sealer Technology,0.0,0.0,0
670,Garzanti Specialties SpA,0.06,24.16,3
671,Newport Industries Ltd,0.42857142857142855,179.28571428571428,3
672,Epirus Cosmetics,0.0,0.0,0
673,ARTIBAL,0.0,0.0,0
674,"LESOKHIMIK, OAO",0.0,0.0,0
675,Vitaforest LLC,0.0,0.0,0
676,Protech Enterprise UK,1.0,364.5,2
677,VAIKASH EXIMS,0.0,0.0,0
678,Zantye Agro Industries,0.0,0.0,0
679,Swasti Exports,0.04945054945054945,19.714285714285715,27
680,Adobaser Mining Co,0.0,0.0,0
681,CNI Kft,0.375,158.6875,6
682,PICTA NATURAL INGREDIENTS,0.0,0.0,0
683,JENGO SPA,0.0,0.0,0
684,CHEMSOLL,0.3888888888888889,196.83333333333334,7
685,PROVENÇALE SA,0.0,0.0,0
686,ADEKA Polymer Additives Europe,0.0,0.0,0
687,KEYSER MACKAY FRANCE ET COMPAGNIE,0.09090909090909091,35.09090909090909,1
688,Libra Speciality Chemicals,0.05555555555555555,28.583333333333332,2
689,Sate Gıda ve Kimya San. ve Tic. Ltd. Şti,0.0,0.0,0
690,Smart Invest Holdings Limited,0.5,193.0,1
691,Westerhuis Trading,0.0,0.0,0
692,Harzer Zinkoxide GmbH,0.0,0.0,0
693,Ursa Sanayi Hammaddeleri Ltd. Şti.,0.07142857142857142,24.071428571428573,2
694,Hangzhou Foreign Economic Relations and Trade Service Co Ltd,0.0,0.0,0
695,PentaCarbon GmbH,0.0,0.0,0
696,Chemark ApS,0.2564102564102564,106.1025641025641,10
697,JSC Kurgansemena,0.0,0.0,0
698,Elan impex,0.0,0.0,0
699,Jiaan Biotech,0.0,0.0,0
700,Elso Kimya,0.0,0.0,0
701,RCMPA Polishing Technologies Private Limited,0.0,0.0,0
702,CSR Plastic,0.0,0.0,0
703,Viktor Flach,0.0,0.0,0
704,chem 2004 cv,0.5,397.5,1
705,MB GROUP EXPERTISE SOLUTION SRL,0.0,0.0,0
706,Ralin B.V.,0.23809523809523808,86.04761904761905,10
707,TEOS Industries,0.0,0.0,0
708,GRUPO ANDINO DE INVERSIONES SAC,0.0,0.0,0
709,"Wuhan Bosman Medicine Technology Co., Ltd.",0.0,0.0,0
710,Clariant AG,0.0,0.0,0
711,Alder Chemicals,0.0,0.0,0
712,Propokan Pro d.o.o.,0.0,0.0,0
713,Zavod Kronakril LLC,0.0,0.0,0
714,Chematek,0.0,0.0,0
715,Camelina Company España,0.0,0.0,0
716,Rozachim JSC,0.6428571428571429,246.42857142857142,9
717,Anstar Ltd,0.0,0.0,0
718,Richard Steinebach Chemikalien GmbH & Co. KG,0.0,0.0,0
719,"SPOLCHEMIE - Spolek pro chemickou a hutní výrobu, a.s.",0.0,0.0,0
720,Oduvanchik,0.0,0.0,0
721,YILDIZ YAPI KIMYASALLARI SAN. VE TIC. LTD. STI.,0.0,0.0,0
722,NeoGraf Solutions,0.0,0.0,0
723,Matachem,0.0,0.0,0
724,"Zhejiang ZETian Fine Chemicals Co.,Ltd",0.0009852216748768472,0.506896551724138,2
725,Goonvean Fibres Ltd,0.0,0.0,0
726,Kchimica S.R.L,0.0,0.0,0
727,Birch Chemicals Limited,0.0,0.0,0
728,Severtek LLC,0.0,0.0,0
729,ARILCO DIŞ TICARET LIMITED ŞIRKETI,0.0,0.0,0
730,ARMINAKIL BENTONIT MADEN,0.0,0.0,0
731,Brimstone Kimya Sanayi ve Ticaret A.S.,0.0,0.0,0
732,Grafapol,0.5384615384615384,244.53846153846155,7
733,Izolatii Conducte S.R.L.,0.0,0.0,0
734,Furnitur-BY LLC,0.0,0.0,0
735,COLORIFICIO MIGLIAVACCA 1919 SRL,0.0,0.0,0
736,Nostra Domum,0.0,0.0,0
737,Kemipex FZE,0.0,0.0,0
738,Petroxim Chemicals by KNP Endustriyel,0.7142857142857143,297.92857142857144,10
739,IngenUK Ltd,0.0,0.0,0
740,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,0.0851063829787234,26.04255319148936,4
741,DMRSÜREN KİMYA LTD ŞTİ,0.0,0.0,0
742,Fairchemical,0.0,0.0,0
743,Meraxis AG,0.0,0.0,0
744,Noviara Ltd,0.0,0.0,0
745,DEUREX AG,0.0,0.0,0
746,Eurospektras,0.0,0.0,0
747,SRI VASAVI SCIENTIFIC SOLUTIONS,0.0,0.0,0
748,etconstruct,0.0,0.0,0
749,Omya Vencac,0.0,0.0,0
750,Pranati Associates,0.136986301369863,53.3013698630137,10
751,Forplast LLC.,0.0,0.0,0
752,Chemnovatic,0.2127659574468085,93.17021276595744,10
753,S.EC.AM srl,0.5,281.5,1
754,Omya Calcita,0.16666666666666666,56.5,2
755,Denge Kimya,0.0,0.0,0
756,GP4,0.0,0.0,0
757,Arsenal LTD,0.0,0.0,0
758,ALTAKEM CHEMICALS,0.1,33.6,1
759,HSH Chemie GmbH,0.5,193.0,1
760,PANOXIDE BOYA SAN. TIC. LTD. ŞTI.,0.0,0.0,0
761,Alfred Kochen GmbH & Co. KG,0.05263157894736842,20.31578947368421,1
762,STS Group Chemicals,0.056338028169014086,27.56338028169014,4
763,PUHP Solvent Export-Import M.M.Cichońscy Sp.j.,0.5555555555555556,188.66666666666666,5
764,"Hubei xindesheng Material Technology Co., Ltd",0.0,0.0,0
765,Endorgen life sciences,0.0,0.0,0
766,Incorez Limited,0.0,0.0,0
767,Jakusz SpaceTech,1.0,437.0,1
768,DISACHIM,0.25,177.5,1
769,IBERQUIM PRODUCTS S.L.U,0.0,0.0,0
770,Strongblue A/S,1.0,913.0,1
771,Afiva LLC,0.6,292.3,6
772,AIP Associates,0.0,0.0,0
773,"Productos Paorga, S. L.",0.0,0.0,0
774,Xin Ji Da Pte Ltd,0.11475409836065574,42.80327868852459,7
775,Heneken,0.0,0.0,0
776,Alesta Trade İç ve Dış Ticaret AŞ,0.75,238.5,3
777,Nobian Industrial Chemicals BV,0.6666666666666666,358.6666666666667,2
778,Ecochem International NV,0.0,0.0,0
779,Ruchak chemicals,0.0,0.0,0
780,Trim Teknoloji ve Servis A.S..,0.24390243902439024,106.39024390243902,20
781,Chemical Elements GmbH,0.5,456.5,1
782,Westbrook Resources,0.0,0.0,0
783,Chemical Plant of Fluoride Salts,0.0,0.0,0
784,TEHNO-CHEM DOO,0.26666666666666666,136.86666666666667,4
785,Ravago Chemicals Austria GmbH,0.275,107.525,11
786,Chemical Technologies SIA,0.13043478260869565,61.52173913043478,3
787,Adhesivos Candar SL,0.0,0.0,0
788,Coraplus PTE LTD,0.0,0.0,0
789,Chemiprime Impex Private Limited,0.0,0.0,0
790,Eplaks Makina Kim.Mad.Ve İTH.İHR.LTD.STİ,0.3333333333333333,128.66666666666666,1
791,Raichem SpA,0.0,0.0,0
792,Mitteo Trading & Investment,0.0,0.0,0
793,ChemEngg Research Pvt. Ltd.,0.0,0.0,0
794,Keyser&Mackay Poland Sp. z o.o.,0.1111111111111111,42.888888888888886,1
795,Azcor Tableware India Pvt Ltd,0.0,0.0,0
796,WTB Rohstoff,0.04081632653061224,24.775510204081634,4
797,Krahn Chemie Deutschland GmbH,0.3333333333333333,128.66666666666666,1
798,JOhn Murphy (Castlerea) Ltd,0.0,0.0,0
799,ISIK KIMYA,0.34782608695652173,139.43478260869566,16
800,REAKSİYON KİMYA,0.0,0.0,0
801,Biomedgroup,0.0,0.0,0
802,Synovelle,0.0,0.0,0
803,Krystal Tech,0.0,0.0,0
804,Thrutek Applied Materials Inc.,0.0,0.0,0
805,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,0.1891891891891892,75.95945945945945,28
806,PT TITIAN ABADI LESTARI,0.0,0.0,0
807,ATTIKA,0.0,0.0,0
808,Nordisk Perlite APS,0.0,0.0,0
809,Hanke + Seidel GmbH & Co. KG,0.06896551724137931,27.236781609195404,30
810,"Dongguan City Betterly New Materials Co., Ltd.",0.0,0.0,0
811,flame care gmbh,0.0,0.0,0
812,EpiValence Ltd,0.0,0.0,0
813,Covey International,0.0,0.0,0
814,GlaxoSmithKline Pharmaceuticals Ltd,0.0,0.0,0
815,Akryl,0.0,0.0,0
816,BRinova Bioquímica LDA,0.0,0.0,0
817,ALLNEX BELGIUM,0.0,0.0,0
818,RC Tritec AG,0.0,0.0,0
819,MADENSEL MINING LTD.,0.0,0.0,0
820,Gastrim Europe Ltd,0.0,0.0,0
821,FlyKimya Boya,0.0,0.0,0
822,Orm Bergold Chemie GmbH & Co KG,0.6666666666666666,191.66666666666666,2
823,Asilpax International b.v.,0.0,0.0,0
824,LA-Solution GmbH,0.3888888888888889,163.44444444444446,7
825,Green Miles Chemicals doo,0.015151515151515152,3.303030303030303,1
826,Kajay Remedies Pvt Ltd,0.0,0.0,0
827,UAB “Paraffinum”,0.0,0.0,0
828,Moser & ASSOCIATES,0.0,0.0,0
829,BEAL GROUP LLC,0.0,0.0,0
830,FRA.MIC. SRL,0.0,0.0,0
831,"GM Chemical Co., Limited",0.0,0.0,0
832,Triwill Group,0.0,0.0,0
833,SOFTARED,0.0,0.0,0
834,Chemische Fabrik Wocklum Gebr. Hertin GmbH & Co. KG,0.5,220.9,5
835,Ankit Silicate,0.0,0.0,0
836,Mansi Chemicals,0.0,0.0,0
837,Lesun Chemicals B.V.,1.0,512.6666666666666,3
838,COSMER KİMYA SAN VE TİC A.Ş.,0.13043478260869565,56.630434782608695,6
839,Petro green,1.0,710.0,1
840,"Anhui Xinyuan Technology Co.,LTD",0.0,0.0,0
841,NORDIX CHEMICALS FACTORY d.o.o.,0.0,0.0,0
842,FINEAMIN SA,0.25,56.0,1
843,Atalimo SA,0.0,0.0,0
844,TETRA Chemicals Europe AB,0.0,0.0,0
845,Arcanum Chemical & Consultancy,0.0,0.0,0
846,Lily Chemicals Ltd,0.12195121951219512,61.90243902439025,5
847,Zimtrex,0.0,0.0,0
848,Polychem Handelsges.m.b.H.,0.0,0.0,0
849,Galaktika Ltd,0.0,0.0,0
850,EURASIA PETROL,0.0,0.0,0
851,"Chongqing Assen Power Equipment Co.,LTD",0.0,0.0,0
852,Biesterfeld Spezialchemie GmbH,0.030303030303030304,16.515151515151516,1
853,Jyoti Chemical Centre,0.0,0.0,0
854,Freya industries,0.0,0.0,0
855,damirco,0.0,0.0,0
856,Century Limited,0.0,0.0,0
857,Tano Minerals,0.0,0.0,0
858,FRAZAAR GmbH,0.0,0.0,0
859,Individual businessman,0.0,0.0,0
860,Yelken Kimya Ith. Ihr. San. ve Tic. Ltd. Sti.,0.3157894736842105,184.1578947368421,6
861,Wright and Co,0.0,0.0,0
862,HTMC Group,0.0,0.0,0
863,SOCOMORE,0.5,272.5,1
864,Chimtex Ltd.,0.08,56.44,2
865,Konark Chemie,0.0,0.0,0
866,Fodey Enterprises Ltd,0.0,0.0,0
867,Alfa Kimya A.Ş.,0.0,0.0,0
868,Watter BV,0.0,0.0,0
869,Carense,0.0,0.0,0
870,RAVAGO CHEMICALS UKRAINE LLC,1.0,795.0,1
871,"DAGE CAPITAL, UAB-Nan Pao",0.0,0.0,0
872,xperio impex,0.0,0.0,0
873,Reco-E GmbH,0.0,0.0,0
874,Guangzhou Yaoguang Technology,0.0,0.0,0
875,PQ Corporation,0.0,0.0,0
876,Oak&Wine,0.0,0.0,0
877,SiliXan,0.0,0.0,0
878,Narchemicals Kimyevi Mad. San. Tic. Ltd. Sti.,0.17777777777777778,71.73333333333333,8
879,Braindrop B.V.,0.0,0.0,0
880,RTS Business Service Handelsges.m.b.H.,0.0,0.0,0
881,Balsa Petrokimya Ticaret Ltd.Sti.,1.0,710.0,1
882,"Hubei Sanli Fengxiang Technology Co., Ltd",0.0,0.0,0
883,Petrofer AG,0.0,0.0,0
884,Briti Scientific,0.0,0.0,0
885,Trulux Pty Ltd,0.0,0.0,0
886,ECSA Chemicals AG,0.0,0.0,0
887,Özkimsan Kimya taşımacılık maden inşaat makine orman ürünleri dış tic. ve san. ltd. şti.,0.0,0.0,0
888,BGP Innovatives,0.0,0.0,0
889,Kristov  FOOD EXPORT Internationl SL,0.0,0.0,0
890,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",0.28,142.68,7
891,Sternchemie GmbH & Co KG,0.0,0.0,0
892,Aldeco Krup SL - Bao Chemicals,0.2222222222222222,108.0,4
893,Vietchem,0.0,0.0,0
894,CONSELLS CHEMICALS SP. Z O. O.,0.0,0.0,0
895,Elif Endustriyel Kimyasallari,0.2727272727272727,104.83636363636364,15
896,HW Projekt GmbH,0.0,0.0,0
897,ICARBON Kimya Arge Mühendislik,0.0,0.0,0
898,TEKNOMADEN MADEN NAK. HAF. TRUZIM SAN TİC. LTD.ŞTİ.,0.0,0.0,0
899,Arems LLC,0.0,0.0,0
900,Carolus Chemical GmbH,0.025,12.0,1
901,Gaia Biomaterials,0.0,0.0,0
902,Radchem Sp.zo.o. Sp.K.,0.7692307692307693,323.2307692307692,10
903,"Accubiotech Co.,Ltd",0.0,0.0,0
904,KERONA GmbH,0.3333333333333333,87.16666666666667,2
905,Atul Limited,0.0,0.0,0
906,NEO Chemical,0.020202020202020204,11.929292929292929,2
907,VENÜSÇE İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,0.0,0.0,0
908,FİBER KİMYA A.Ş.,0.0,0.0,0
909,Salespet,0.0,0.0,0
910,Nilkim Teknik Kimya san.Tic. Limited Şirketi,0.16993464052287582,67.39869281045752,26
911,IMPAG AG,0.06220095693779904,28.229665071770334,13
912,WOCHEM KİMYA LİMİTED ŞİRKETİ,0.25,110.03571428571429,7
913,Nanografi A.S,0.0,0.0,0
914,RV NEORESINS,0.0,0.0,0
915,Global Mines SARL,0.0,0.0,0
916,Seralgaz Industrial and Medical Gases Corp.,0.5,337.5,2
917,Valchim,0.0,0.0,0
918,"Hebei ATUN Trading Co., Ltd",0.0,0.0,0
919,YUKA KİMYA,0.0,0.0,0
920,United Trading System Scandinavia AB,0.16666666666666666,90.25,2
921,Weighting Agents Plant (KZU),0.0,0.0,0
922,Omkrown Pharmachem Pvt Ltd,0.0,0.0,0
923,QolorTech BV,0.0,0.0,0
924,h.r.bioanalysis srl,0.0,0.0,0
925,Hua-Chem,0.07462686567164178,32.527363184079604,15
926,Disruptchem Tarim ve Gida Sanayi LTD,0.0,0.0,0
927,Elite Chemicals Kimya San.ve Tic.A.S,0.25,106.56944444444444,18
928,Harmony Additives Private Limited,0.0,0.0,0
929,R K MINERALS,0.0,0.0,0
930,ALT TRADING,0.0,0.0,0
931,ZINCO Chelyabinsk Ltd.,0.0,0.0,0
932,CHEMION AG,0.125,48.25,1
933,BLC BAKLIYAT IC VE DIS TIC. LTD. STI,0.0,0.0,0
934,Unilex Colours & Chemicals Limited,0.0,0.0,0
935,russian resurs,0.0,0.0,0
936,Coral SA,0.0,0.0,0
937,Mavi Kimya,0.2835820895522388,121.68656716417911,19
938,platanus -h kft,0.0,0.0,0
939,"HaBo Hong Kong Co., Limited.",0.0,0.0,0
940,Nupol Chemicals LLP,0.0,0.0,0
941,HECCKEM Kimyevi Mad. İth.İhr. San. ve Tic. A.Ş.,0.15789473684210525,59.3859649122807,9
942,UKR EKSPORT PRO LLC,0.0,0.0,0
943,LUBREXCEL SALES & DISTRIBUTION SRL,0.0,0.0,0
944,"shijiazhuang jinghong chemical technology co.,ltd.",0.0,0.0,0
945,Chemdel LLC.,0.4375,211.0,7
946,Productos Albi,0.0,0.0,0
947,Yigitoglu Kimya,0.2631578947368421,117.11842105263158,20
948,"Xingtai Xingjiu New Material Technology Co., Ltd.",0.0,0.0,0
949,KPM,0.0,0.0,0
950,FILTROTECH SARL,0.0,0.0,0
951,Chemscout Speciality Chemicals LLP,0.0,0.0,0
952,Sincerus LLC,0.0,0.0,0
953,prefere paraform GmbH & Co. KG,0.0,0.0,0
954,Telko Ukraine,0.0,0.0,0
955,InMotion Global Ltd,0.0,0.0,0
956,GB Chem,0.0,0.0,0
957,Alfa Chemicals,0.0196078431372549,4.588235294117647,1
958,Vugilla Invest LTD,0.0,0.0,0
959,"Hebei Guanlang Biotechnology Co., Ltd",0.0,0.0,0
960,Yenipınar kimya ltd.şti,0.034482758620689655,13.310344827586206,1
961,Sunlite Industrial Enterprise,0.0,0.0,0
962,€xillent Group,0.0,0.0,0
963,PETROL KİMYA SAN. VE TİC. A.Ş.,0.24242424242424243,98.9090909090909,8
964,BELHIMSET JSC,0.0,0.0,0
965,Sia ltd sti,0.0,0.0,0
966,"Shijiazhuang Yanhui Dye Co., Ltd.",0.0,0.0,0
967,Amster Microcell Pvt Ltd,0.0,0.0,0
968,PETROWHITE,0.0,0.0,0
969,OIL4VAP SL,1.0,484.0,1
970,KERNIK,0.0,0.0,0
971,Amadis Chemical Laboratory,0.0,0.0,0
972,Azinsd,0.0,0.0,0
973,ASCOTEC,0.0,0.0,0
974,Foster Chemicals GmbH,0.0,0.0,0
975,Portsmouth Aviation,0.0,0.0,0
976,Marker Kimya,0.0,0.0,0
977,Yeğenler Kimya,0.36363636363636365,141.27272727272728,4
978,Ricche Ltd,0.0,0.0,0
979,MH & Gustav Heess Ukraine,0.07692307692307693,41.92307692307692,1
980,EKOS-1,0.4,148.6,2
981,Elmira Industrial Supplies,0.0,0.0,0
982,"Purestar Chem Enterprise Co.,Ltd",0.0,0.0,0
983,"Dochem Nanjing International Co., Ltd.",0.5,193.0,1
984,Mahadev impex,0.0,0.0,0
985,NCT Group,0.0,0.0,0
986,Derkim Kimya A.S,0.0,0.0,0
987,Colux GmbH,0.0,0.0,0
988,Global Chemicals,0.0,0.0,0
989,Neohim plus,0.0,0.0,0
