,company_id,company_name,flag
208,38275,Adakem Chemicals Ltd,0
209,38275,Adakem Chemicals Ltd,0
210,38275,Adakem Chemicals Ltd,0
211,38275,Adakem Chemicals Ltd,0
212,38275,Adakem Chemicals Ltd,0
213,38275,Adakem Chemicals Ltd,0
214,38275,Adakem Chemicals Ltd,0
215,38275,Adakem Chemicals Ltd,0
216,38275,Adakem Chemicals Ltd,0
217,38275,Adakem Chemicals Ltd,0
218,38275,Adakem Chemicals Ltd,0
219,38275,Adakem Chemicals Ltd,0
220,38275,Adakem Chemicals Ltd,0
221,38275,Adakem Chemicals Ltd,0
222,38275,Adakem Chemicals Ltd,0
223,38275,Adakem Chemicals Ltd,0
224,38275,Adakem Chemicals Ltd,0
225,38275,Adakem Chemicals Ltd,0
226,38275,Adakem Chemicals Ltd,0
227,2207,ADD-Chem Germany GmbH,0
228,2207,ADD-Chem Germany GmbH,0
229,2207,ADD-Chem Germany GmbH,0
230,2207,ADD-Chem Germany GmbH,0
231,2207,ADD-Chem Germany GmbH,0
232,2207,ADD-Chem Germany GmbH,0
233,2207,ADD-Chem Germany GmbH,0
234,2207,ADD-Chem Germany GmbH,0
235,2207,ADD-Chem Germany GmbH,0
236,2207,ADD-Chem Germany GmbH,0
237,2207,ADD-Chem Germany GmbH,0
238,2207,ADD-Chem Germany GmbH,0
239,2207,ADD-Chem Germany GmbH,0
240,2207,ADD-Chem Germany GmbH,0
241,2207,ADD-Chem Germany GmbH,0
242,9607,Addi-tec Ltd,0
243,9607,Addi-tec Ltd,0
244,9607,Addi-tec Ltd,0
245,9607,Addi-tec Ltd,0
246,9607,Addi-tec Ltd,0
247,9607,Addi-tec Ltd,0
248,9607,Addi-tec Ltd,0
249,9607,Addi-tec Ltd,0
250,9607,Addi-tec Ltd,0
251,9607,Addi-tec Ltd,0
252,9607,Addi-tec Ltd,0
253,9607,Addi-tec Ltd,0
254,9607,Addi-tec Ltd,0
255,9607,Addi-tec Ltd,0
256,9607,Addi-tec Ltd,0
257,9607,Addi-tec Ltd,1
258,9607,Addi-tec Ltd,0
259,9607,Addi-tec Ltd,0
260,9607,Addi-tec Ltd,0
261,9607,Addi-tec Ltd,0
262,9607,Addi-tec Ltd,0
263,9607,Addi-tec Ltd,0
264,9607,Addi-tec Ltd,0
265,9607,Addi-tec Ltd,1
266,9607,Addi-tec Ltd,0
267,9607,Addi-tec Ltd,0
268,9607,Addi-tec Ltd,0
269,9607,Addi-tec Ltd,0
270,9607,Addi-tec Ltd,0
271,9607,Addi-tec Ltd,0
272,9607,Addi-tec Ltd,0
273,9607,Addi-tec Ltd,0
274,9607,Addi-tec Ltd,0
275,9607,Addi-tec Ltd,0
276,9607,Addi-tec Ltd,0
277,9607,Addi-tec Ltd,0
278,9607,Addi-tec Ltd,0
279,9607,Addi-tec Ltd,0
280,9607,Addi-tec Ltd,0
281,9607,Addi-tec Ltd,0
282,9607,Addi-tec Ltd,0
283,9607,Addi-tec Ltd,1
284,9607,Addi-tec Ltd,0
285,9607,Addi-tec Ltd,0
286,9607,Addi-tec Ltd,0
287,9607,Addi-tec Ltd,0
288,9607,Addi-tec Ltd,0
289,9607,Addi-tec Ltd,0
290,9607,Addi-tec Ltd,0
291,9607,Addi-tec Ltd,0
292,9607,Addi-tec Ltd,1
293,9607,Addi-tec Ltd,0
294,9607,Addi-tec Ltd,0
295,9607,Addi-tec Ltd,0
296,9607,Addi-tec Ltd,0
297,9607,Addi-tec Ltd,0
298,9607,Addi-tec Ltd,0
299,9607,Addi-tec Ltd,0
300,9607,Addi-tec Ltd,0
301,9607,Addi-tec Ltd,0
302,9607,Addi-tec Ltd,0
303,9607,Addi-tec Ltd,0
304,15859,ADEKA Polymer Additives Europe,0
305,15859,ADEKA Polymer Additives Europe,0
306,15859,ADEKA Polymer Additives Europe,0
307,15859,ADEKA Polymer Additives Europe,0
308,15859,ADEKA Polymer Additives Europe,0
309,15859,ADEKA Polymer Additives Europe,0
310,15859,ADEKA Polymer Additives Europe,0
311,15859,ADEKA Polymer Additives Europe,0
312,15859,ADEKA Polymer Additives Europe,0
313,15859,ADEKA Polymer Additives Europe,0
314,18700,Adhesivos Candar SL,0
315,15209,Adityapur Dies,0
316,15209,Adityapur Dies,0
317,15209,Adityapur Dies,1
318,15209,Adityapur Dies,0
319,15209,Adityapur Dies,0
320,15209,Adityapur Dies,0
321,3966,Aditya Soyatech,0
322,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,0
323,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,0
324,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,1
325,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,0
326,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,1
327,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,0
328,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,0
329,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,0
330,35450,ADKGROUP Mühendislik İç ve Dış Ticaret Ltd. Şti.,0
331,15666,Adobaser Mining Co,0
332,59259,Advaith traders,1
333,63375,Advance Inorganics,0
334,28332,Advent Polymin,0
335,52325,Advik Colors (Teamcrop Overseas LLP),0
336,52325,Advik Colors (Teamcrop Overseas LLP),0
337,52325,Advik Colors (Teamcrop Overseas LLP),0
338,52325,Advik Colors (Teamcrop Overseas LLP),0
339,52325,Advik Colors (Teamcrop Overseas LLP),0
340,52325,Advik Colors (Teamcrop Overseas LLP),0
341,52325,Advik Colors (Teamcrop Overseas LLP),0
342,52325,Advik Colors (Teamcrop Overseas LLP),0
343,52325,Advik Colors (Teamcrop Overseas LLP),0
344,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
345,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
346,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
347,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
348,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
349,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
350,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
351,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
352,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
353,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
354,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
355,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
356,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
357,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
358,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
359,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
360,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
361,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
362,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
363,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
364,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
365,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
366,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
367,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
368,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
369,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
370,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
371,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
372,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
373,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
374,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
375,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
376,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
377,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
378,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
379,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
380,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
381,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
382,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
383,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
384,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
385,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
386,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
387,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
388,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
389,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
390,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
391,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
392,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
393,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
394,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
395,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
396,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
397,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
398,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
399,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
400,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
401,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
402,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
403,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
404,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
405,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
406,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
407,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
408,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
409,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
410,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
411,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
412,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
413,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
414,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
415,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
416,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
417,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
418,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
419,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
420,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
421,3783,A. + E. Fischer-Chemie GmbH Co. KG,1
422,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
423,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
424,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
425,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
426,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
427,3783,A. + E. Fischer-Chemie GmbH Co. KG,0
428,52482,AEM Canada Group Inc,0
429,34030,Aerofen Kimya San. Tic. A.Ş.,0
430,34030,Aerofen Kimya San. Tic. A.Ş.,0
431,18207,Afiva LLC,1
432,18207,Afiva LLC,1
433,18207,Afiva LLC,0
434,18207,Afiva LLC,1
435,18207,Afiva LLC,1
436,18207,Afiva LLC,1
437,18207,Afiva LLC,1
438,18207,Afiva LLC,0
439,18207,Afiva LLC,0
440,18207,Afiva LLC,0
441,46612,AFMER Kimya,0
442,25672,Agakim Kimya Sanayi ve Ticaret A.Ş.,0
443,43137,A-Gas Electronic Materials,0
444,51976,AG Chemi Group,0
445,51976,AG Chemi Group,0
446,51976,AG Chemi Group,0
447,51976,AG Chemi Group,0
448,51976,AG Chemi Group,0
449,51976,AG Chemi Group,0
450,51976,AG Chemi Group,0
451,51976,AG Chemi Group,0
452,51976,AG Chemi Group,0
453,51976,AG Chemi Group,0
454,51976,AG Chemi Group,0
455,51976,AG Chemi Group,0
456,51976,AG Chemi Group,0
457,51976,AG Chemi Group,0
458,51976,AG Chemi Group,0
459,51976,AG Chemi Group,0
460,51976,AG Chemi Group,0
461,51976,AG Chemi Group,0
462,51976,AG Chemi Group,0
463,51976,AG Chemi Group,0
464,51976,AG Chemi Group,0
465,51976,AG Chemi Group,0
466,51976,AG Chemi Group,0
467,51976,AG Chemi Group,0
468,51976,AG Chemi Group,0
469,51976,AG Chemi Group,0
470,51976,AG Chemi Group,0
471,51976,AG Chemi Group,0
472,51976,AG Chemi Group,0
