#,company_name,substance_name,cas_number,company_id
3381,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Betaine,107-43-7,19413
3382,S. Goldmann GmbH & Co. KG,Betaine,107-43-7,61702
3383,Cenik Chemicals,Beta Methyl Cyclodextrin,128446-36-6,26063
3384,Cenik Chemicals,beta-Nicotinamide Adenine Dinudeotide Phosphate Sodium Salt,1184-16-3,26063
3385,"Zhejiang ZETian Fine Chemicals Co.,Ltd",beta-Pseudouridine,1445-07-4,17191
3386,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bexarotene,153559-49-0,17191
3387,Cenik Chemicals,Bibasol,23089-26-1,26063
3388,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bicyclo[3.2.1]-2-Octene,823-02-9,17191
3389,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bilatex,202189-78-4,17191
3390,Unitechem GmbH,"Bis(1,2,2,6,6-pentamethyl-4-piperidyl) Sebacate",41556-26-7,63522
3391,Unitechem GmbH,"Bis(2,2,6,6-tetramethyl-4-piperidyl) Sebacate",52829-07-9,63522
3392,Anstar Ltd,"Bis(2,6-difluoro-3-(1-hydropyrrol-1-yl)phenyl)titanocene",125051-32-3,17081
3393,Cenik Chemicals,bis(2-Chloroethyl)amine Hydrochloride,821-48-7,26063
3394,Cenik Chemicals,Bis-2-ethyhexylamine,106-20-7,26063
3395,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Bis(2-ethylhexyl) Terephthalate,6422-86-2,19413
3396,Cenik Chemicals,Bis(2-ethylhexyl) Tetrabromophthalate,26040-51-7,26063
3397,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bis(2-N-Butoxyethyl)Phthalate,117-83-9,17191
3398,Cenik Chemicals,Bis(2-oxo-3-oxazolidinyl)phosphinic chloride,68641-49-6,26063
3399,S. Goldmann GmbH & Co. KG,Bis[(2ξ)-D-gluco-heptonato]iron,12786-09-3,61702
3400,Cenik Chemicals,Bis(3-cyclopentadienyl)chlorohydrurozirconium,37342-97-5,26063
3401,Cenik Chemicals,Bis[3-(triethoxysilyl)propyl]tetrasulfide,40372-72-3,26063
3402,widmann solutions GmbH,Bis[3-(triethoxysilyl)propyl]tetrasulfide,40372-72-3,11682
3403,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bis(4-Chlorobutyl) Ether,6334-96-9,17191
3404,Cenik Chemicals,Bis(4-Nitrophenyl)Carbonate,5070-13-3,26063
3405,Jebsen & Jessen Chemicals GmbH,"Bis[C5-(linear and branched)-alkyl] benzene-1,4-dicarboxylate",2097734-13-7,60045
3406,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bisdemethoxycurcumin,33171-05-0,17191
3407,Cenik Chemicals,Bis(Diethylamino)Chlorophosphine,685-83-6,26063
3408,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bis(Diethylamino)Chlorophosphine,685-83-6,17191
3409,Cenik Chemicals,Bis-DMAPA,6711-48-4,26063
3410,Cenik Chemicals,Bis(hydroxylammonium) Sulphate,10039-54-0,26063
3411,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bis{[(isopropoxycarbonyl)oxy]methyl} ({[(2R)-1-(6-Amino-9H-purin-9-yl)propan-2-yl]oxy}methyl)phosphonate (2E)-but-2-enedioate (1:1),202138-50-9,17191
3412,Perchemicals Kimya Dis Ticaret Ltd Sti,Bismuth,7440-69-9,60022
3413,Cenik Chemicals,Bismuth Oxide,1304-76-3,26063
3414,Cenik Chemicals,Bis-O-(benzylidene)-D-glucitol,32647-67-9,26063
3415,Cenik Chemicals,Bisphenol A,80-05-7,26063
3416,Cenik Chemicals,Bis(Pinacolato)Diboron,73183-34-3,26063
3417,Cenik Chemicals,Bispyribac-Sodium,125401-92-5,26063
3418,Cenik Chemicals,Bis(trichloromethyl)carbonate,32315-10-9,26063
3419,Cenik Chemicals,[Bis(trifluoroacetoxy)iodo]benzene,2712-78-9,26063
3420,INFINIUM PHARMACHEM LIMITED,[Bis(trifluoroacetoxy)iodo]benzene,2712-78-9,734
3421,Cenik Chemicals,Bis(triphenylphosphine)palladium(II) Chloride,13965-03-2,26063
3422,Cenik Chemicals,(-)-B-Methoxydiisopinocampheylborane,85134-98-1,26063
3423,Cenik Chemicals,(+)-B-Methoxydiisopinocampheylborane,99438-28-5,26063
3424,Cenik Chemicals,(±)-Boc-alpha-phosphonoglycine trimethyl ester,89524-98-1,26063
3425,Cenik Chemicals,(Boc-aminooxy)acetic acid,42989-85-5,26063
3426,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-Asp-Oh,13726-67-5,17191
3427,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-D-3-Fluorophenylalanine,114873-11-9,17191
3428,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-D-4-Chlorophenylalanine,57292-44-1,17191
3429,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-D-Aspartic Acid,62396-48-9,17191
3430,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-Glu(Ome)-Oh,45214-91-3,17191
3431,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-L-3-(2-Naphthyl)-Alanine,58438-04-3,17191
3432,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-L-3-Fluorophenylalanine,114873-01-7,17191
3433,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-L-4-Fluorophenylalanine,41153-30-4,17191
3434,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-L-4-Iodophenylalanine,62129-44-6,17191
3435,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Boc-L-Neopentylglycine,79777-82-5,17191
3436,Cenik Chemicals,Borane Dimethylsulphide,13292-87-0,26063
3437,Bilgram Chemie GmbH,Borax Decahydrate,1303-96-4,61442
3438,Cenik Chemicals,Borax Decahydrate,1303-96-4,26063
3439,Bilgram Chemie GmbH,Boric Acid,10043-35-3,61442
3440,Chemist EU,Boric Acid,10043-35-3,60558
3441,Cofermin Chemicals,Boric Acid,10043-35-3,167
3442,Ziegler & Co. Minerals GmbH,Boric Acid,10043-35-3,60850
3443,Ziegler & Co. Minerals GmbH,Boric Acid Reaction Products With Ethanolamine,94095-04-2,60850
3444,Cenik Chemicals,Bornan-2-one,76-22-2,26063
3445,Cenik Chemicals,Boron Oxide,1303-86-2,26063
3446,Cenik Chemicals,Boron Tribromide,10294-33-4,26063
3447,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bosutinib Hydrate,918639-08-4,17191
3448,AQUANOVA AG,Boswella Serrata Extact,97952-72-2,60949
3449,Cenik Chemicals,Brefeldin A,20350-15-6,26063
3450,Cenik Chemicals,Bromethan,74-96-4,26063
3451,S. Goldmann GmbH & Co. KG,Bromethan,74-96-4,61702
3452,Cenik Chemicals,Bromoacetonitrile,590-17-0,26063
3453,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bromoacetonitrile,590-17-0,17191
3454,Chemist EU,Bromobenzene,108-86-1,60558
3455,KROMOZOME,Bromobenzene,108-86-1,60874
3456,S. Goldmann GmbH & Co. KG,Bromobenzene,108-86-1,61702
3457,Cenik Chemicals,Bromoethyl Methyl Ether,6482-24-2,26063
3458,Cenik Chemicals,Bromoform,75-25-2,26063
3459,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bromomethyl methyl ether,13057-17-5,17191
3460,Cenik Chemicals,(Bromomethylphenyl-4')-2 benzonitrile,114772-54-2,26063
3461,Cenik Chemicals,(bromomethyl)triphenylphosphonium bromide,1034-49-7,26063
3462,Cenik Chemicals,Bromopyruvic Acid,1113-59-3,26063
3463,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Bromopyruvic Acid,1113-59-3,17191
3464,Cenik Chemicals,Bromotrimethylsilane,2857-97-8,26063
3465,Blended Products Ltd,Bronopol,52-51-7,53308
3466,RBH LTD,Bumetrizole,3896-11-5,7479
3467,Cenik Chemicals,Bupivacaine Hydrochloride,14252-80-3,26063
3468,Count Energy Distribution Ltd,"Buta-1,3-diene",106-99-0,102
3469,BRC PLUS DIS TICARET VE DANISMANLIK HIZMETLERI LIMITED SIRKETI,Butadiene Styrene Copolymer (SBR),9003-55-8,38076
3470,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Butadiene Styrene Copolymer (SBR),9003-55-8,17493
3471,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Butadiene Styrene Copolymer (SBR),9003-55-8,19413
3472,NOVİNİ KİMYA LİMİTED ŞİRKETİ,Butadiene Styrene Copolymer (SBR),9003-55-8,62443
3473,Cenik Chemicals,"Butanedioic Acid, 1-[2-[(1-Oxo-2-propen-1-yl)oxy]ethyl] Ester",50940-49-3,26063
3474,Cenik Chemicals,Butanedione,431-03-8,26063
3475,Cenik Chemicals,"Butanoic Acid, 4,4-Difluoro-3-Oxo-, Ethyl Ester",352-24-9,26063
3476,Cenik Chemicals,Butene,106-98-9,26063
3477,Cenik Chemicals,Butenone,78-94-4,26063
3478,Cenik Chemicals,Butorphanol Tartrate,58786-99-5,26063
3479,"Zhejiang ZETian Fine Chemicals Co.,Ltd","Butyl 4,4,4-Trichloro-2-Methyl But-2-Enoate",97993-74-3,17191
3480,Adakem Chemicals Ltd,Butyl Acrylate,141-32-2,38275
3481,Count Energy Distribution Ltd,Butyl Acrylate,141-32-2,102
3482,NOVİNİ KİMYA LİMİTED ŞİRKETİ,Butyl Acrylate,141-32-2,62443
3483,Cenik Chemicals,Butylamine,109-73-9,26063
3484,Chemist EU,Butylamine,109-73-9,60558
3485,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Butylaminoethyl Methacrylate,3775-90-4,17191
3486,Cenik Chemicals,Butylated Hydroxytoluene (BHT),128-37-0,26063
3487,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Butylated Hydroxytoluene (BHT),128-37-0,17191
3488,Cenik Chemicals,Butyl(chloro)stannanediol,13355-96-9,26063
3489,Adakem Chemicals Ltd,Butyl Diglycol Acetate,124-17-4,38275
3490,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Butyl Diglycol Acetate,124-17-4,19413
3491,Cenik Chemicals,butyldimethylamine,927-62-8,26063
3492,Cenik Chemicals,Butyl Isothiocyanate,592-82-5,26063
3493,Cenik Chemicals,Butyllithium,109-72-8,26063
3494,Cenik Chemicals,Butyl Paraben,94-26-8,26063
3495,Cenik Chemicals,Butyltin Trichloride,1118-46-3,26063
3496,Bilgram Chemie GmbH,Butynediol,110-65-6,61442
3497,Cenik Chemicals,Butynediol,110-65-6,26063
3498,Solvay France SA,Butynediol,110-65-6,60829
3499,Cenik Chemicals,Butyric Acid,107-92-6,26063
3500,Cenik Chemicals,Butyric Anhydride,106-31-0,26063
3501,"Zhejiang ZETian Fine Chemicals Co.,Ltd",C3-Phosphoniumbromide,30018-16-7,17191
3502,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Cabozantinib,849217-68-1,17191
3503,ARLES,Cacay Oil,1453469-52-7,52824
3504,INFINIUM PHARMACHEM LIMITED,Cadmium Iodide,7790-80-9,734
3505,Cenik Chemicals,Caesium Chloride,7647-17-8,26063
3506,Cenik Chemicals,Caffeine,58-08-2,26063
3507,Foodcom S.A.,Caffeine,58-08-2,61860
3508,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Calcinated Kaolin,92704-41-1,17493
3509,Mars Kimya,Calcinated Kaolin,92704-41-1,62127
3510,NOVİNİ KİMYA LİMİTED ŞİRKETİ,Calcinated Kaolin,92704-41-1,62443
3511,RBH LTD,Calcinated Kaolin,92704-41-1,7479
3512,Cenik Chemicals,Calcium,7440-70-2,26063
3513,Perchemicals Kimya Dis Ticaret Ltd Sti,Calcium,7440-70-2,60022
3514,Cenik Chemicals,Calcium bis(2-aminoethyl hydrogen phosphate),18672-70-3,26063
3515,S. Goldmann GmbH & Co. KG,Calcium Borate,12040-58-3,61702
3516,Cenik Chemicals,Calcium Carbonate,471-34-1,26063
3517,Chemist EU,Calcium Carbonate,471-34-1,60558
3518,HRS KİMYA,Calcium Carbonate,471-34-1,62013
3519,Mars Kimya,Calcium Carbonate,471-34-1,62127
3520,Cenik Chemicals,Calcium Chloride Dihydrate,10035-04-8,26063
3521,Vohler Chemicals,Calcium Chloride Dihydrate,10035-04-8,61634
3522,BES Kimya Sanayi Ve Tic Ltd Sti,Calcium Dichloride,10043-52-4,30195
3523,Bilgram Chemie GmbH,Calcium Dichloride,10043-52-4,61442
3524,Bortech,Calcium Dichloride,10043-52-4,60381
3525,Cenik Chemicals,Calcium Dichloride,10043-52-4,26063
3526,Chemist EU,Calcium Dichloride,10043-52-4,60558
3527,Foodcom S.A.,Calcium Dichloride,10043-52-4,61860
3528,Grüssing GmbH,Calcium Dichloride,10043-52-4,61427
3529,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Calcium Dichloride,10043-52-4,19413
3530,Vohler Chemicals,Calcium Dichloride,10043-52-4,61634
3531,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",Calcium Dichloride,10043-52-4,22588
3532,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Calcium Diformate,544-17-2,17493
3533,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",Calcium Diformate,544-17-2,22588
3534,Bilgram Chemie GmbH,Calcium Dihydroxide,1305-62-0,61442
3535,UNICALCE SPA,Calcium Dihydroxide,1305-62-0,61260
3536,TERCO CHEMICALS,Calcium Dodecylbenzenesulphonate,26264-06-2,60641
3537,Cenik Chemicals,Calcium D-pantothenate,137-08-6,26063
3538,Cenik Chemicals,Calcium Glycerophosphate,27214-00-2,26063
3539,Foodcom S.A.,Calcium Hydrogenorthophosphate,7757-93-9,61860
3540,Bilgram Chemie GmbH,Calcium Hypochlorite,7778-54-3,61442
3541,Bortech,Calcium Hypochlorite,7778-54-3,60381
3542,INFINIUM PHARMACHEM LIMITED,Calcium Iodate,7789-80-2,734
3543,INFINIUM PHARMACHEM LIMITED,Calcium Iodate Monohydrate,10031-32-0,734
3544,INFINIUM PHARMACHEM LIMITED,Calcium Iodide Hydrate,71626-98-7,734
3545,Cenik Chemicals,Calcium Levomefolate,151533-22-1,26063
3546,Yelken Kimya Ith. Ihr. San. ve Tic. Ltd. Sti.,Calcium Lignosulfonate,8061-52-7,21534
3547,Cenik Chemicals,calcium mercaptoacetate,29820-13-1,26063
3548,BG AGROCHEM COMPANY LIMITED,Calcium Nitrate Anhydrous,10124-37-5,60683
3549,UNICALCE SPA,Calcium Oxide,1305-78-8,61260
3550,BG AGROCHEM COMPANY LIMITED,Calcium Phosphate Monobasic,10031-30-8,60683
3551,Cenik Chemicals,Calcium Stearate,1592-23-0,26063
3552,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",Calcium Stearate,1592-23-0,22588
3553,S. Goldmann GmbH & Co. KG,Calciumzirconate,11129-15-0,61702
3554,Cenik Chemicals,(+)-Camphor,464-49-3,26063
3555,Cenik Chemicals,Capric Acid,334-48-5,26063
3556,Cenik Chemicals,Caprolactam,105-60-2,26063
3557,SIMP - Importazione Materie Prime S.p.A.,Caprolactam,105-60-2,14467
3558,Cenik Chemicals,Caprolactone,502-44-3,26063
3559,Cenik Chemicals,Caprylic Acid,124-07-2,26063
3560,Cenik Chemicals,Capsaicin,404-86-4,26063
3561,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Capsaicin,404-86-4,17191
3562,Cenik Chemicals,Carbamat-NH4,1111-78-0,26063
3563,Cenik Chemicals,"Carbamic acid,N((1S)-1-(2R)-2-oxiranyl-2-phenylethyl)-1,1-dimethylethyl ester",98760-08-8,26063
3564,"Zhejiang ZETian Fine Chemicals Co.,Ltd","Carbamic acid,N((1S)-1-(2R)-2-oxiranyl-2-phenylethyl)-1,1-dimethylethyl ester",98760-08-8,17191
3565,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Carbaspirin Calcium,5749-67-7,17191
3566,Nortem Chem SA,Carbomer 940,76050-42-5,60148
3567,BG AGROCHEM COMPANY LIMITED,Carbon,7440-44-0,60683
3568,Chemist EU,Carbon,7440-44-0,60558
3569,LSR Materials GmbH & Co KG,Carbon,7440-44-0,42697
3570,Revival  SIA,Carbon,7440-44-0,58859
3571,ARMAĞAN KİMYA SANAYİ VE TİCARET ANONİM ŞİRKETİ,Carbon Black,1333-86-4,59706
3572,Cenik Chemicals,Carbon Black,1333-86-4,26063
3573,Dominik Georg Luh Technografit GmbH,Carbon Black,1333-86-4,2903
3574,IRISEM,Carbon Black,1333-86-4,25918
3575,Kemipex FZE,Carbon Black,1333-86-4,17407
3576,NOVİNİ KİMYA LİMİTED ŞİRKETİ,Carbon Black,1333-86-4,62443
3577,SIAD S.p.A.,Carbon Monoxide,630-08-0,11646
3578,Cenik Chemicals,Carbonyldiimidazole,530-62-1,26063
3579,Cenik Chemicals,Carbosulfan,55285-14-8,26063
3580,Vohler Chemicals,Carboxymethyl Cellulose,9000-11-7,61634
3581,Cenik Chemicals,Carboxymethyl Cellulose Sodium Salt,9004-32-4,26063
3582,Cellco Chemicals S.A.,(carboxymethyl)trimethylammonium hydroxide,590-47-6,33449
3583,Cenik Chemicals,Carboydrazide,497-18-7,26063
3584,S. Goldmann GmbH & Co. KG,Carboydrazide,497-18-7,61702
3585,Equilex Chemicals B.V.,Cardanol,37330-39-5,1678
3586,Cenik Chemicals,Carisoprodol,78-44-4,26063
3587,Cenik Chemicals,Carmine,1390-65-4,26063
3588,Cenik Chemicals,Carnitine Chloride,461-05-2,26063
3589,Foodcom S.A.,Carvacrol,499-75-2,61860
3590,Bilgram Chemie GmbH,"Castor Oil, ethoxylated",61791-12-6,61442
3591,Bortech,"Castor Oil, ethoxylated",61791-12-6,60381
3592,Carolus Chemical GmbH,"Castor Oil, ethoxylated",61791-12-6,22769
3593,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,"Castor Oil, ethoxylated",61791-12-6,19413
3594,Bortech,"Castor Oil, hydrogenated, ethoxylated",61788-85-0,60381
3595,Cenik Chemicals,Castor Oil (refined),8001-79-4,26063
3596,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Castor Oil (refined),8001-79-4,19413
3597,Cenik Chemicals,Cefalotin Sodium,58-71-9,26063
3598,Cenik Chemicals,Cellulose,9004-34-6,26063
3599,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,"Cellulose, 2-Hydroxyethyl Ether",9004-62-0,17493
3600,Vohler Chemicals,"Cellulose, 2-Hydroxyethyl Ether",9004-62-0,61634
3601,Cenik Chemicals,"Cellulose, Ether with α-[2-Hydroxy-3-(trimethylammonio)propyl]-ω-hydroxypoly(oxy-1,2-ethanediyl), Chloride",68610-92-4,26063
3602,Cenik Chemicals,Cesium Carbonate,534-17-8,26063
3603,S. Goldmann GmbH & Co. KG,Cesium Carbonate,534-17-8,61702
3604,S. Goldmann GmbH & Co. KG,Cesium Fluoride,13400-13-0,61702
3605,Cenik Chemicals,Cesium Iodide,7789-17-5,26063
3606,INFINIUM PHARMACHEM LIMITED,Cesium Iodide,7789-17-5,734
3607,Cenik Chemicals,Ceto sterayl alcohol,8005-44-5,26063
3608,Cenik Chemicals,Cetrimonium Bromide,57-09-0,26063
3609,Cenik Chemicals,Cetrimonium Chloride,112-02-7,26063
3610,Cenik Chemicals,Cetylpyridinium Chloride,123-03-5,26063
3611,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Cetylpyridinium Chloride,123-03-5,17191
3612,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Cgs 12066B Dimaleate,109028-10-6,17191
3613,Cenik Chemicals,Chitosan,9012-76-4,26063
3614,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chloracetessigester,609-15-4,17191
3615,Cenik Chemicals,Chloracetonitril,107-14-2,26063
3616,Cenik Chemicals,Chloracetylchlorid,79-04-9,26063
3617,Cenik Chemicals,Chloral,75-87-6,26063
3618,Cenik Chemicals,Chloramin B,127-52-6,26063
3619,Cenik Chemicals,Chloramphenicol,56-75-7,26063
3620,Cenik Chemicals,Chloranesulfonic Acid,7790-94-5,26063
3621,Cenik Chemicals,Chlordiphenylphosphin,1079-66-9,26063
3622,Cenik Chemicals,Chlorhexidin Digluconat,18472-51-0,26063
3623,Cenik Chemicals,Chlormequat Chloride,999-81-5,26063
3624,Cenik Chemicals,Chlorobenzene,108-90-7,26063
3625,S. Goldmann GmbH & Co. KG,Chlorocopper,7758-89-6,61702
3626,Cenik Chemicals,Chlorocresol,59-50-7,26063
3627,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chlorocyclohexane,542-18-7,17191
3628,Cenik Chemicals,Chlorodimethyloctadecylsilane,18643-08-8,26063
3629,Cenik Chemicals,Chloroethane,75-00-3,26063
3630,Chemist EU,Chloroform,67-66-3,60558
3631,Cenik Chemicals,Chloroformic Acid 9-Fluorenylmethyl Ester,28920-43-6,26063
3632,INFINIUM PHARMACHEM LIMITED,Chloroiodomethane,593-71-5,734
3633,S. Goldmann GmbH & Co. KG,Chloroiodomethane,593-71-5,61702
3634,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chloroiodomethane,593-71-5,17191
3635,Cenik Chemicals,Chloro(isopropyl)magnesium,1068-55-9,26063
3636,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chloromethoxyethane,3188-13-4,17191
3637,Cenik Chemicals,(chloromethyl)cyclopropane,5911-08-0,26063
3638,"Zhejiang ZETian Fine Chemicals Co.,Ltd",(chloromethyl)cyclopropane,5911-08-0,17191
3639,Cenik Chemicals,(Chloromethyl)ethylbenzene,26968-58-1,26063
3640,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chloromethyl isopropyl carbonate,35180-01-9,17191
3641,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Chloromethylisothiazolinone,26172-55-4,17493
3642,Cenik Chemicals,(chloromethyl)pentafluorobenzene,653-35-0,26063
3643,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chloromethylphosphonic Acid,2565-58-4,17191
3644,"Zhejiang ZETian Fine Chemicals Co.,Ltd",(chloromethyl)pyrazine,39204-47-2,17191
3645,Cenik Chemicals,(chloromethyl)triphenylphosphonium chloride,5293-84-5,26063
3646,Cenik Chemicals,Chlorotrihexylsilane,3634-67-1,26063
3647,Cenik Chemicals,Chlorotriphenylmethane,76-83-5,26063
3648,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chlorotriphenylmethane,76-83-5,17191
3649,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chlorphenesin,104-29-0,17191
3650,Cenik Chemicals,Chlorsulfonylisocyanat,1189-71-5,26063
3651,Cenik Chemicals,Cholesterol,57-88-5,26063
3652,Cenik Chemicals,Choline Glycerophosphate,28319-77-9,26063
3653,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Chroman-4-One Oxime,24541-01-3,17191
3654,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Chromic Acid,7738-94-5,19413
3655,Perchemicals Kimya Dis Ticaret Ltd Sti,Chromic Acid,7738-94-5,60022
3656,Cenik Chemicals,Chromium(III) Oxide,1308-38-9,26063
3657,Cofermin Chemicals,Chromium(III) Oxide,1308-38-9,167
3658,Dominik Georg Luh Technografit GmbH,Chromium(III) Oxide,1308-38-9,2903
3659,SIOF SPA,Chromium(III) Oxide,1308-38-9,29290
3660,Cenik Chemicals,CI 42755,28631-66-5,26063
3661,Cenik Chemicals,C.I. Acid Violet 54,11097-74-8,26063
3662,Cenik Chemicals,Cinnamaldehyde,104-55-2,26063
3663,Foodcom S.A.,Cinnamaldehyde,104-55-2,61860
3664,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Cinnamic Acid,140-10-3,17191
3665,Cenik Chemicals,(+)-cis-2-Benzamidocyclohexanecarboxylic Acid,26685-82-5,26063
3666,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Cis-Hexahydroisoindole Hydrochloride,6949-87-7,17191
3667,Bilgram Chemie GmbH,Citric Acid,77-92-9,61442
3668,Cenik Chemicals,Citric Acid,77-92-9,26063
3669,Chemist EU,Citric Acid,77-92-9,60558
3670,Foodcom S.A.,Citric Acid,77-92-9,61860
3671,Nortem Chem SA,Citric Acid,77-92-9,60148
3672,Perchemicals Kimya Dis Ticaret Ltd Sti,Citric Acid,77-92-9,60022
3673,Scandichem DK ApS,Citric Acid,77-92-9,63546
3674,S. Goldmann GmbH & Co. KG,Citric Acid,77-92-9,61702
3675,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",Citric Acid,77-92-9,22588
3676,BES Kimya Sanayi Ve Tic Ltd Sti,Citric Acid Monohydrate,5949-29-1,30195
3677,Bilgram Chemie GmbH,Citric Acid Monohydrate,5949-29-1,61442
3678,BRC PLUS DIS TICARET VE DANISMANLIK HIZMETLERI LIMITED SIRKETI,Citric Acid Monohydrate,5949-29-1,38076
3679,Cenik Chemicals,Citric Acid Monohydrate,5949-29-1,26063
3680,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Citric Acid Monohydrate,5949-29-1,19413
3681,Scandichem DK ApS,Citric Acid Monohydrate,5949-29-1,63546
3682,Vohler Chemicals,Citric Acid Monohydrate,5949-29-1,61634
3683,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",Citric Acid Monohydrate,5949-29-1,22588
3684,Cenik Chemicals,Citronellol,106-22-9,26063
3685,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Clethodim,99129-21-2,17191
3686,Cenik Chemicals,Clobazam,22316-47-8,26063
3687,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Clopidogrel Hydrogen Sulfate,135046-48-9,17191
3688,Cenik Chemicals,Clove Leaf Oil,8000-34-8,26063
3689,HRS KİMYA,Cobalt,7440-48-4,62013
3690,S. Goldmann GmbH & Co. KG,"Cobalt (2+) dipotassium 2,2’,2’‘,2‘‘‘-(ethane-1,2-dinitrilo)tetraacetate",14025-10-6,61702
3691,S. Goldmann GmbH & Co. KG,Cobalt Acetate,71-48-7,61702
3692,S. Goldmann GmbH & Co. KG,"Cobaltate(2-), [(ethylenedinitrilo)tetraacetato]-, dihydrogen",24704-41-4,61702
3693,S. Goldmann GmbH & Co. KG,Cobalt Carbonate,513-79-1,61702
3694,S. Goldmann GmbH & Co. KG,Cobalt Diammonium EDTA,94233-08-6,61702
3695,S. Goldmann GmbH & Co. KG,Cobalt Disodium Ethylenediaminetetraacetate,15137-09-4,61702
3696,Cenik Chemicals,Cobalt(II) Phthalocyanine,3317-67-7,26063
3697,INFINIUM PHARMACHEM LIMITED,Cobalt Iodide Hexahydrate,10026-19-4,734
3698,Cofermin Chemicals,Cobalt Nitrate,10026-22-9,167
3699,Günkem Gündüz Kimyevi Maddeler İthalat Sanayi ve Ticaret A.Ş.,Cobalt Octoate,136-52-7,17493
3700,Kneho-Lacke GmbH,Cobalt Octoate,136-52-7,61700
3701,Nickelhütte Aue GmbH,Cobalt Sulphate,10026-24-1,39554
3702,Cenik Chemicals,Cocamidopropylamine Oxide,68155-09-9,26063
3703,Bilgram Chemie GmbH,Cocamidopropyl betaine,61789-40-0,61442
3704,Cenik Chemicals,Cocamidopropyl betaine,61789-40-0,26063
3705,Cenik Chemicals,CoCoat T,13397-24-5,26063
