#,company_name,substance_name,cas_number,company_id
884,Cenik Chemicals,2-(2-Propyn-1-Yloxy)Ethanol,3973-18-0,26063
885,"Zhejiang ZETian Fine Chemicals Co.,Ltd","(22S)-22-carboxy-1-[(2,5-dioxo-1-pyrrolidinyl)oxy]-1,10,19,24-tetraoxo-3,6,12,15-tetraoxa-9,18,23-triazahentetracontan-41-oic acid",1169630-40-3,17191
886,Cenik Chemicals,2-(2-Thienyl)Pyridine,3319-99-1,26063
887,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(2-Thienyl)Pyridine,3319-99-1,17191
888,Cenik Chemicals,"2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,3-Heptafluoropropoxy)Propanoyl Fluoride",2062-98-8,26063
889,Cenik Chemicals,"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-Hexafluoro-2-(1,1,2,2,3,3,3-Heptafluoropropoxy)Propoxy]Propanoyl Fluoride",2641-34-1,26063
890,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3,3-Trimethyl-6,7-Benzopyrene",113995-55-4,17191
891,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3,4,5-Tetrafluorobenzoic Acid",1201-31-6,17191
892,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3,4,6-Tetrakis-O-(2,2-dimethylpropanoyl)-α-D-glucopyranosyl Bromide",81058-27-7,17191
893,Cenik Chemicals,"2-(3-(4-Amino-9,10-dihydro-3-sulpho-9,10-dioxoanthracen-4-yl)aminobenzenesulphonyl)vinyl) Disodium Sulphate",2580-78-1,26063
894,Cenik Chemicals,"(+)-2-(3,4-Dihydroxybenzyl)-2-Hydrazinopropionsäure Monohydrat",38821-49-7,26063
895,Cenik Chemicals,"2-(3,4-Epoxycyclohexyl)ethyltriethoxy Silane",10217-34-2,26063
896,Cenik Chemicals,"2-(3,4-Epoxycyclohexyl)ethyltrimethoxysilane",3388-04-3,26063
897,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3,4-Trifluorobenzoic acid",61079-72-9,17191
898,Cenik Chemicals,"(2,3,5,16,17)-2-(morpholin-4-yl)-16-(pyrrolidin-1-yl)androstane-3,17-diol",119302-20-4,26063
899,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3,5-Collidine (2,3,5-Trimethylpyridine)",695-98-7,17191
900,Cenik Chemicals,"2,3,5-trimethyl-4-nitropyridine 1-oxide",86604-79-7,26063
901,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3,5-Trimethylanisole",20469-61-8,17191
902,Cenik Chemicals,"2,3,5-Triphenyltetrazolium Chloride",298-96-4,26063
903,Cenik Chemicals,"2,3,6-Trimethylphenol",2416-94-6,26063
904,Cenik Chemicals,"2,3'-Bipyridine",581-50-0,26063
905,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3'-Bipyridine",581-50-0,17191
906,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2 - (3-Bromobenzene) Pyridine,4373-60-8,17191
907,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-(3-Bromophenyl)-4,6-Diphenyl-1,3,5-Triazine",864377-31-1,17191
908,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-(3-chloropropyl)-2,5,5-trimethyl-1,3-dioxane",88128-57-8,17191
909,Cenik Chemicals,2[3-Cyano-4-(2-Methyl Propoxy)Phenyl]4-Methyl-5-Thiazole Carboxylic Acid Ethyl Ester (Cpt),160844-75-7,26063
910,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2[3-Cyano-4-(2-Methyl Propoxy)Phenyl]4-Methyl-5-Thiazole Carboxylic Acid Ethyl Ester (Cpt),160844-75-7,17191
911,Cenik Chemicals,"2,3-Diaminobenzoic Acid",603-81-6,26063
912,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Diaminobenzoic Acid",603-81-6,17191
913,Cenik Chemicals,"2,3-Diaminonaphthalene",771-97-1,26063
914,Cenik Chemicals,"2,3-Dichloro-1-propene",78-88-6,26063
915,Cenik Chemicals,"2,3-Di Chloro-4-Hydroxy Aniline (Dcha)",39183-17-0,26063
916,Cenik Chemicals,"2,3-Dichloro-5-trifluoromethylpyridine",69045-84-7,26063
917,Cenik Chemicals,"2,3-Dichlorobenzoic Acid",50-45-3,26063
918,Cenik Chemicals,"2,3-Difluoro-5-(trifluoromethyl)pyridine",89402-42-6,26063
919,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Difluoro-5-(trifluoromethyl)pyridine",89402-42-6,17191
920,Cenik Chemicals,"(2,3-difluorophenyl)methanamine",72235-51-9,26063
921,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Dihydro-1,4-benzodioxin-6-carbaldehyde",29668-44-8,17191
922,Cenik Chemicals,"(2,3-dihydro-1-benzofuran-5-yl)methanol",103262-35-7,26063
923,Cenik Chemicals,"2,3-Dihydro-4-methyl-1-phenyl-1H-phosphole 1-oxide",707-61-9,26063
924,Cenik Chemicals,"(+-)-2,3-Dihydro-9-methyl-3-((2-methylimidazol-1-yl)methyl)carbazol- 4(1H)-one monohydrochloride dihydrate",103639-04-9,26063
925,Cenik Chemicals,"2,3-Dihydrofuran",1191-99-7,26063
926,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Dihydroxypyridine",16867-04-2,17191
927,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Dimethoxybenzaldehyde",86-51-1,17191
928,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Dimethyl-2,3-Dinitrobutane",3964-18-9,17191
929,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Dimethyl-2H-Indazol-6-Amine",444731-72-0,17191
930,"Zhejiang ZETian Fine Chemicals Co.,Ltd","(2,3-Dimethylphenyl)-(3-Tritylimidazol-4-Yl)Methanone",176721-02-1,17191
931,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,3-Lutidine",583-61-9,17191
932,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-[3-Methyl-4-(2,2,2-Trifluoroethoxy)-2-Pyridinyl]Methylthio-1H-Benzimidazole",103577-40-8,17191
933,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(3-(Prop-1-en-2-yl)phenyl)prop-2-yl isocyanate,2094-99-7,17191
934,Cenik Chemicals,"2-[4-(1,1-Dimethylethyl)Phenoxy]Cyclohexanol",1942-71-8,26063
935,Cenik Chemicals,"2-[4-(2,4,4-Trimethylpentan-2-yl)phenoxy]ethanol",9002-93-1,26063
936,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-[[4-(2-Pyridinyl)Phenyl]Methylene]- Hydrazinecarboxylic Acid-1,1-Dimethylethyl Ester",198904-84-6,17191
937,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4,4,6-Tetrabromo-2,5-Cyclohexadienone",20244-61-5,17191
938,Cenik Chemicals,2-[4-(4-Chlorobenzoyl)phenoxy]-2-methylpropionic Acid,42017-89-0,26063
939,Cenik Chemicals,(2-{4-[(4-CHLOROPHENYL)(PHENYL)METHYL]PIPERAZIN-1-YL}ETHOXY)ACETIC ACID HYDROCHLORIDE (1:2),83881-52-1,26063
940,Cenik Chemicals,"2,4,5,6-Tetraaminopyrimidine Sulfate (1:1)",5392-28-9,26063
941,Cenik Chemicals,"2,4,5,8-Tetramethylquinoline",39581-63-0,26063
942,Cenik Chemicals,"2,4,5-Trichloropyrimidine",5750-76-5,26063
943,Cenik Chemicals,"2,4,5-Trifluorophenylacetic Acid",209995-38-0,26063
944,Cenik Chemicals,"2,4,5-Trimethylbenzoic Acid",528-90-5,26063
945,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4,6,8-Tetrahydroxy-Pyrimido-(5,4D)Pyrimidine",6713-54-8,17191
946,widmann solutions GmbH,"2-(4,6-Diphenyl-1,3,5-triazin-2-yl)-5-((hexyl)oxy)-phenol",147315-50-2,11682
947,Cenik Chemicals,"2,4,6-Tri(2-pyridyl)-1,3,5-triazine (TPTZ)",3682-35-7,26063
948,Cenik Chemicals,"2,4,6-Triaminopyrimidine",1004-38-2,26063
949,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4,6-Trichloropyridine",16063-69-7,17191
950,Cenik Chemicals,"2,4,6-Trichloropyrimidine",3764-01-0,26063
951,Cenik Chemicals,"2,4,6-Trichloroquinazoline",20028-68-6,26063
952,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4,6-Trihydroxybenzoic Acid",83-30-7,17191
953,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4,6-Trihydroxybenzoic Acid Monohydrate",71989-93-0,17191
954,INFINIUM PHARMACHEM LIMITED,"2,4,6-Triiodophenol",609-23-4,734
955,Cenik Chemicals,"2,4,6-Triisopropylbenzenesulfonyl Hydrazide",39085-59-1,26063
956,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4,6-Trimethoxybenzaldehyde",830-79-5,17191
957,Cenik Chemicals,"(2,4,6-trimethylphenyl)acetic acid",4408-60-0,26063
958,Cenik Chemicals,"2,4,6-tri-n-Propyl-2,4,6-trioxo-1,3,5,2,4,6-trioxatriphosphorinane",68957-94-8,26063
959,Carolus Chemical GmbH,"2,4,6-Tris(1-phenylethyl) polyoxyethylenated phosphates",90093-37-1,22769
960,Cenik Chemicals,"2,4,6-Tris(Bromomethyl)Mesitylene",21988-87-4,26063
961,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4,6-Tris(Bromomethyl)Mesitylene",21988-87-4,17191
962,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2 4 6-Tri-Tert-Butyl Pyrimidine 97,67490-21-5,17191
963,Cenik Chemicals,"2,4,7,9-Tetramethyldec-5-yne-4,7-diol",126-86-3,26063
964,Evonik,"2,4,7,9-Tetramethyldec-5-yne-4,7-diol",126-86-3,6037
965,Cenik Chemicals,2-(4-Aminopentyl(Ethyl)Amino)Ethanol,69559-11-1,26063
966,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Aminopentyl(Ethyl)Amino)Ethanol,69559-11-1,17191
967,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4'-Bipyridine",581-47-5,17191
968,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Bromophenyl)-1-Phenylbenzimidazole,2620-76-0,17191
969,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Bromophenyl)Pyriding,63996-36-1,17191
970,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Chlorophenyl)Pyridine,5969-83-5,17191
971,Cenik Chemicals,"2,4-Diaminobenzenesulfonic Acid",88-63-1,26063
972,Cenik Chemicals,"(2,4-diaminopteridin-6-yl)methanol monohydrochloride",73978-41-3,26063
973,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4'-Dibromoacetophenone",99-73-0,17191
974,Cenik Chemicals,"(2,4-dibromophenoxy)acetic acid",10129-78-9,26063
975,Cenik Chemicals,"2,4-Dichloro-3,5-Dinitrobenzotrifluoride",29091-09-6,26063
976,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-Dichloro-5-Methylsulfanylpyrimidine",7401-98-1,17191
977,Cenik Chemicals,"2,4-Dichloro-6-Methylpyrimidine",5424-21-5,26063
978,Cenik Chemicals,"2',4'-Dichloroacetophenone",2234-16-4,26063
979,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-Dichloroaniline",554-00-7,17191
980,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-dichlorobenzaldehyde",874-42-0,17191
981,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-Dichlorobenzonitrile",6574-98-7,17191
982,Cenik Chemicals,"(2,4-dichlorophenyl)acetonitrile",6306-60-1,26063
983,Cenik Chemicals,"(2,4-dichlorophenyl)boronic acid",68716-47-2,26063
984,Cenik Chemicals,"(2,4-dichlorophenyl)hydrazine monohydrochloride",5446-18-4,26063
985,Cenik Chemicals,"2,4-Dichlorophenyl Isothiocyanate",6590-96-1,26063
986,Cenik Chemicals,"(2,4-dichloropyridin-3-yl)methanol",945543-24-8,26063
987,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-Dichloropyridine",26452-80-2,17191
988,Cenik Chemicals,"2,4-Dichloropyrimidine",3934-20-1,26063
989,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-Dichloropyrimidine",3934-20-1,17191
990,Cenik Chemicals,"2,4-Dichloroquinazoline",607-68-1,26063
991,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-Dichloroquinazoline",607-68-1,17191
992,Cenik Chemicals,"2,4-Diethoxy-5-Methylpyrimidine",7193-87-5,26063
993,Anstar Ltd,"2,4-Diethyl-9H-thioxanthen-9-one",82799-44-8,17081
994,INFINIUM PHARMACHEM LIMITED,"2,4-Difluoro-5-iodobenzoic Acid",161531-51-7,734
995,Cenik Chemicals,"2,4-Difluorobenzyl Chloride",452-07-3,26063
996,Cenik Chemicals,"2,4-Difluoroiodobenzene",2265-93-2,26063
997,INFINIUM PHARMACHEM LIMITED,"2,4-Difluoroiodobenzene",2265-93-2,734
998,Cenik Chemicals,"(2,4-difluorophenyl)boronic acid",144025-03-6,26063
999,Cenik Chemicals,"(2,4-difluorophenyl)hydrazine hydrochloride",51523-79-6,26063
1000,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4, Difluro-1H-1,2,4, Triazol-1-Yl-Acetophenone (DFTA)",86404-63-9,17191
1001,Cenik Chemicals,"2,4-Dihydroxybenzoic Acid",89-86-1,26063
1002,Cenik Chemicals,"2,4-Dimethylpyrrole",625-82-1,26063
1003,Cenik Chemicals,"2,4-Dinitrophenol",51-28-5,26063
1004,Cenik Chemicals,"2,4-Dinitrophenylacetic Acid",643-43-6,26063
1005,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,4-Dinitrophenylacetic Acid",643-43-6,17191
1006,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Fluorophenyl)-5-[(5-Iodo-2-Methylphenyl)Methyl]Thiophene,898566-17-1,17191
1007,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-[(4-Fluorophenyl)Amino]-Benzonitrile,18201-87-1,17191
1008,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Fluorophenyl)Pyridine,58861-53-3,17191
1009,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Hydroxy-6-Methylnicotinamido)-2-(4-Hydroxyphenyl)Acetic Acid,70785-61-4,17191
1010,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Hydroxypenyl)Pyridine,51035-40-6,17191
1011,"Zhejiang ZETian Fine Chemicals Co.,Ltd",[2-(4-Hydroxy-Phenyl)-Ethyl]-Carbamic Acid Ter-Butyl Ester,94838-59-2,17191
1012,Cenik Chemicals,2-(4-Methoxyphenyl)Ethanol,702-23-8,26063
1013,Cenik Chemicals,2-(4-Methoxyphenyl)Ethylamine,55-81-2,26063
1014,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Methylphenyl)Pyridine,4467-06-5,17191
1015,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(4-Nitrophenyl)Pyridine,4282-47-7,17191
1016,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2',4''-O-Bis(Benzoyl)Erythromycin A 9-O-Benzoyloxime",714960-38-0,17191
1017,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-(4-(tert-Butyl)naphthalen-2-yl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",928226-83-9,17191
1018,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5,6-triaminopyrimidin-4(1H)-one sulfate (1:1)",35011-47-3,17191
1019,Cenik Chemicals,"2,5,8,11-tetrametyl-6-dodecín-5,8-diol",68227-33-8,26063
1020,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(5-Bromo-2-methylbenzyl)-5-(4-fluorophenyl)thiophene,1030825-20-7,17191
1021,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(5-Bromopyridin-2-Yl)Acetic Acid,192642-85-6,17191
1022,Cenik Chemicals,"2,5-Diamino-4,6-Dichloropyrimidine",55583-59-0,26063
1023,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Diamino-4,6-Dichloropyrimidine",55583-59-0,17191
1024,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dibromo-4-Methylpyridine",3430-26-0,17191
1025,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dibromopyridine",624-28-2,17191
1026,Cenik Chemicals,"2,5-Dichloroaniline",95-82-9,26063
1027,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dichloroaniline",95-82-9,17191
1028,Cenik Chemicals,"2,5-Dichlorobenzenesulfonyl Chloride",5402-73-3,26063
1029,Cenik Chemicals,"2,5-Dichlorobenzonitrile",21663-61-6,26063
1030,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dichlorobenzonitrile",21663-61-6,17191
1031,Cenik Chemicals,"(2,5-dichlorophenyl)hydrazine monohydrochloride",50709-35-8,26063
1032,Cenik Chemicals,"(2,5-difluorophenyl)acetonitrile",69584-87-8,26063
1033,Cenik Chemicals,"(2,5-Difluorophenyl)thiourea",207981-44-0,26063
1034,Cenik Chemicals,"2,5-Difluoropyridine",84476-99-3,26063
1035,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Difluoropyridine",84476-99-3,17191
1036,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2',5'-Dihydroxyacetophenone",490-78-8,17191
1037,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dihydroxybenzaldehyde",1194-98-5,17191
1038,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dihydroxybenzoic Acid",490-79-9,17191
1039,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dihydroxybenzoic Acid Methyl Ester",2150-46-1,17191
1040,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dihydroxypyridine",5154-01-8,17191
1041,Cenik Chemicals,"2,5-Dimethoxybenzaldehyde",93-02-7,26063
1042,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dimethoxybenzaldehyde",93-02-7,17191
1043,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dimethoxy Pyridine",867267-24-1,17191
1044,Cenik Chemicals,"2,5-Dimethyl-3-Hexyne-2,5-Diol",142-30-3,26063
1045,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Dimethylphenylacetic Acid",13612-34-5,17191
1046,Cenik Chemicals,"2,5-Dimethylphenyl Isocyanate",40397-98-6,26063
1047,Cenik Chemicals,"(2,5-dioxopyrrolidin-1-yl) 9H-fluoren-9-ylmethyl carbonate (Fmoc-onsu)",82911-69-1,26063
1048,Cenik Chemicals,"2,5-Di-Tert-Butyl-4-Hydroxyanisole",1991-52-2,26063
1049,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(5-Methoxypyridin-2-Yl)Acetic Acid,1214332-39-4,17191
1050,Cenik Chemicals,"2,5-Pyridinedicarboxylic Acid",100-26-5,26063
1051,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Pyridinedicarboxylic Acid",100-26-5,17191
1052,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,5-Thiophenedicarboxylic Acid",4282-31-9,17191
1053,Cenik Chemicals,"2,5-Thiophenediylbis(5-tert-butyl-1,3-benzoxazole)",7128-64-5,26063
1054,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-(6-Amino-Pyridin-3-Yl)-Propan-2-Ol,843643-03-8,17191
1055,Cenik Chemicals,"2,6-Diacetylpyridine",1129-30-2,26063
1056,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dibromoanthraquinone",633-70-5,17191
1057,Cenik Chemicals,"2,6-Dibromophenol",608-33-3,26063
1058,Cenik Chemicals,"2,6-Dicarboxypyridine",499-83-2,26063
1059,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dicarboxypyridine",499-83-2,17191
1060,Cenik Chemicals,"2,6-Dichlor-3-cyano-4-methylpyridine",875-35-4,26063
1061,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dichloro-1,4-Dihydro-3,5-Pyridinedicarboxaldehyde",81305-72-8,17191
1062,Cenik Chemicals,"(2,6-dichloro-4-fluorophenyl)boronic acid",1451392-99-6,26063
1063,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dichloro-4-Iodopyridine",98027-84-0,17191
1064,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dichloro-4-Methyl-3-Aminopyridine",129432-25-3,17191
1065,Cenik Chemicals,"2,6-Dichloroaniline",608-31-1,26063
1066,Cenik Chemicals,"2,6-Dichlorobenzaldehyde oxime",25185-95-9,26063
1067,Cenik Chemicals,"(2,6-dichlorophenyl)acetonitrile",3215-64-3,26063
1068,Cenik Chemicals,"(2,6-dichlorophenyl)boronic acid",73852-17-2,26063
1069,Cenik Chemicals,"2,6-Dichlorothiophenol",24966-39-0,26063
1070,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Diethoxypyridine",13472-57-6,17191
1071,Cenik Chemicals,"2,6-Difluoroaniline",5509-65-9,26063
1072,Cenik Chemicals,"2,6-Difluorobenzamide",18063-03-1,26063
1073,Cenik Chemicals,"2,6-Difluorobenzonitrile",1897-52-5,26063
1074,Cenik Chemicals,"2,6-Difluorobenzyl Chloride",697-73-4,26063
1075,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dihydroxypyridine Hydrochloride",10357-84-3,17191
1076,Cenik Chemicals,"2,6-Diisopropylphenol",2078-54-8,26063
1077,Cenik Chemicals,"2,6-Dimethoxybenzaldehyde",3392-97-0,26063
1078,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dimethoxybenzaldehyde",3392-97-0,17191
1079,Cenik Chemicals,"(2,6-dimethoxyphenyl)boronic acid",23112-96-1,26063
1080,"Zhejiang ZETian Fine Chemicals Co.,Ltd","(2,6-dimethoxyphenyl)boronic acid",23112-96-1,17191
1081,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,6-Dimethoxypyridine",6231-18-1,17191
1082,Cenik Chemicals,"2,6-Dimethyl-4(3H)-Pyrimidinone",6622-92-0,26063
1083,Cenik Chemicals,"(2,6-Dimethyl-4-methoxyphenyl)boronic acid",361543-99-9,26063
1084,Cenik Chemicals,"(2,6-dimethylphenyl)boronic acid",100379-00-8,26063
1085,Cenik Chemicals,"2,6-Di-tert-Butylphenol",128-39-2,26063
1086,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-(6-Hydroxy-1-Benzofuran-3-Yl) Acetic Acid, 97",69716-04-7,17191
1087,Cenik Chemicals,2-(6-Methoxy-1H-indol-3-yl)acetic Acid,103986-22-7,26063
1088,Cenik Chemicals,"2,6-Pyridinedimethanol",1195-59-1,26063
1089,Cenik Chemicals,"2,6-Xylyl Isothiocyanate",19241-16-8,26063
1090,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,7-Dibromo-9,10-Dihydro-9,9-Dimethyl-Acridine",1333316-35-0,17191
1091,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,7-Dibromo-9,10-Phenanthrenequinone",84405-44-7,17191
1092,Cenik Chemicals,"2-(7Z,10Z)-7,10-Hexadecadien-1-Yloxirane",1883429-78-4,26063
1093,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,8-Dibromodibenzofuran",10016-52-1,17191
1094,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,8-Dibromodibenzothiophene",31574-87-5,17191
1095,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2,8-Dichloro-Quinoline-3-Carbaldehyde",144918-96-7,17191
1096,IRISEM,"29H,31H-Phthalocyaninato(2-)-N29,N30,N31,N32 Copper",147-14-8,25918
1097,Scandichem DK ApS,"29H,31H-Phthalocyaninato(2-)-N29,N30,N31,N32 Copper",147-14-8,63546
1098,Cenik Chemicals,(2-acetoxyethyl)trimethylammonium perchlorate,927-86-6,26063
1099,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Acetyl-2-Thiazoline,29926-41-8,17191
1100,INFINIUM PHARMACHEM LIMITED,(2-Acetyl-4-methylpentyl)trimethylammonium Iodide,1069-62-1,734
1101,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Acetylthiophene,88-15-3,17191
1102,Cenik Chemicals,2-Acrylamido-2-methylpropanesulphonic Acid,15214-89-8,26063
1103,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,2-Acrylamido-2-methylpropanesulphonic Acid,15214-89-8,19413
1104,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-Amine-9,9-Diphenylfluorene",1268519-74-9,17191
1105,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-Amino-1-(3,4-Dimethoxy-Phenyl)-Ethanol",6924-15-8,17191
1106,Cenik Chemicals,2-Amino-1-(pyridin-3-yl)ethan-1-ol,92990-44-8,26063
1107,Cenik Chemicals,"2-Amino-2-(hydroxymethyl)propane-1,3-diol Hydrochloride",1185-53-1,26063
1108,Cenik Chemicals,2-Amino-3-(4-methyl-1H-indol-3-yl)propanoic Acid,1954-45-6,26063
1109,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-Amino-3,6-Dichlorobenzoic Acid",3032-32-4,17191
1110,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-Amino-3,6-Dichloropyrazine",14399-37-2,17191
1111,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-3-Bromo-5-Fluorobenzoic Acid,259269-84-6,17191
1112,Cenik Chemicals,2-Amino-3-Bromobenzoic Acid,20776-51-6,26063
1113,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-3-Bromobenzoic Acid,20776-51-6,17191
1114,Cenik Chemicals,2-Amino-3-Chlorobenzoic Acid,6388-47-2,26063
1115,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-3-Chlorobenzoic Acid,6388-47-2,17191
1116,Cenik Chemicals,2-Amino-3-Fluorobenzoic Acid,825-22-9,26063
1117,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-3-Fluorobenzoic Acid,825-22-9,17191
1118,Cenik Chemicals,2-Amino-3-Methylbenzoic Acid,4389-45-1,26063
1119,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-3-Methylbenzoic Acid,4389-45-1,17191
1120,Cenik Chemicals,2-Amino-3-Nitrobenzoic Acid,606-18-8,26063
1121,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-3-Nitrobenzoic Acid,606-18-8,17191
1122,Cenik Chemicals,"2-Amino-4,6-Dihydroxypyrimidine",56-09-7,26063
1123,"Zhejiang ZETian Fine Chemicals Co.,Ltd","2-Amino-4,6-Dimethylpyrimidine",767-15-7,17191
1124,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-4-Bromo-5-Chlorobenzoic Acid,150812-32-1,17191
1125,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-4'-Bromoacetophenone,7644-04-4,17191
1126,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-4′-Bromobenzophenone,1140-17-6,17191
1127,Cenik Chemicals,2-Amino-4-Chloro-6-Isopropylpyrimidine,73576-33-7,26063
1128,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Amino-4-Chloro-6-Isopropylpyrimidine,73576-33-7,17191
