,Spieler,Tore,Torvorlage,Progressive Pässe,Rückpässe,seitliche Pässe,lange Pässe,kurze Pässe,Dribbeln,Grätschen,Abfangen,Zweikämpfe,Blocks,Schüsse,Ballberührungen im 16er,erlittene Fouls,Flanken,clevere Pässe,Progressive Läufe,Besschleunigungen,erhaltene Pässe,Angriffsläufe,Fouls,Kmeans_4_clusters,Kmeans_8_clusters,k_medions_4_clusters,k_medions_8_clusters,Hierarchical_clustering_4_clusters,Hierarchical_clustering_8_clusters
15,M. Sabitzer,1.19062316617968,1.76835271228939,0.723091580471153,1.00724013886022,0.551375457237657,1.07687986659698,0.67823276647014,-0.0446876778486456,-0.0802385133122688,-0.236440656839193,-0.650855162507054,-0.678364507493025,1.25848452438713,0.71738794195536,0.548115153967583,1.33005610808201,0.827182031991736,-0.213785505510281,0.269857509623819,0.915646769938055,1.72744369238323,-1.02932460160079,2,2,1,1,1,6
16,M. Thuram,1.68729144979306,2.08466962132337,-1.23961452649341,0.0790282869390661,-1.03251142731073,-1.36862830235265,-0.762910270994287,1.59759990275312,-1.04974788635114,-0.426057047449912,1.90275445348623,-0.831438968307179,1.11808452734755,1.72314793103859,1.60683203508426,0.669775889362949,0.870480858621091,1.23014592049472,1.28707853930298,-0.805477844466572,1.51667220122923,1.36882350195626,2,6,1,6,1,0
17,D. Zakaria,-0.175214613757108,0.186768167119513,0.245872080132066,-0.0792855512198629,0.425592347484495,-0.467879082816732,0.394821108171313,0.447968774053583,0.860338101934906,0.901664187182732,0.139615742579997,1.06771232644553,0.0164521960865842,-0.712018833747829,-0.615361734921334,-1.18137323746052,-0.0267573559258624,0.00796074985539965,0.348419404760429,0.0337476428547115,-0.211551976588761,-0.244223674750553,1,0,0,3,2,2
18,E. Tapsoba,-0.73396643282216,-0.762182559982416,1.67259769027411,0.619148444793874,2.56535295878837,0.938074334960543,2.41817490012513,-1.22239759540206,-1.39283297204126,1.04167028374748,-0.412920678777795,0.115337533843699,-1.34282823093013,-1.53986168118765,-1.84593074031793,-1.48164143782397,-0.443148545963925,-1.2081826921476,-1.0596094375251,2.30532466427878,-1.58937268517485,-0.224450236375191,3,7,2,7,0,5
19,M. Diaby,0.756038418017978,1.76835271228939,-1.21337022216908,1.30689000168754,-0.0600487868312152,-0.878254486821516,-0.311855906019014,1.65994830649234,-1.14928424244099,-1.14518902296882,0.657889367356539,-1.04255448886152,0.960780408695796,1.46911316739777,-0.157156204719702,1.94508177985862,0.42266274789872,1.96208286383226,2.05157225344695,0.0705605269080478,1.27773123586191,-1.15149885228294,2,2,1,1,1,0
20,F. Neuhaus,0.135203063501253,-0.0241097722364711,0.643933636309013,0.453825202255186,0.440519423716601,0.151420355998186,0.684824140235727,0.484378269135413,1.27789577923982,0.0594970994536582,-0.423607924031181,-0.480810012820718,0.960780408695796,0.0839244715121874,0.956522861236371,-0.744830701582567,1.2466325472569,0.191664728154053,0.653156391300766,0.490073735942772,1.35932127856096,-0.750340880666734,2,5,1,1,2,2
21,D. Olmo,1.3768737725347,0.397646106475497,0.415001860820798,0.245537279961235,-0.463690192588345,0.151420355998186,0.326503431521338,0.80196586518774,-1.39283297204126,-0.62547857064066,0.782380950991074,-1.04255448886152,1.42710330806932,0.948087998883512,1.39080025032029,-0.0266074093885355,1.80778570386075,-0.859188132848385,-1.08144843164862,0.583045871873691,1.95927402789409,-0.0507101918429638,2,5,1,0,3,3
22,G. Reyna,-0.73396643282216,1.6629137426114,-0.027287391906014,1.9974153423021,-0.00035004830401358,-0.973878510418817,0.961226123708528,1.34536433691651,-1.39283297204126,-1.45683766963471,1.00061118585643,-1.04255448886152,-0.0984431629286469,0.8811694684522,2.09906723281004,0.338395343896443,1.27175170950103,1.05570276459185,0.926930881646245,1.17922533924483,0.540004531662723,-0.0507101918429638,2,6,1,1,1,0
23,N. Süle,-0.73396643282216,-0.762182559982416,1.79570571685558,-0.940641463353329,2.43685241354132,1.29242880591696,2.23246137123688,-1.87258497986643,0.453162263498245,1.45571625450228,-1.75127249660222,2.12135758103743,-0.24645829042981,-0.68848462993091,-1.24047219791602,-1.24790135894674,-0.557119607249558,-0.325726663538917,-1.6397865627813,2.17327022900647,0.344815634793865,-0.750340880666734,3,7,2,7,0,5
24,A. Silva,3.30146337153654,0.924840954865458,-1.00420126729544,0.252532597505508,-1.2525758607979,-1.29338394868794,-0.733883334390668,-0.0775206783211477,-0.647650514216667,-1.78486808244695,0.771516065842387,-1.04255448886152,1.55155056440117,1.72654795850777,0.110644562284532,-0.523913385927185,1.05109856247793,-0.0600659784328819,0.535360332191858,-0.919340719506739,1.06444083806366,-0.864254331560438,0,1,1,6,3,3
25,M. Ginter,-0.547715826467143,-0.44586565094844,1.68819017838678,-0.846979256669968,1.62740005792028,2.19382078330979,1.37251988440006,-1.53640028222686,-0.504218438268611,0.882383545229449,-1.59281331936885,1.62027456790102,-0.718104181852155,-0.509771242657602,-0.615361734921334,-1.21434803091835,-1.0082220346803,-0.129898935501035,-1.33412764800159,1.45863039657151,-0.0222623004265621,-1.94369392146172,3,7,2,7,0,5
26,R. Guerreiro,1.12853963072801,-0.340426681270447,1.43456670458739,1.77685202995577,0.975026544112953,0.481864470878862,1.8365366708812,0.28078042080179,-0.889736261129137,0.503112614687116,-1.21452468664384,-0.831438968307179,0.471406776555785,0.249943013503729,-0.830736397543448,0.417943283246381,0.662753080765777,0.956148340080733,0.80987854266835,1.94580026611791,1.25007872181081,-1.85416273440187,2,2,1,1,1,6
27,L. Bailey,1.68729144979306,1.76835271228939,-0.746784664602818,1.22282150384372,0.00737299709246091,-0.0683424802279649,-0.136611914061439,1.40070750269665,0.137990049612748,0.190908680368287,0.453711825069929,-0.628291999590631,1.31101997393834,1.39405238416991,0.508284175932729,1.71503561325694,1.2466325472569,0.685090394028421,1.14681637972325,0.0652101726220301,2.23812604017125,0.0241745425203048,2,2,1,1,1,6
28,I. Konaté,-0.73396643282216,-0.762182559982416,0.89694290685197,-1.15130722481903,1.25774609274191,0.34399975273332,1.0125285789543,-0.974735137305903,0.917628470693334,1.21399459968743,-0.854196891187959,1.45361246896477,-1.36443305579141,-0.784372116002717,-0.540483251670794,-0.59475447138506,-0.850069003035005,0.963941590852707,0.283111104048329,0.681264357595483,-0.726029016099422,-1.25196762516629,3,7,2,7,0,5
29,B. Pavard,0.197286598952926,0.503085076153489,1.5119332132736,1.22044567463005,1.44557702447682,0.664068797381026,1.74166720183764,-0.782528502260932,-0.0553272107502684,0.946076548019305,-1.3082776459683,0.286233023311479,-0.478750703441403,-0.176904439110116,-0.731049497612117,0.892273123028082,-0.206903795072288,0.333873426306926,-0.0544665387355947,1.94069740517335,0.0384895138615201,0.00558296912568,1,3,0,2,2,1
30,Angeliño,-0.23729814920878,0.924840954865458,0.543724902183836,1.2346670982165,0.514709445890116,1.1948608563087,0.550131571901491,0.0139476579002459,0.409792234601732,0.453738183000163,-0.710472715033542,-0.628291999590631,-0.751825528588039,0.313991875709997,0.272765427675695,1.72579004070743,0.161298834762953,-0.118130592775376,-0.600694941696229,0.882172733549382,0.959967625040878,-0.304130845871522,1,3,0,5,2,2
