,Spieler,Tore,Torvorlage,Progressive Pässe,Rückpässe,seitliche Pässe,lange Pässe,kurze Pässe,Dribbeln,Grätschen,Abfangen,Zweikämpfe,Blocks,Schüsse,Ballberührungen im 16er,erlittene Fouls,Flanken,clevere Pässe,Progressive Läufe,Besschleunigungen,erhaltene Pässe,Angriffsläufe,Fouls,Kmeans_4_clusters,Kmeans_8_clusters,k_medions_4_clusters,k_medions_8_clusters,Hierarchical_clustering_4_clusters,Hierarchical_clustering_8_clusters
283,T. Ndombele,0.259370134,0.081329197,0.816403679,-0.111372941,0.918376761,-0.107563073,1.044248466,1.260197703,0.742947193,0.072956806,0.565417409,0.158572753,-0.331054245,-0.278518215,1.510428736,-0.336372233,1.591463003,0.614947032,-0.145902449,0.9546951,0.658446153,-0.050710192,3,6,3,3,0,0
284,W. Ndidi,-0.36146522,-0.445865651,0.32390574,0.404992308,1.159301648,0.209824953,0.988333657,-0.678164522,0.62159855,1.854257896,0.837763691,0.158572753,-0.374452586,-0.821579246,-0.308498253,-1.101341031,-0.749153746,-1.226014762,-1.334127648,0.659341005,-1.016956748,0.992721888,3,1,2,6,0,4
285,M. Kovacic,-0.485632291,-0.340426681,1.202055347,1.111141482,1.84588839,1.005583358,1.899984601,0.666690221,2.476819768,-0.216241879,0.369848374,-0.831438968,-0.302535744,-0.924409056,0.494896923,-0.95067334,1.370143612,1.070689815,1.213180738,1.75792417,1.236164833,-0.750340881,3,6,3,3,0,0
286,N. Pépé,0.569787812,1.452035803,-1.051325398,1.012409339,-0.430735049,-1.357695696,-0.331722584,1.65790551,-1.392832972,-1.507164893,0.960929474,-0.628292,0.952220051,0.968225448,0.613424283,1.015356945,0.898997832,1.553969116,1.156397566,-0.228778821,1.30515331,-1.381169034,2,0,1,7,1,3
287,T. Abraham,2.804795088,0.081329197,-2.152974049,-0.951893451,-1.884403304,-1.756333834,-2.041916968,0.085834217,-0.984887233,-0.823036744,0.796303811,-0.480810013,1.702036153,1.743459885,-0.240355399,-0.71898584,-0.145625115,-0.537315689,-0.619105259,-2.017832458,0.675023669,-1.102185313,1,2,1,1,3,1
288,A. Wan-Bissaka,-0.733966433,0.397646106,0.840081697,0.457047259,0.249435666,-0.057283119,0.746280244,0.72346172,3.365050357,1.253181744,0.070873679,0.572835242,-1.279113918,-0.288023417,-0.996947736,1.169633555,-0.085592867,0.786918086,0.229701417,0.741155547,-0.458746162,-1.303153879,3,4,0,0,0,6
289,B. Saka,-0.423548756,2.190108591,0.123833742,0.94171233,-0.572157062,-0.495428074,-0.079516647,0.712956755,-0.030587121,-0.34527719,0.452019013,-0.337261352,-0.587599061,0.593979628,0.329751511,1.249234618,0.553136312,1.063206964,0.947677915,0.057161083,0.270865785,-0.344567784,2,0,3,3,0,6
290,D. Sánchez,-0.733966433,-0.76218256,1.06055418,-1.145210701,1.333445412,0.868088452,0.988862187,-1.536400282,-0.233439032,1.089600819,-0.837420265,1.96972063,-1.258232276,-0.712018834,-1.061557857,-1.231051112,-1.17533178,-1.036211637,-1.457304352,0.875919674,-1.589372685,-0.574501869,0,5,2,6,2,2
291,C. Söyüncü,-0.547715826,-0.76218256,1.316201074,-1.449036217,1.716009165,0.664068797,1.467335729,-1.149437793,-0.156023815,0.977318586,-0.934317779,0.92023034,-0.751825529,-0.676823011,-0.912769616,-1.334454167,-0.824514872,-0.621266013,-1.170616918,1.302506919,-1.100977392,-0.772868293,0,5,2,6,2,2
292,N. Aké,-0.299381685,-0.445865651,0.753602877,-1.747816742,0.58045906,0.435588597,0.307725793,-1.627949262,-0.53245128,1.361841861,-1.601605453,2.121357581,-0.540367209,-0.509771243,-1.172208941,-1.181373237,-0.981267658,-1.243968553,-1.148046903,0.052677087,-0.650954357,-1.973983652,0,7,2,6,2,2
293,J. Gomez,-0.733966433,-0.76218256,1.57041968,-0.489632199,2.391482441,1.565427225,2.01486201,-1.109076001,-0.504218438,1.34584394,-0.929412736,0.492494112,-1.615317776,-1.613580441,-1.194802926,-0.811013452,-1.262574105,-0.592983803,-0.79071019,1.984291217,-0.855089864,-0.683502002,0,5,2,6,2,2
294,N. Keïta,0.507704276,2.5064255,1.104619673,1.901364055,1.225470984,0.151420356,1.824924183,0.178888014,-0.797035803,1.22806136,0.289368106,-1.042554489,0.28808113,0.122914095,-0.223542673,-0.0445652,2.019055283,1.92994128,0.754945869,1.767693968,1.845400042,-0.489369038,2,0,3,3,1,3
295,H. Maguire,-0.609799362,-0.76218256,1.087867735,-1.818440214,1.750885904,1.036909752,1.259255863,-1.401587579,-0.233439032,0.983519934,-0.70123862,1.520897792,-0.524819858,-0.436447851,-1.061557857,-1.299361611,-0.928086332,1.093011478,-0.619105259,1.01675927,-1.216449935,-0.79552191,0,5,2,6,2,2
296,A. Traoré,0.073119528,2.295547561,-0.782534867,0.235007683,-0.379494237,-0.731433252,-1.007231912,2.636505004,-1.115798709,-1.359153805,2.254264821,-0.728907187,0.440018417,0.983193455,1.578212916,2.338401234,0.521054651,2.651339399,1.822503003,-0.93588235,0.505366003,0.079441828,2,3,1,7,1,5
297,D. Jota,0.880205489,-0.76218256,-0.561665632,0.981233547,-0.444238587,-0.715795996,-0.160166538,1.5417025,-0.259618557,-1.432052789,1.299698334,-1.042554489,1.325829167,1.702622538,1.490796787,0.60022311,0.372208806,1.962082864,2.434783148,-0.168657197,0.641784701,0.561810828,2,3,1,7,1,5
298,D. Alli,1.501040843,0.186768167,-0.047944541,0.745725244,-0.446175188,-0.46105355,0.158765364,0.456125657,-0.827671468,-0.036828442,0.406020657,-0.151630688,0.737434492,0.822698523,0.72774267,-0.824529343,1.534810903,0.343742932,0.399550814,0.157937069,1.222191862,-1.624673635,2,0,3,7,1,3
299,J. Cancelo,-0.733966433,-0.76218256,1.30460066,1.403755578,1.56581525,0.531099062,1.785940053,1.162536439,1.277895779,0.783660217,0.540697334,-0.678364507,0.138200326,0.003529779,-0.770554652,1.565546217,1.370143612,0.820003054,-0.582409441,1.837405729,1.165698975,0.133963913,3,6,3,3,0,0
300,R. James,-0.733966433,0.397646106,0.702466529,1.862997081,0.983527595,0.435588597,1.186255326,0.303131171,-1.392832972,0.964869068,0.547305367,0.492494112,0.053604371,-0.467535753,0.125724822,1.995413386,-0.557119607,-0.16552323,-0.372139286,1.458145103,-0.277148098,0.151975792,3,6,0,0,0,0
301,C. Hudson-Odoi,-0.175214614,3.139059318,-0.913419544,1.67776191,0.690525021,0.161279471,0.314697291,1.917617205,-0.420824697,-0.759588741,0.978617856,-1.042554489,1.061277548,1.373810594,0.229354033,1.948266611,0.812606774,1.446080062,0.606653497,0.417010101,2.165344531,-0.468362965,2,0,3,7,1,3
302,C. Eriksen,0.197286599,0.819401985,0.715098122,0.398409019,0.593122014,1.021310855,0.74977912,-0.983995476,-1.082621803,0.023242436,-1.648849588,-0.678364507,0.891460904,-0.106188471,-1.149772407,0.514624044,1.668992362,-0.189543673,-0.039524112,0.868393349,1.845400042,-1.077752247,3,6,3,3,0,0
303,G. Lo Celso,-0.733966433,-0.234987712,0.764776434,0.520636362,0.865070777,0.622054928,0.964964598,0.851325508,2.414861804,-0.041510253,1.146826841,0.027811121,0.003944192,-0.194990821,1.672636976,-0.336372233,2.207111474,1.23014592,1.708040237,0.955299967,1.250078722,0.721030612,2,6,3,3,0,0
304,K. Zouma,-0.733966433,-0.76218256,1.333465975,-0.60975126,2.178317294,1.595802084,1.724122563,-1.265500272,0.299024453,1.233665749,-0.929412736,0.730007161,-0.701412871,-0.642250157,-1.018340702,-1.481641438,-0.875846318,-0.250572402,-0.751621085,1.726636122,-0.962111648,-0.344567784,0,5,2,6,2,2
305,Angeliño,-0.733966433,1.346596834,1.399374372,2.503175353,1.456003726,1.661867553,1.621437719,-0.884737386,0.62159855,0.521843488,-1.026242616,-1.042554489,0.003944192,0.442679617,-1.240472198,2.825945149,-0.269481766,0.95614834,-1.639786563,2.069432374,2.598169596,-1.766571004,3,6,3,3,0,0
306,L. Digne,-0.733966433,0.924840955,0.562467503,0.090230154,-0.113390965,0.219387553,0.010413159,-0.197558023,1.01113162,1.062754228,-0.191250266,0.027811121,-0.24645829,-0.114889221,-0.43133281,1.761207546,-0.420873091,-0.46934756,-0.406065533,0.162219423,-0.458746162,-0.031858596,3,4,0,0,0,6
307,D. Ceballos,-0.733966433,-0.76218256,0.821811812,0.739977093,1.421536771,0.947865979,1.33565063,0.346992014,1.260713556,0.303492694,0.178075991,-0.290250085,-0.619591059,-0.499126446,0.921463027,0.263090709,1.602664093,0.924742352,0.077125464,1.362499721,0.990157101,-0.44746545,3,6,3,3,0,0
308,R. Pereira,-0.113131078,-0.024109772,1.065292376,0.885317958,0.60113838,0.996084246,0.961226124,0.79527785,1.905510236,1.267028095,0.859081586,-0.197441652,-0.65199855,0.292874748,0.200084471,0.870034609,0.355197325,1.503748588,0.998857839,1.125968748,1.049717638,0.62625299,3,6,3,3,0,6
309,A. Saint-Maximin,0.135203064,0.713963016,-1.303484165,-0.235484394,-0.760431366,-0.787195642,-1.300149135,2.297592142,0.207888728,-1.871695817,1.585362762,-0.337261352,1.093896858,0.922620685,1.39080025,1.076561869,0.422662748,1.913721988,2.325426235,-1.436555749,-0.063395709,-0.818303154,2,3,1,7,1,5
310,L. Dendoncker,0.011035993,-0.76218256,-0.001787245,-0.176802714,0.48221294,-0.26687919,0.293020657,-1.180333639,-0.706662801,0.461398674,-0.31392762,0.612560557,-0.701412871,-0.478009319,-1.554242289,-1.165096623,-1.090594369,-0.970452707,-1.125664193,0.045484345,-0.962111648,-0.489369038,0,7,2,4,0,4
311,P. Højbjerg,-0.733966433,-0.76218256,1.018324444,0.785598571,0.823619097,1.262298848,0.976677033,-0.007147097,0.13799005,1.272545013,0.355975787,-0.290250085,0.39754349,-0.25027702,0.140734778,-0.378873775,-0.105468254,-0.812907404,-0.177083155,0.66484159,0.675023669,0.344985361,3,6,3,5,0,4
312,M. Kean,0.445620741,-0.76218256,-2.230495491,-0.890621394,-2.26220325,-1.576951561,-2.33210238,1.035888425,0.58022259,-1.646601023,1.08159408,-0.578680996,1.376979982,1.15439628,-0.044175151,-0.127529609,-0.533970596,0.623817934,0.630005167,-2.076322649,-0.321616745,1.761474342,1,2,1,1,3,1
313,S. Haller,0.880205489,-0.340426681,-1.226445676,-0.047602423,-1.394246121,-1.504953035,-0.897398796,-0.384762574,0.642109539,-1.327431108,2.226992885,0.027811121,0.756056532,1.190486272,0.481453773,-0.936239379,0.030928202,-1.019617133,-1.0164549,-1.312532357,0.788785164,0.91906484,1,2,1,1,3,1
314,T. Soucek,0.756038418,-0.76218256,-0.167737803,-1.003159859,-0.241984673,-0.323084927,-0.396961037,-1.222397595,0.299024453,0.446053902,0.604632358,-0.243645848,0.512653033,0.348687553,-0.43133281,-1.334454167,-0.627676364,-1.848962418,-1.639786563,-0.658710734,-0.126076267,-0.574501869,0,1,2,4,0,4
315,H. Bellerín,-0.299381685,-0.76218256,0.349199858,0.4246394,0.203886827,-0.523380729,0.421622768,0.456125657,1.260713556,0.766816472,-0.264372138,0.328122385,-0.701412871,-0.012953992,-1.503934552,0.748840816,-0.511001735,0.382854734,0.594901404,0.454963347,-0.255137115,-0.185191092,3,4,0,0,0,6
316,K. Tierney,-0.237298149,-0.76218256,0.529858209,1.012409339,0.051583346,0.738164888,0.121382347,0.402411581,0.474652888,0.566227396,-0.749974311,0.492494112,-0.571755568,-0.259645456,-0.092110969,1.62675114,-0.603969539,-0.201636661,0.64160562,0.227174111,-0.855089864,-0.864254332,3,4,0,2,0,6
317,L. Torreira,-0.423548756,-0.76218256,0.372774253,0.78842262,0.938726148,0.055126462,0.917545903,-0.587070651,1.066089464,1.074722022,-0.747639088,0.492494112,-0.072449785,-0.2975751,1.568616398,-1.024523852,-0.085592867,-0.828244009,-1.50819456,0.506324878,-0.042764733,0.258394041,3,1,0,0,0,4
318,M. Keane,-0.36146522,-0.76218256,0.906251584,-1.740090729,0.970287951,0.921642412,0.553922322,-1.919553815,-0.58959008,1.068745361,-0.764016394,1.749985803,-1.020400811,-0.6082786,-1.579694039,-1.481641438,-0.901850748,-1.317034924,-1.639786563,0.333608642,-0.751439411,-1.102185313,0,7,2,6,2,2
319,S. Bergwijn,1.438957308,0.503085076,-1.320666315,0.838720597,-0.843884933,-1.161061331,-0.349924282,0.547288491,-0.448408501,-0.578458884,0.575259811,-1.042554489,-0.059553934,0.600036424,0.170546377,-0.336372233,-0.376820277,1.025470016,1.314276427,-0.582781793,0.959967625,-0.705659099,2,3,1,7,1,5
320,J. Bowen,-0.175214614,2.190108591,-0.952587691,-0.299915289,-0.764976724,-0.374474823,-1.423076736,1.135175852,0.299024453,-0.221276136,0.677068817,-1.042554489,1.118084527,0.94302103,1.036874296,1.3906378,-0.145625115,0.667729141,1.723585531,-1.132232136,-0.34407847,-1.854162734,2,3,1,7,1,5
321,H. Barnes,0.756038418,2.190108591,-0.744257411,0.813697355,-0.650055418,-1.0558463,-0.365502926,1.124110397,-0.797035803,-1.219499008,0.143295733,-0.243645848,1.412884798,1.632603741,0.110644562,0.554607883,0.797959182,1.400335949,1.411719247,-0.088012983,2.217495065,-0.818303154,2,0,3,7,1,3
322,B. Mendy,-0.733966433,-0.129548742,0.479836623,1.780659472,1.663186135,0.571178992,1.527433783,-0.257756048,-1.392832972,0.095228212,-1.169822834,-0.480810013,-0.701412871,-0.821579246,-2.136183886,2.062525206,-0.165910306,1.070689815,0.462131371,1.845613646,0.608206555,-1.053465928,3,6,3,2,0,0
323,J. Tarkowski,-0.423548756,-0.234987712,0.444393706,-2.095812533,-0.02840461,1.036909752,-0.524057575,-1.059901771,0.723004378,1.496321663,0.057724896,2.951113044,-0.982876169,-0.509771243,-0.43133281,-1.214348031,-1.118570728,-1.871735029,-1.586376876,-0.916595383,-0.881520767,0.042681028,0,7,2,6,2,2
324,T. Mings,-0.36146522,-0.445865651,0.688587181,-1.449036217,0.538442359,1.512895546,-0.122420764,-1.332218065,-0.618503239,1.536271455,-2.157390986,3.417337599,-1.45277296,-1.032954496,-1.454400811,-1.085728776,-1.008222035,-1.190470705,-1.216331589,-0.154853493,-1.072731469,-1.226615441,0,7,2,6,2,2
325,D. Luiz,-0.175214614,-0.129548742,0.016691219,-0.111372941,0.483426054,0.66028736,0.058809892,-0.500495732,-0.736535743,0.807050473,-0.301476976,0.572835242,0.138200326,-0.772125585,0.125724822,-0.204424012,-0.443148546,0.052353706,0.105516263,-0.162731113,-0.168536595,0.798349605,3,1,0,0,0,0
326,P. Neto,0.818121953,1.873791682,-1.027612772,1.578732694,-0.697866114,-0.947320292,-0.301087156,1.548244305,-0.366283216,-1.737915316,1.296998522,-1.042554489,0.492115125,0.711684828,0.521615995,1.364908838,-0.227616047,1.621493063,2.044700655,-0.318864232,0.098140026,-0.324298768,2,3,1,7,1,5
327,A. Iwobi,-0.423548756,-0.76218256,-0.276162009,0.450599012,-0.044163611,-0.057283119,-0.305568376,0.500319656,-1.149284242,-0.578458884,-0.572074515,-0.529523067,0.138200326,0.341797545,-1.84593074,1.056377084,1.755173192,0.44993138,0.283111104,-0.292612025,1.516672201,-1.029324602,2,0,3,3,1,5
328,B. Godfrey,-0.733966433,-0.76218256,1.013463826,-0.397504131,1.019950302,1.03380016,0.866968972,-1.298540434,-0.393450657,0.87268659,-1.636982415,2.468752679,-0.803277695,-1.061060237,-1.605348595,-1.3168274,-0.901850748,-0.442644588,-0.600694942,0.832300885,-1.305793789,-1.569280165,0,5,2,6,2,2
329,S. McTominay,0.135203064,-0.234987712,0.654607633,-0.256778467,0.756074941,0.370619736,0.694976004,0.633925698,-0.736535743,0.992792911,0.689800622,-0.106206319,0.332443928,-0.821579246,1.606832035,-0.41138148,-0.026757356,-0.442644588,-0.208628556,0.531215171,-0.435490731,0.874217873,3,1,0,4,0,0
330,L. Moura,0.197286599,-0.024109772,-0.48110582,0.252532598,-0.669475292,-0.723598602,-0.462073654,1.295770952,0.042629007,-0.34527719,1.596596423,-0.831438968,0.994731159,0.7002284,1.510428736,-0.346909399,1.418136275,0.736496986,0.957991889,-0.403860548,1.580077435,-0.107798106,2,3,1,7,1,5
331,J. Stones,-0.733966433,-0.76218256,1.399374372,-1.13912892,2.26565878,0.770591751,1.984798536,-1.73881634,0.343741412,0.602615354,-1.897647136,-0.290250085,-1.058498371,-0.772125585,-2.1059524,-1.481641438,-1.062880703,1.541503594,-1.262834483,1.888228155,-0.935028122,-1.854162734,0,5,2,6,2,2
332,E. Dier,-0.733966433,-0.76218256,1.036678797,-0.940641463,1.313592856,1.410959749,0.885782478,-1.710432467,0.742947193,0.627772224,-0.227632271,1.520897792,-1.039376885,-0.68848463,-1.631209213,-1.165096623,-0.333415322,-0.797659708,-0.911496091,0.845664512,-0.553447081,-0.013094478,0,5,2,6,2,2
333,H. Winks,-0.733966433,-0.76218256,1.110169997,0.431154469,1.456746398,0.756247815,1.436723819,-0.741646781,0.879536381,0.099658538,-1.385012047,0.651994842,-0.668361504,-1.486342846,-0.449269512,-0.184908632,-0.488210242,0.00796075,0.523292746,1.398152411,-0.277148098,-0.617749983,3,5,2,6,2,2
334,A. Doucouré,-0.051047543,-0.445865651,0.372774253,0.351837039,0.459021714,-0.141834675,0.67402899,0.120696968,-0.889736261,-0.156616427,0.052075503,0.115337534,0.553228588,0.51348298,-1.194802926,-0.175225115,-0.333415322,0.212457091,0.374106275,0.414712739,0.867700932,0.379109277,3,6,3,3,0,0
335,J. Ward-Prowse,0.011035993,-0.234987712,0.342208453,0.60096898,0.109526712,0.460969032,0.278226591,-1.180333639,0.343741412,0.933468437,-0.30769711,0.115337534,0.376031791,-0.415994101,0.018648885,0.19268433,-0.398764495,-1.871735029,-1.382725378,0.058952221,0.156728454,0.344985361,3,1,0,0,0,4
336,G. Martinelli,1.563124379,0.503085076,-1.567835653,-1.11494782,-1.715772702,-1.824718737,-1.964706323,1.308302016,0.860338102,0.438345682,1.790865211,-1.042554489,0.661524709,1.320178716,0.064975291,1.015356945,-0.085592867,1.107788035,1.287078539,-1.464280025,-0.277148098,-0.617749983,1,3,1,1,3,1
337,G. Xhaka,-0.547715826,-0.445865651,0.908313811,0.708125239,1.432841918,1.027565728,1.316312213,-0.841420777,0.49601597,0.888827134,-0.503658493,0.451869347,-0.945907468,-0.834140803,-0.028353843,-0.811013452,0.143023335,-0.782499896,-0.890985718,1.272172713,-0.0222623,1.050696502,3,1,2,6,0,4
338,A. Rüdiger,-0.113131078,-0.76218256,1.462244758,-0.256778467,2.080456901,1.851413592,1.649029353,-1.575049161,0.559354886,0.453738183,-1.031276565,1.067712326,-0.982876169,-1.046956816,-1.263552079,-1.070242937,-0.749153746,0.411811579,-0.582409441,1.696226162,-0.751439411,-0.596068107,0,5,2,6,2,2
339,C. Coady,-0.733966433,-0.76218256,0.745740898,-2.606393385,1.300782172,2.278328269,0.141640098,-1.841960164,-0.889736261,0.379755655,-3.533183418,0.612560557,-1.713186856,-1.690190859,-1.818294265,-1.481641438,-1.204126972,-1.716318167,-1.334127648,0.535579575,-1.129467872,-1.795557939,0,7,2,6,2,2
340,D. Podence,1.00437256,-0.76218256,-1.007111499,0.03752252,-0.499191002,0.257165708,-0.676842737,1.210730076,-1.392832972,-0.829471953,0.25204256,0.286233023,1.427103308,1.186011321,1.727990139,0.19268433,0.95521827,0.614947032,1.530853485,-0.137227504,1.291470837,0.412947634,2,3,1,7,1,5
341,D. McNeil,-0.423548756,0.819401985,-0.699349423,0.252532598,-0.314981656,-0.188509407,-0.75643001,1.272985817,-1.082621803,-0.127333996,0.285829319,-0.151630688,0.231494994,-0.30717372,-0.092110969,1.836891512,-0.420873091,0.8445465,1.644947277,-0.583967521,-0.412398497,-0.910733695,2,3,1,7,1,5
342,M. Guendouzi,-0.733966433,-0.234987712,0.911402834,0.868970241,0.900766753,0.383791718,1.131036281,0.154877047,-0.736535743,0.800390074,0.174430124,0.286233023,-0.587599061,-0.747860487,1.490796787,-0.618963537,0.982931936,0.91683191,0.348419405,1.044263922,0.756681204,-0.727938274,3,6,3,3,0,0
343,R. Loftus-Cheek,-0.733966433,3.244498288,-0.149356482,1.365904615,0.715495583,-0.165029301,0.932733605,-0.017790848,0.62159855,0.059497099,-0.464500642,0.691142329,0.173595837,1.203849941,0.110644562,-0.400484068,0.405940416,-0.752439909,-0.115078102,0.9942769,0.270865785,-0.841213471,3,6,0,0,0,0
344,A. Oxlade-Chamberlain,0.693954883,-0.129548742,-0.074095777,1.063525226,0.612534435,0.777723477,0.316784872,0.74773021,0.517253016,0.859697917,0.31228886,-0.728907187,1.235626273,0.442679617,-0.449269512,1.056377084,0.455825836,0.314022614,0.322485541,0.65451711,0.804720448,-0.40599165,2,6,3,3,0,6
345,V. Lindelöf,-0.547715826,-0.76218256,1.283702326,-1.67912253,1.280598398,0.667842754,1.112516911,-1.710432467,-0.339319278,0.949218563,-1.726919095,0.768593389,-1.45277296,-1.451461289,-1.763722964,-1.388330705,-0.824514872,-0.565002473,-1.310153259,0.793033615,-1.245962508,-1.251967625,0,5,2,6,2,2
346,A. Christensen,-0.733966433,-0.76218256,0.967136519,-0.761903405,1.851373397,0.767015865,1.394556719,-1.857205411,-1.149284242,0.484238865,-0.991193662,0.492494112,-1.176410464,-0.991539899,-1.061557857,-1.481641438,-0.875846318,0.096009815,-0.870630142,1.367555003,-1.158207179,-0.727938274,0,5,2,6,2,2
347,C. Wilson,0.693954883,-0.445865651,-1.563892055,-1.225642145,-2.108612927,-1.824718737,-2.054720047,-0.055563537,-1.149284242,-2.334631403,0.737162073,-0.883446675,0.533023282,1.311795376,0.080270472,1.70E-05,-0.046239168,-1.052911504,-0.675102448,-2.110760648,0.505366003,0.512796166,1,2,1,1,3,1
348,D. Praet,-0.299381685,-0.024109772,-0.018748093,0.713946572,0.078536863,0.055126462,0.309819329,0.24900064,2.860993607,0.691310747,-0.484028254,-0.337261352,0.196916958,-0.194990821,-0.076052932,0.338395344,0.215456019,-0.922190432,-0.289145014,0.129470486,-0.412398497,-0.031858596,3,1,0,0,0,4
349,N. Maupay,1.128539631,0.186768167,-1.648532615,0.048910382,-1.397373069,-1.677381828,-1.192109846,0.193137642,-0.858570102,-1.602177271,0.457095149,-0.432533853,1.544797267,1.385980822,0.440784226,-0.771029613,0.338087226,-0.189543673,0.004812793,-1.216690559,0.883259494,-0.08867911,1,2,1,1,3,1
350,L. Shaw,-0.733966433,-0.76218256,1.014436976,1.138302242,0.590825662,-0.08505267,1.228304734,-0.156621513,-0.504218438,1.162681635,-0.270530737,0.115337534,-0.734907893,0.168697018,-1.061557857,0.473786393,-0.398764495,0.987183747,0.926930882,1.146641961,0.625038457,0.061103202,3,6,3,2,0,0
351,R. Barkley,-0.237298149,1.662913743,-0.025576365,1.066053949,0.878035197,0.233642173,0.774132124,1.064837177,0.299024453,-0.036828442,0.230545006,-0.290250085,1.721012227,0.624077531,0.125724822,-0.165590381,0.268637346,0.01912943,0.676110581,0.782621333,1.452021206,-0.841213471,2,0,3,3,1,3
352,E. Nketiah,0.880205489,-0.76218256,-2.032295079,0.14914506,-1.690218834,-1.984394244,-1.3837328,0.22594126,-0.76665867,-1.558537047,-0.054979225,-1.042554489,1.110047993,1.149837782,0.185349298,-0.668320874,-0.007403295,-0.189543673,-0.272848281,-1.088925211,0.078376424,1.447855205,1,2,1,1,3,1
353,S. Aurier,-0.547715826,0.186768167,0.309702039,1.038097152,0.113914582,0.096265188,0.384017681,0.24900064,1.803281533,0.989705778,0.31755835,-0.290250085,-0.927626495,-0.037943441,-0.711477221,1.729361453,-0.007403295,-0.238252847,-0.338634495,0.485621477,-0.001886819,0.133963913,3,4,0,0,0,6
354,A. Gomes,-0.733966433,-0.129548742,0.402841552,0.643185092,1.037455365,1.544111534,0.623625655,-0.105361296,-1.392832972,-0.055609075,0.187175117,-0.480810013,-1.19661577,-0.950985184,-0.140771286,-0.489453163,-0.046239168,-0.874797794,-0.528285196,0.675119641,0.344815635,1.382103186,3,1,0,2,0,4
355,Y. Mina,-0.299381685,-0.340426681,0.892790582,-1.231937055,1.128001383,1.021310855,0.633423103,-1.696411752,0.184739653,0.971101657,-0.4775077,1.031218927,-0.151256599,0.083924472,-1.172208941,-1.165096623,-0.875846318,-0.403091659,-1.457304352,0.372179941,-0.855089864,-0.841213471,0,5,2,6,2,2
356,R. Sessegnon,-0.733966433,-0.76218256,0.73445102,0.882600708,-0.313168912,0.690331044,0.318870673,0.0655955,-1.392832972,0.363894469,-1.031276565,-1.042554489,-1.176410464,0.249943014,-1.039876767,1.12611103,-0.627676364,0.128282861,-0.564247076,0.561592411,-0.277148098,-0.385413182,3,4,3,2,0,0
357,A. Pérez,1.376873773,1.030279925,-0.505349975,0.868970241,-0.713323438,-1.303953142,-0.117431713,0.730430071,0.299024453,0.270665194,1.217842837,-0.831438968,0.977813524,1.492229594,0.258359902,0.439075992,0.616272061,-0.287881115,-0.389049066,-0.177575235,1.291470837,0.187760628,2,3,1,7,3,1
358,I. Diop,-0.175214614,-0.445865651,0.45891576,-1.763340341,-0.539395982,0.444086315,-0.569599021,-1.797007386,-0.030587121,1.165560444,-1.480359904,1.175731118,-1.001567955,-0.924409056,-1.40561761,-1.425110505,-1.090594369,-1.673549417,-1.560063487,-0.927596569,-1.305793789,-0.468362965,0,7,2,6,2,2
359,I. Sarr,0.507704276,0.924840955,-1.310337821,0.227963379,-0.858141625,-1.282872988,-1.11347663,1.403074377,-1.392832972,-0.941511654,0.960929474,-0.628292,0.856065393,1.373810594,1.170119365,1.764713488,0.068768255,1.452550471,0.926930882,-0.802865853,1.277731236,-0.44746545,2,3,1,7,1,5
360,J. McGinn,-0.051047543,0.397646106,-0.645907094,-1.120971332,-0.063241141,0.456762339,-0.996499907,0.880284933,0.299024453,-0.829471953,0.620851184,-0.831438968,1.044806586,0.348687553,1.520200002,0.487496062,0.215456019,-0.14172017,-0.06949221,-0.945587214,0.641784701,0.293253396,2,3,1,7,1,5
361,J. Bednarek,-0.547715826,-0.445865651,0.938973574,-1.449036217,0.333591677,1.171841156,0.225370235,-1.951583516,-0.030587121,1.687588079,-0.749974311,1.554227656,-1.45277296,-1.061060237,-1.554242289,-1.425110505,-1.262574105,-1.549263924,-1.50819456,-0.092791349,-1.245962508,-0.596068107,0,7,2,6,2,2
362,Joelinton,-0.36146522,-0.129548742,-1.310337821,0.188862993,-1.258402731,-1.677381828,-0.909999745,0.364232349,-0.647650514,-1.303903166,2.598466667,-0.384686819,0.502405209,0.494426094,0.272765428,-1.054881484,0.01182468,-0.083138233,-0.06949221,-1.785710518,-0.105049807,-0.165703536,1,2,1,1,3,1
363,Wesley,0.756038418,-0.76218256,-1.977257223,-1.067272173,-1.323653833,-1.346825385,-1.706609723,-0.507548548,-1.392832972,-1.242234266,1.230236105,0.115337534,0.583233058,1.122261108,-0.770554652,-0.79759241,-0.420873091,-1.226014762,-1.407356609,-2.16222733,-0.211551977,1.421682556,1,2,1,1,3,1
364,D. Ings,3.363546907,-0.445865651,-0.81899204,-0.814737597,-1.347923834,-0.53043336,-1.418830921,0.641260035,-0.055327211,0.099658538,0.477330989,-0.290250085,1.46229912,1.44571989,-0.4673067,-0.080994695,1.064544981,-0.812907404,0.004812793,-1.273712028,0.574282235,-0.224450236,1,2,1,1,3,1
365,Fred,-0.733966433,-0.76218256,1.046266085,0.708125239,1.498625653,0.88834777,1.474712595,-0.066507584,0.917628471,1.182763317,0.539043497,0.244015114,0.563270218,-0.809097956,0.413382958,-0.433364373,0.723610572,-0.578955929,-0.099797035,1.362499721,-0.0222623,0.689684253,3,6,0,5,0,4
