,Spieler,Tore,Torvorlage,Progressive Pässe,Rückpässe,seitliche Pässe,lange Pässe,kurze Pässe,Dribbeln,Grätschen,Abfangen,Zweikämpfe,Blocks,Schüsse,Ballberührungen im 16er,erlittene Fouls,Flanken,clevere Pässe,Progressive Läufe,Besschleunigungen,erhaltene Pässe,Angriffsläufe,Fouls,Kmeans_4_clusters,Kmeans_8_clusters,k_medions_4_clusters,k_medions_8_clusters,Hierarchical_clustering_4_clusters,Hierarchical_clustering_8_clusters
750,D. Juncà,-0.733966433,-0.76218256,0.664044026,-0.205972395,0.397930903,0.219387553,0.304931621,-0.168220026,-1.392832972,0.422856827,-1.523211498,0.492494112,-1.713186856,-1.133146472,1.21333652,1.94508178,-1.262574105,1.406919732,1.866961719,0.478181718,0.098140026,0.844041165,3,4,0,2,0,6
751,A. Trajkovski,-0.733966433,-0.76218256,-0.550264042,0.551837942,-0.113390965,-0.06834248,-0.290365604,1.519717704,-1.392832972,-1.89141175,0.34553743,-1.042554489,1.204819194,0.723074453,1.21333652,1.004962949,-0.675669027,0.233086375,0.89550799,-0.315697999,0.505366003,-0.107798106,2,3,1,7,1,5
752,R. Ibáñez,0.259370134,-0.76218256,-0.408123692,0.307805483,-1.320640851,-1.690315671,-0.467818385,1.323221506,0.538365504,-0.272190207,1.564050999,-1.042554489,0.299245988,0.745656384,2.219067321,-0.224140585,0.439290869,1.158861877,0.721441077,-0.673463826,-0.001886819,0.133963913,2,3,1,7,1,5
753,J. Avilés,1.625207914,3.244498288,-1.373194974,-0.222793963,-0.539395982,-0.97387851,-1.249488313,1.33555774,0.184739653,0.237396302,1.035533354,-1.042554489,0.952220051,1.041944208,-0.503687084,2.640243509,0.405940416,1.675478953,1.866961719,-0.719561438,2.329397433,1.192097625,2,0,1,7,1,3
754,M. De la Fuente,-0.733966433,-0.76218256,-2.163850961,-1.649183903,-3.09100988,-1.866958127,-2.718461169,0.039962591,-1.392832972,-2.07630295,1.584112489,0.532814568,-0.418619079,0.481617423,1.905915498,0.417943283,0.268637346,0.373131173,-0.240547284,-2.372735329,-0.62630533,0.889222195,1,2,1,1,3,1
755,M. Abeid,-0.423548756,0.186768167,0.235510416,0.331610536,0.402989026,-0.090655419,0.502889504,-0.20348526,0.13799005,-0.308463853,-0.097890493,-0.337261352,0.603037461,-0.509771243,1.202586494,-0.368159513,-0.651575148,-0.578955929,-0.009885341,0.469221921,-1.305793789,1.938597259,3,1,0,0,0,0
756,C. Abi,-0.733966433,-0.76218256,-1.269592931,-1.965930914,-2.167706922,-1.458420617,-2.091673877,0.56266806,0.13799005,-2.596644563,1.685269779,-1.042554489,-0.65199855,0.606074498,0.561283392,-0.512357516,0.455825836,-0.177506031,-0.732286944,-2.246572398,-0.189973999,1.288216313,1,2,1,1,3,1
757,Y. Adli,0.756038418,1.768352712,0.049821153,0.852515558,0.563060107,-1.210874462,0.675230806,0.841564608,-0.312555818,-1.080166219,1.01665772,-0.628292,0.440018417,-0.446755607,0.561283392,0.034949327,1.18288312,0.803512591,0.594901404,0.737832161,0.505366003,-0.224450236,2,0,3,3,1,5
758,N. Aguerd,-0.175214614,-0.76218256,1.48122404,-1.102943907,0.990114433,2.065948588,0.732234481,-1.437334284,0.018388721,0.588124322,-0.536606572,2.634389003,-0.945907468,-1.089576295,-1.127491144,-1.3168274,-1.262574105,-2.239339715,-1.407356609,0.865879056,-1.589372685,-0.185191092,0,7,2,6,2,2
759,R. Aguilar,-0.733966433,0.924840955,0.453648239,0.928399355,0.893875982,0.096265188,0.888537007,-0.01246086,-0.20744853,-0.093603472,0.048304489,-0.243645848,-0.751825529,-0.167923663,0.521615995,2.029263661,-1.035424842,-0.287881115,0.256538465,1.143859187,0.470358973,-0.957753528,3,4,0,2,0,0
760,J. Aholou,0.135203064,-0.76218256,0.128558985,0.777107347,0.513515315,-0.684900835,0.637697179,0.329579703,1.138085241,0.027803426,0.355975787,0.244015114,0.429467274,-0.132407862,1.104186078,-0.655861607,0.01182468,0.160164708,0.161416731,0.420833913,-1.589372685,0.561810828,3,1,0,5,0,0
761,L. Ajorque,1.314790237,1.030279925,-2.126059246,0.304386291,-1.500129902,-1.357695696,-1.382339296,-0.639629409,-0.448408501,-1.982130786,0.25382845,-0.831438968,0.651871538,1.203849941,-0.449269512,-0.368159513,-0.420873091,-1.33562313,-0.546206199,-1.159530971,0.326483388,0.705387807,1,2,1,1,3,1
762,C. Akolo,1.128539631,0.819401985,-0.631596818,0.885317958,-0.678167739,-1.200807238,-0.159321384,0.402411581,0.161440744,-0.48701803,0.343794864,-0.290250085,0.418871327,0.099613835,-0.012609901,0.026275886,-0.488210242,0.323966747,-0.372139286,-0.126522604,0.252115707,0.327814804,2,3,1,1,1,5
763,S. Alakouch,-0.733966433,-0.76218256,0.589616512,-0.047602423,-0.149766194,0.59090755,-0.026123125,0.276275722,2.142324317,0.117300941,-0.324334954,-0.432533853,-0.556012036,-0.723893127,0.72774267,0.501108153,-0.651575148,0.253555118,-0.024664014,0.090954965,-0.321616745,-0.705659099,3,4,0,2,0,4
764,R. Alioui,1.252706702,-0.234987712,-1.81684033,0.57959216,-0.940923727,-1.346825385,-0.783545085,-0.197558023,-0.797035803,-2.74582783,0.065244153,-1.042554489,1.79550557,1.230306083,1.093064721,-0.184908632,0.01182468,-0.377049662,-0.771094823,-0.831763263,0.156728454,0.133963913,1,2,1,1,3,1
765,J. Amavi,-0.485632291,-0.340426681,0.600608715,0.816490043,-0.388883974,0.486016234,0.219587024,0.294225184,1.345816075,1.390905411,-0.037565722,-0.628292,-0.701412871,-0.665230602,-0.634356655,0.323569761,-0.465593397,0.606046109,1.05901872,0.210479428,-0.62630533,0.561810828,3,4,0,5,0,6
766,T. Ambrose,-0.733966433,-0.76218256,-0.787699104,-0.694837696,-0.346054436,-0.304165091,-0.99769003,2.406081639,0.841036882,-1.123324346,2.159001207,-1.042554489,1.955404212,1.369736942,0.371838773,1.198107887,-0.511001735,1.880980235,0.937324347,-0.730916376,-0.084156849,-0.284063013,2,3,1,7,1,5
767,K. Amian,-0.733966433,-0.234987712,0.367254395,-1.026284758,-0.808685053,-0.057283119,-0.567601228,-0.609402338,0.453162263,0.295326559,-0.981239786,0.80690498,-0.945907468,-1.089576295,-1.217556588,-0.500871051,-0.145625115,0.459375628,-0.256649428,-0.565069289,-0.458746162,-0.069650086,3,4,0,4,0,6
768,J. Andersen,-0.423548756,-0.76218256,1.401741542,-0.352675581,2.218679129,1.369654005,1.80494199,-1.668703714,0.090625302,0.642033569,-1.781939251,1.685520891,-0.619591059,-0.834140803,-1.84593074,-1.388330705,-1.118570728,-0.509917314,-1.358317057,1.777000074,-1.428822317,-0.574501869,0,5,2,6,2,2
769,V. Angban,-0.733966433,-0.76218256,0.448365624,1.386014305,0.629506719,0.121533564,0.915368513,0.169323224,-1.049747886,-0.45912217,-0.256176436,-0.628292,-1.020400811,-1.539861681,1.21333652,-0.95067334,-0.443148546,0.430940538,0.175212675,0.668958359,-1.100977392,0.344985361,3,1,2,2,0,0
770,H. Aouar,0.073119528,0.186768167,0.293950531,0.888032276,0.484638427,-0.509353206,0.815324253,1.479433538,-0.618503239,-1.22705424,0.426534336,-0.831438968,1.019894482,0.475181453,1.059468281,-0.204424012,1.701605774,1.591015083,1.394262221,0.916262059,0.959967625,-0.324298768,2,0,3,3,1,5
771,Marquinhos,0.32145367,-0.76218256,1.272740846,0.300962444,2.043237809,0.791907442,1.924621687,-1.425337194,-0.030587121,1.253181744,-0.572074515,0.532814568,-0.684832466,-0.542058181,-1.381500421,-0.994640578,0.068768255,-1.052911504,-1.639786563,1.930852073,-0.105049807,-0.146309446,0,5,2,6,2,2
772,D. Appiah,-0.733966433,-0.234987712,1.102765846,-0.379476705,-0.333200773,0.224150937,0.427612887,-0.044687678,1.138085241,0.233206061,-0.078324237,0.451869347,-1.591438726,-1.238756802,-1.579694039,0.453035839,-0.227616047,-0.707984424,-0.406065533,0.263478718,-1.245962508,0.187760628,3,4,0,0,0,6
773,Y. Atal,-0.237298149,0.081329197,-0.003476325,0.802495488,0.018135003,-0.254610759,0.123641511,2.394057001,1.862052942,0.533014326,1.780201697,-1.042554489,0.68071974,0.682916778,1.421126657,1.230800831,0.812606774,2.542602571,2.132694189,0.424651338,0.270865785,-0.127007929,2,3,3,3,1,5
774,J. Augustin,-0.733966433,-0.76218256,-2.955540047,-0.172663099,-2.17232636,-1.924772688,-2.125416439,0.57411446,-1.392832972,-0.532316073,0.429942356,-1.042554489,1.101985493,1.636164936,1.308504916,-0.582763895,0.124633969,-1.00312667,0.09135822,-1.769714008,-1.589372685,-1.226615441,1,2,1,1,3,1
775,R. Aït Nouri,-0.733966433,0.608524046,0.936945377,0.064014421,0.25216288,1.197718886,0.333421697,0.86103213,-0.156023815,0.510621988,-0.045295036,-0.678364507,-1.258232276,-0.772125585,-0.559040246,1.382099881,-0.420873091,0.533733095,0.653156391,0.565899243,-0.189973999,-0.596068107,3,4,0,2,0,6
776,Y. Aït Bennasser,-0.733966433,-0.76218256,1.056754835,1.201357803,1.185864551,0.151420356,1.577796797,-0.587070651,0.453162263,0.898461162,-0.237801593,-0.290250085,-1.058498371,-1.690190859,-1.127491144,-0.979872237,0.631847209,-1.871735029,-1.262834483,1.481804151,-0.042764733,0.594160281,3,1,2,6,0,4
777,B. Badiashile,-0.733966433,-0.76218256,1.406466785,-1.085044792,1.103310691,1.148540292,1.042698051,-1.47382836,-0.889736261,1.511378524,-0.87104921,1.487360265,-0.838178148,-1.089576295,-0.577704818,-1.370202696,-1.090594369,0.778581407,0.09135822,0.755721304,-1.216449935,-0.165703536,0,5,2,6,2,2
778,S. Bahoken,1.563124379,-0.76218256,-2.047595011,-0.11945917,-1.625981458,-1.368628302,-1.730585384,0.105840965,-1.049747886,-2.845670515,1.237103527,-0.578680996,0.908972146,1.340980993,0.095493336,0.81327998,-0.333415322,-0.782499896,-0.97397999,-1.551339991,-0.553447081,1.499697711,1,2,1,1,3,1
779,D. Bain,-0.299381685,-0.76218256,0.44306783,-1.200618903,1.218785054,-0.101910523,0.678232766,-1.767669389,-0.677035729,0.853177923,-1.528962369,1.246557873,-1.408212103,-1.238756802,-1.579694039,-1.481641438,-1.262574105,-1.489256297,-1.148046903,0.476690856,-1.589372685,-1.40751219,0,7,2,6,2,2
780,T. Bakayoko,-0.423548756,0.292207137,0.469405867,0.355192363,0.736956559,-0.165029301,0.772977938,0.666690221,-0.259618557,0.152212794,0.997686213,-0.290250085,0.173595837,-0.123628902,1.809275429,-0.368159513,0.286153621,-0.189543673,-0.145902449,0.588022836,-0.063395709,0.844041165,3,6,0,0,0,0
781,M. Baldé,1.128539631,0.292207137,-1.53264332,-0.091270395,-1.749118829,-1.241398865,-1.597729203,0.761447921,-0.285989875,-0.475821918,0.981557793,-0.779928951,1.250888349,1.203849941,0.170546377,0.208555712,-0.248474676,0.030250885,0.105516263,-1.540499693,-0.0222623,0.275861283,1,2,1,1,3,1
782,K. Baldé,1.625207914,1.241157864,-0.961090233,0.637197434,-1.079941125,-1.151252906,-0.765074178,0.034790529,-1.392832972,-1.399387806,0.495784692,-0.578680996,1.243268979,1.44571989,0.651983183,0.136073708,0.405940416,0.085163531,-0.97397999,-0.650148538,0.914157654,-0.426675378,1,2,1,1,3,1
783,F. Ballo-Touré,-0.733966433,-0.76218256,0.278063285,0.388501658,-0.205610886,0.171087896,-0.006198784,0.577913307,0.431542566,0.254086662,-0.410786894,-0.779928951,-1.156367451,-0.542058181,0.064975291,1.193391508,-0.376820277,1.20186371,0.606653497,0.132073059,0.156728454,-0.639548742,3,4,0,2,0,6
784,A. Bamba,-0.36146522,1.030279925,-0.416561378,0.954955199,0.187060879,-0.92112673,0.373166332,1.988381575,1.312016119,-0.398836349,1.438765953,-0.728907187,0.185283642,0.532355738,1.87984548,0.389398117,0.913153656,1.535248608,1.323281781,0.207964674,1.412611995,-0.146309446,2,3,3,7,1,5
785,J. Bamba,-0.485632291,1.030279925,-0.21072355,0.450599012,-0.309548386,-0.355041026,0.028478687,0.979526987,-1.392832972,-0.137056353,-0.109679633,-0.384686819,1.069472438,0.455745319,1.170119365,-0.118131602,0.783238534,0.803512591,1.437694738,-0.010117604,0.975096984,-1.434028089,2,0,3,7,1,5
786,Danilo,-0.733966433,-0.76218256,0.934914946,-0.44314631,1.541062951,-0.147606947,1.403494607,-0.039275054,0.559354886,0.624194007,-0.353630709,0.651994842,-0.927626495,-0.964410084,0.613424283,-1.214348031,0.106129308,0.304040741,-0.79071019,1.386162918,-1.129467872,-0.107798106,3,5,2,6,0,0
787,T. Basila,-0.733966433,-0.76218256,1.038600248,-0.357122647,0.780238915,0.502533519,0.835100408,-0.70170065,-0.58959008,0.942930538,-2.043381733,-0.061162075,-1.258232276,-0.531236462,-0.790490503,0.501108153,-1.262574105,-1.759793871,-1.148046903,0.585891178,-1.589372685,-1.201421216,0,5,2,6,2,2
788,G. Dias,-0.733966433,-0.76218256,0.64036186,0.855265493,0.17859409,-0.0462875,0.655930533,0.695306759,0.387909682,0.75325843,1.125680211,-0.243645848,0.343412481,-0.080316367,0.329751511,0.285995062,0.197513814,1.72837902,1.723585531,0.558716673,1.345862651,-0.08867911,2,6,3,3,0,6
789,G. Martins,0.507704276,-0.234987712,-0.372688196,0.906950909,0.007372997,-1.08397066,0.182394134,1.40779852,-0.58959008,-0.56684226,0.532420819,-0.529523067,0.39754349,1.194950995,0.018648885,1.407600134,0.143023335,2.066470381,2.275362597,-0.017511033,1.194066649,-1.053465928,2,3,3,7,1,5
790,C. Battocchio,0.383537205,-0.129548742,0.721951778,0.097670441,0.851013699,0.884986123,0.770090088,-0.70170065,0.13799005,0.569890367,-1.281250106,-0.151630688,0.332443928,-0.426194204,-1.194802926,-0.500871051,0.827182032,-1.673549417,-1.334127648,0.588732947,0.21429196,-1.053465928,3,1,2,4,0,4
791,T. Basic,-0.175214614,1.030279925,0.349199858,0.262989224,0.944502129,0.74541864,0.664393145,0.402411581,0.702950461,0.165178779,0.294670008,0.201463464,0.522858943,-1.238756802,0.080270472,-0.582763895,0.553136312,0.294020843,-0.240547284,0.728500889,0.117785635,-0.284063013,3,6,3,3,0,0
792,H. Belkebla,-0.733966433,-0.76218256,0.270796302,0.060246907,0.563060107,-0.029911996,0.416953624,-0.30745534,1.379301608,0.112902119,0.025598099,-0.106206319,-1.097186614,-1.133146472,0.664734208,-1.148957366,-0.533970596,-1.411318144,-0.528285196,0.25034367,-1.016956748,0.479786513,3,1,2,6,0,4
793,J. Bellegarde,-0.733966433,-0.76218256,-0.237388103,0.731330156,0.570038009,0.209824953,0.275398502,0.798625061,-0.47620531,-0.041510253,0.661092789,-0.480810013,-0.191613408,-0.436447851,0.991205024,-0.090211535,-0.651575148,0.411811579,1.078777791,0.058952221,0.117785635,0.948688856,3,4,0,2,0,0
794,C. Benavente,-0.733966433,1.662913743,-0.422915082,0.588775913,0.115375052,-2.030365975,0.275398502,-0.557732654,0.276455923,-1.901328944,0.517476719,-1.042554489,-0.072449785,1.851550166,-0.206817287,0.534720453,0.303566555,-0.843670564,0.13361132,0.366709449,1.291470837,0.005582969,2,0,0,0,1,5
795,Y. Benrahou,0.383537205,3.033620348,-0.020452792,0.287220251,-0.603369785,-0.400698391,-0.186512183,1.053315223,-1.392832972,-1.423846027,0.990363745,-1.042554489,1.227960086,-0.021248337,1.809275429,0.293569292,1.02402054,0.00796075,0.664657906,0.141590548,0.195215792,-0.344567784,2,0,1,7,1,3
796,J. Bernat,-0.733966433,1.768352712,0.594510029,2.123352556,0.872062143,-0.852986111,1.566555177,0.709441004,2.326289033,0.773567736,0.225151229,-0.728907187,-0.820666906,0.854808538,-0.124469328,0.587300827,-0.206903795,0.440453099,0.437273121,1.536856038,0.852068457,-0.244223675,3,6,3,2,0,0
797,L. Blas,0.693954883,-0.234987712,-0.208833615,0.348477232,-0.293337283,-0.051777388,-0.280578623,1.3599717,-0.53245128,-0.778452898,1.05431408,-1.042554489,1.069472438,0.362395085,0.229354033,-0.315470488,1.488693032,0.487506593,1.019060937,-0.063325252,1.020072124,-0.013094478,2,3,3,7,1,5
798,A. Blin,-0.733966433,-0.234987712,0.735583124,0.791243501,0.558394502,0.531099062,0.77874343,-0.858618648,1.328955768,0.49180565,0.11189964,-0.106206319,-1.498144059,-1.350405205,0.287106786,-0.693485587,-0.533970596,-1.411318144,-1.2863901,0.65382715,-1.158207179,0.545538532,3,1,2,6,0,4
799,A. Bobichon,0.507704276,0.292207137,0.020031131,0.57959216,-0.154778528,0.091171101,0.058036848,-0.150851029,-0.736535743,-0.703844134,-0.074423255,-1.042554489,1.212556694,0.19119226,-0.240355399,-0.146465315,0.797959182,0.392542481,-0.039524112,0.193661898,-0.0222623,0.446505172,2,3,3,3,1,5
800,Q. Boisgard,-0.299381685,-0.024109772,-0.321784045,0.61007514,-0.599179609,-1.00081168,0.094108391,0.933708878,0.387909682,-0.526608259,1.260358765,-1.042554489,0.150054704,-0.106188471,1.126314204,-0.127529609,0.106129308,0.440453099,1.039113825,9.47E-06,0.078376424,0.293253396,2,3,1,0,1,5
801,D. Bouanga,1.811458521,0.503085076,-1.036469305,0.018427402,-1.10408805,-0.4139466,-1.320439246,1.616539362,-1.049747886,-0.503907764,1.787314088,-0.628292,1.914922694,1.260725401,0.272765428,0.742873601,0.161298835,0.987183747,1.039113825,-0.890677859,-0.34407847,1.52537183,1,3,1,1,1,5
802,H. Boudaoui,-0.733966433,2.822742409,-0.500918167,1.691595898,-0.737859474,-0.654498048,-0.115770955,0.435661533,0.431542566,0.391585175,0.975675604,1.175731118,-0.684832466,0.881169468,-0.996947736,1.281072296,-0.398764495,0.971711819,0.256538465,0.135538551,0.434975516,1.150194037,2,4,0,0,1,5
803,F. Boulaya,0.507704276,0.292207137,0.291072105,0.765740932,-0.084117596,0.28961884,0.148355574,1.006451476,-0.366283216,-0.982298345,-0.207376312,-1.042554489,1.296122367,0.606074498,-0.996947736,1.461711205,2.383899865,1.010222319,1.259603588,0.290333659,1.46505342,-0.957753528,2,0,3,3,1,5
804,B. Bourigeaud,-0.175214614,0.186768167,0.587164875,0.460265193,0.925183107,1.476230718,0.589022241,-0.68597469,-0.20744853,0.323790892,-0.587698277,0.572835242,0.900231886,-0.85950889,-0.692023206,0.521346338,0.068768255,-0.707984424,-0.582409441,0.845029918,0.078376424,0.205534987,3,6,0,0,0,4
805,D. Bradaric,-0.733966433,0.503085076,0.016691219,0.652139932,0.386502755,0.53514516,0.047964986,-0.384762574,-0.339319278,0.430613374,-0.991193662,-0.432533853,-1.058498371,-1.270010513,-0.485445507,1.813133559,-0.627676364,0.496817117,0.229701417,0.403191162,-0.321616745,-0.957753528,3,4,0,2,0,0
806,A. Briancon,-0.423548756,-0.76218256,0.566193266,-1.604933816,0.730542606,1.226066132,0.104751092,-1.355036294,0.453162263,0.773567736,-1.51460176,1.685520891,-0.316754254,-0.653706584,-0.692023206,-1.085728776,-1.262574105,-0.767426959,-1.081448432,-0.129437153,-1.428822317,-1.569280165,0,7,2,6,2,2
807,D. Bronn,-0.733966433,-0.76218256,0.583481294,-1.899309402,0.185652254,1.637076797,-0.590674941,-1.75318325,-0.647650514,0.846640702,-2.083224134,1.876644724,-1.039376885,-1.162742724,-0.996947736,-1.481641438,-1.262574105,-1.33562313,-1.382725378,-0.280117277,-1.275742167,-1.737790384,0,7,2,6,2,2
808,P. Burner,-0.36146522,-0.129548742,1.443838968,0.643185092,0.636255188,0.986537598,1.12404543,0.178888014,0.409792235,0.465220044,-0.929412736,-0.432533853,-0.855813145,-0.796695913,-0.851049586,0.446068653,-0.376820277,0.117569118,0.36129342,1.189074254,-0.601839568,-0.36493891,3,4,0,2,0,0
809,M. Cabit,-0.733966433,2.5064255,0.357554697,0.174492583,-0.129842534,0.427052858,-0.207967302,0.523962045,0.431542566,0.254086662,0.811713031,-1.042554489,-1.713186856,-1.690190859,1.727990139,0.925153428,0.179461869,0.243340658,1.497348694,-0.272860096,-0.700813339,1.164210204,3,4,0,2,0,6
810,A. Caci,0.011035993,3.139059318,1.519346296,0.152781814,0.767668348,1.768545646,0.873071542,-0.257756048,-0.448408501,1.573147496,-0.033707055,0.651994842,-0.718104182,-1.075266228,-1.039876767,0.89779258,0.372208806,-0.42939408,-0.79071019,1.159399261,-0.001886819,0.545538532,3,6,0,0,0,0
811,M. Cafaro,-0.175214614,1.241157864,-0.470190268,-0.152066629,-0.240237382,0.884986123,-1.10475542,1.395964104,0.453162263,-0.934778762,0.05960613,-1.042554489,2.012118964,0.551047893,1.26655475,1.957789406,1.849210717,1.002565195,1.896198873,-0.349699436,0.574282235,0.859157669,2,3,1,7,1,3
812,A. Calabresi,-0.423548756,-0.234987712,0.826126925,-1.055493159,-0.448113682,1.245661523,-0.268178829,0.262691453,1.379301608,0.833514217,0.406020657,0.957481393,-1.19661577,-1.089576295,0.371838773,0.389398117,-0.651575148,-0.874797794,-0.322036898,-0.297838399,-1.04472594,0.005582969,3,1,2,5,0,6
813,M. Camara,-0.733966433,-0.76218256,-0.156687033,0.813697355,0.707929061,-0.342194281,0.607002961,-0.550474557,1.412478514,0.438345682,0.192623973,-0.106206319,-0.448503767,-0.488539346,0.385746482,-0.631183966,-0.749153746,-0.250572402,0.019431263,0.490814937,-1.305793789,0.736613137,3,1,0,5,0,0
814,E. Camavinga,-0.485632291,0.081329197,-0.173288127,0.411558408,0.735889006,-0.090655419,0.385370722,-0.587070651,2.11525901,0.379755655,0.694563883,0.612560557,-0.478750703,-0.977927891,1.539654016,-1.334454167,-0.443148546,0.314022614,0.89550799,0.161363594,-0.777047554,1.260986176,3,1,0,0,0,0
815,M. Caqueret,-0.733966433,-0.76218256,1.013463826,-0.269641999,1.189266263,0.190554744,1.29542142,0.372789081,-0.647650514,1.171308034,0.711977386,0.328122385,-0.556012036,-0.457118047,1.115269152,-0.784264895,1.406211072,-0.782499896,-0.952990771,1.230196905,1.386074514,1.588852884,3,6,2,6,0,4
816,I. Cardona,1.438957308,-0.129548742,-1.066302176,0.097670441,-0.691278235,-0.708025173,-0.903118455,0.56266806,1.066089464,-1.073045821,0.000842736,-1.042554489,1.42000418,1.592995991,-0.503687084,0.606651656,1.723149546,0.128282861,0.58309788,-0.550997462,1.208159304,0.097697661,2,3,1,1,3,1
817,M. Cassamá,-0.733966433,0.713963016,1.162081049,0.802495488,1.984359665,1.267812535,1.717461704,0.080796494,0.974021303,0.363894469,-0.603387666,0.328122385,-0.359902447,-1.434251351,0.561283392,-1.481641438,0.797959182,-0.592983803,-0.406065533,1.701031748,-0.751439411,-0.596068107,3,6,2,6,0,0
818,J. Castelletto,-0.423548756,-0.76218256,0.909344061,-0.804081585,0.860061817,1.256769179,0.536181681,-1.655012901,0.066707149,1.261498849,-0.909856724,2.210330777,-1.386226571,-1.366888976,-1.105363018,-1.3168274,-1.008222035,-0.649855645,-0.713090414,0.45571602,-1.04472594,0.133963913,0,5,2,6,2,2
819,F. Centonze,-0.733966433,0.292207137,0.636783151,-0.11945917,-0.398318361,0.898397317,-0.164396691,0.456125657,0.018388721,0.977318586,0.115607024,0.244015114,-1.058498371,-0.898189665,0.214752513,0.962812689,-0.799180092,1.100410133,0.863714682,-0.211583182,-0.650954357,-1.151498852,3,4,0,2,0,6
820,B. Chardonnet,-0.733966433,-0.76218256,1.036678797,-1.250916881,1.653123318,1.577167167,1.0349312,-1.767669389,0.387909682,0.904863071,-0.815960451,1.520897792,-1.039376885,-1.019051837,-1.217556588,-1.132953167,-0.981267658,-0.129898936,-1.639786563,1.098299699,-1.589372685,-0.934175268,0,5,2,6,2,2
821,J. Chotard,-0.733966433,-0.76218256,0.213108789,-0.222793963,0.268447906,1.436328933,-0.268178829,-0.239477664,0.253745003,0.503112615,-0.058859942,0.244015114,-0.540367209,-1.223315494,0.508284176,-0.500871051,-0.557119607,-1.469554181,-1.148046903,-0.282194998,-0.482167114,1.150194037,3,1,2,4,0,4
822,M. Chouiar,0.693954883,-0.76218256,-0.412337708,0.554936913,-0.813342444,-0.982814051,-0.356327008,1.720146331,-1.149284242,-0.685538231,1.190154129,-0.728907187,1.011534871,0.870667748,0.018648885,0.330996918,1.27175171,1.54774374,0.916497209,-0.494420132,0.625038457,1.122015107,2,3,1,7,1,5
823,A. Claude-Maurice,-0.423548756,-0.234987712,-0.803279179,1.174873149,-0.658663015,-1.325268833,-0.161857721,1.223884393,-1.149284242,-0.855381473,0.558841369,-0.016491646,0.917681899,0.723074453,1.400940825,-0.224140585,0.521054651,1.347063845,1.815021441,-0.183539984,0.399207448,-0.910733695,2,3,1,7,1,5
824,R. Coly,0.073119528,-0.76218256,1.411179948,0.681761182,0.71980639,0.555247923,1.332897341,-0.276227857,0.917628471,0.817007575,-0.549867614,-1.042554489,-0.463581406,-0.176904439,-0.028353843,0.216442283,-0.580451616,0.096009815,-0.510482484,1.44304965,-0.828869567,0.673919477,3,6,2,6,0,0
825,M. Cornet,0.818121953,0.503085076,-0.356245445,0.983846342,0.099250452,-0.147606947,0.10702566,0.733903843,-0.105323415,0.645586098,0.266305831,-0.432533853,0.502405209,0.563410689,0.921463027,1.330056108,-0.065850427,0.994885715,0.820732083,0.085652197,0.574282235,-0.468362965,2,3,3,7,0,6
826,Q. Cornette,-0.733966433,4.088010045,-0.532166903,0.108789759,-0.309548386,0.11146634,-1.033665634,1.816080896,-1.392832972,0.351931497,1.039875757,0.071752229,-0.768858644,0.19119226,0.155675082,2.974844754,-0.145625115,1.25812725,1.403004858,-0.199522511,-0.34407847,0.396063852,2,0,1,2,1,3
827,S. Coulibaly,-0.733966433,-0.76218256,1.469859933,-1.93239955,0.98823471,1.305968497,0.877500232,-1.523705174,-1.392832972,1.642919508,-0.766361882,3.346355175,-1.156367451,-0.735840047,-0.750741484,-1.481641438,-1.262574105,-1.155400582,-0.322036898,0.705004657,-1.589372685,-0.574501869,0,7,2,6,2,2
828,N. Cozza,-0.733966433,-0.76218256,0.685100957,-0.475595986,-0.171578356,1.040014284,-0.064838821,-1.099129708,0.49601597,0.843365604,-1.897647136,0.957481393,-1.364433056,-0.759955357,-0.240355399,-1.481641438,-1.262574105,-0.752439909,-1.262834483,0.060741956,-1.129467872,-1.201421216,0,7,2,6,2,2
829,W. Cyprien,1.314790237,0.713963016,0.627205824,0.816490043,1.44930714,0.752644916,1.240255403,-0.451908149,-0.76665867,-0.673409106,-1.440803819,-0.779928951,1.571701482,-1.005247431,0.454397903,-0.618963537,0.143023335,-0.42939408,-0.272848281,1.353879996,-0.529515122,-1.201421216,3,6,3,3,0,4
830,J. Cádiz,0.569787812,1.452035803,-1.686031492,-0.825438953,-1.640077772,-1.180830778,-1.794044601,1.135175852,-0.259618557,-1.921283379,2.056839521,-0.016491646,1.531235595,1.643267909,1.370422779,0.052179089,0.96910763,0.606046109,0.523292746,-1.965138667,-0.001886819,0.479786513,1,2,1,1,3,1
831,C. Dagba,-0.733966433,-0.76218256,-0.180714648,1.68172225,0.549030247,-1.08397066,0.705679314,-0.384762574,0.723004378,0.014095155,-0.71278481,-0.384686819,-1.408212103,0.213431384,-1.286798604,1.473983914,-1.262574105,0.994885715,0.571242472,0.852633446,-0.233272384,0.62625299,3,4,0,2,0,0
832,J. Lucas,1.625207914,-0.76218256,-0.030714217,2.139897452,1.264302225,-0.176733231,1.32600053,0.633925698,0.36589329,-0.303249232,1.768317532,-1.042554489,1.227960086,0.376007093,1.081904815,0.541372601,0.389122799,0.170706687,-0.13044624,1.230733091,0.252115707,1.63892981,2,6,3,3,0,0
