,Date,Time,Open,High,Low,Last,ATR,FractalSell,FractalWk,OpenTrade,StopLoss,TakeProfit,Close Trade,OpenTradeNew,StoplossNew,TakeProfitNew,CloseTradeNew
141, '2010/8/16', '00:00:00.0',1.56134,1.57029,1.54634,1.5533,0.03748,0.0,1.42209,1.5203,1.42209,1.7167199999999998,0.0,1.5203,1.42209,1.7167199999999998,0.0
142, '2010/8/23', '00:00:00.0',1.55349,1.56196,1.53727,1.5514,0.03733,0.0,1.42209,1.5203,1.42209,1.7167199999999998,0.0,1.5203,1.42209,1.7167199999999998,0.0
143, '2010/8/30', '00:00:00.0',1.5531,1.55767,1.53269,1.54665,0.03646,0.0,1.42209,1.5203,1.42209,1.7167199999999998,0.0,1.5203,1.42209,1.7167199999999998,0.0
144, '2010/9/6', '00:00:00.0',1.54305,1.55334,1.52969,1.53537,0.03647,1.52922,1.52922,1.5203,1.42209,1.7167199999999998,0.0,1.5203,1.42209,1.7167199999999998,0.0
145, '2010/9/13', '00:00:00.0',1.5357,1.57295,1.53486,1.56225,0.03618,0.0,1.52922,1.5203,1.52922,1.7167199999999998,0.0,1.5203,1.52922,1.7167199999999998,0.0
146, '2010/9/20', '00:00:00.0',1.56533,1.58437,1.55035,1.58207,0.0359,0.0,1.52922,1.5203,1.52922,1.7167199999999998,0.0,1.5203,1.52922,1.7167199999999998,0.0
147, '2010/9/27', '00:00:00.0',1.5822,1.59233,1.56702,1.5835,0.03519,0.0,1.52922,1.5203,1.52922,1.7167199999999998,0.0,1.5203,1.52922,1.7167199999999998,0.0
148, '2010/10/4', '00:00:00.0',1.57997,1.60182,1.57489,1.59523,0.03494,0.0,1.52922,1.5203,1.52922,1.7167199999999998,0.0,1.5203,1.52922,1.7167199999999998,0.0
149, '2010/10/11', '00:00:00.0',1.59518,1.61074,1.57551,1.59851,0.03476,0.0,1.52922,1.5203,1.52922,1.7167199999999998,0.0,1.5203,1.52922,1.7167199999999998,0.0
150, '2010/10/18', '00:00:00.0',1.5978,1.60045,1.56505,1.56806,0.0349,1.56434,1.56434,1.5203,1.52922,1.7167199999999998,0.0,1.5203,1.52922,1.7167199999999998,0.0
151, '2010/10/25', '00:00:00.0',1.56765,1.60377,1.56629,1.60223,0.03479,0.0,1.56434,1.5203,1.56434,1.7167199999999998,0.0,1.5203,1.56434,1.7167199999999998,0.0
152, '2010/11/1', '00:00:00.0',1.60475,1.62992,1.59616,1.61862,0.03504,0.0,1.56434,1.5203,1.56434,1.7167199999999998,0.0,1.5203,1.56434,1.7167199999999998,0.0
153, '2010/11/8', '00:00:00.0',1.61855,1.62139,1.59521,1.6137,0.03529,0.0,1.56434,1.5203,1.56434,1.7167199999999998,0.0,1.5203,1.56434,1.7167199999999998,0.0
154, '2010/11/15', '00:00:00.0',1.61495,1.61545,1.58392,1.59875,0.0354,0.0,1.56434,1.5203,1.56434,1.7167199999999998,0.0,1.5203,1.56434,1.7167199999999998,0.0
155, '2010/11/22', '00:00:00.0',1.59794,1.60846,1.55763,1.55926,0.03586,0.0,1.56434,1.5203,1.56434,1.7167199999999998,0.04404000000000008,1.5203,1.56434,1.7167199999999998,0.04404000000000008
156, '2010/11/29', '00:00:00.0',1.55966,1.5788,1.5485,1.57715,0.03402,0.0,1.56434,1.55966,1.56434,1.5503,0.0046800000000000175,1.55966,1.56434,1.5503,0.0046800000000000175
157, '2010/12/6', '00:00:00.0',1.57653,1.58625,1.56558,1.58107,0.03286,0.0,1.56434,1.57653,1.56434,1.6009099999999998,0.0,1.57653,1.56434,1.6009099999999998,0.0
158, '2010/12/13', '00:00:00.0',1.58,1.59114,1.54546,1.5519,0.03332,0.0,1.56434,1.57653,1.56434,1.6009099999999998,-0.012189999999999923,1.57653,1.56434,1.6009099999999998,-0.012189999999999923
159, '2010/12/20', '00:00:00.0',1.55155,1.55769,1.53564,1.54432,0.03288,0.0,1.56434,1.55155,1.56434,1.5259699999999998,0.012790000000000079,1.55155,1.56434,1.5259699999999998,0.012790000000000079
160, '2010/12/27', '00:00:00.0',1.54423,1.56659,1.53451,1.55961,0.03277,1.53386,1.53386,1.54423,1.53386,1.56497,0.02073999999999998,1.54423,1.53386,1.56497,0.02073999999999998
161, '2011/1/3', '00:00:00.0',1.55951,1.56459,1.5406,1.55495,0.03219,0.0,1.53386,1.55951,1.53386,1.6108099999999999,0.0,1.55951,1.53386,1.6108099999999999,0.0
162, '2011/1/10', '00:00:00.0',1.55235,1.58891,1.54753,1.58731,0.03241,0.0,1.53386,1.55951,1.53386,1.6108099999999999,0.0,1.55951,1.53386,1.6108099999999999,0.0
163, '2011/1/17', '00:00:00.0',1.5865,1.606,1.58355,1.60044,0.03185,0.0,1.53386,1.55951,1.53386,1.6108099999999999,0.0,1.55951,1.53386,1.6108099999999999,0.0
164, '2011/1/24', '00:00:00.0',1.60079,1.60171,1.57509,1.58628,0.03156,0.0,1.53386,1.55951,1.53386,1.6108099999999999,0.0,1.55951,1.53386,1.6108099999999999,0.0
165, '2011/1/31', '00:00:00.0',1.58487,1.62787,1.58216,1.60979,0.03244,0.0,1.53386,1.55951,1.53386,1.6108099999999999,0.0512999999999999,1.55951,1.53386,1.6108099999999999,0.0512999999999999
166, '2011/2/7', '00:00:00.0',1.60979,1.61854,1.59634,1.59991,0.03144,0.0,1.53386,1.60979,1.53386,1.7616500000000002,0.0,1.60979,1.53386,1.7616500000000002,0.0
167, '2011/2/14', '00:00:00.0',1.59883,1.62634,1.59818,1.6233,0.03129,0.0,1.53386,1.60979,1.53386,1.7616500000000002,0.0,1.60979,1.53386,1.7616500000000002,0.0
168, '2011/2/21', '00:00:00.0',1.62596,1.62743,1.60312,1.6115,0.03106,0.0,1.53386,1.60979,1.53386,1.7616500000000002,0.0,1.60979,1.53386,1.7616500000000002,0.0
169, '2011/2/28', '00:00:00.0',1.61126,1.63443,1.60719,1.6272,0.03094,0.0,1.53386,1.60979,1.53386,1.7616500000000002,0.0,1.60979,1.53386,1.7616500000000002,0.0
170, '2011/3/7', '00:00:00.0',1.62775,1.63421,1.59774,1.60875,0.03071,1.59701,1.59701,1.60979,1.53386,1.7616500000000002,0.0,1.60979,1.53386,1.7616500000000002,0.0
171, '2011/3/14', '00:00:00.0',1.60938,1.62567,1.59787,1.6228,0.03084,0.0,1.59701,1.60979,1.59701,1.7616500000000002,0.0,1.60979,1.59701,1.7616500000000002,0.0
172, '2011/3/21', '00:00:00.0',1.62353,1.64011,1.60081,1.60197,0.03133,0.0,1.59701,1.60979,1.59701,1.7616500000000002,0.0,1.60979,1.59701,1.7616500000000002,0.0
173, '2011/3/28', '00:00:00.0',1.60012,1.61513,1.59368,1.61194,0.03121,1.59326,1.59326,1.60979,1.59701,1.7616500000000002,-0.012780000000000014,1.60979,1.59701,1.7616500000000002,-0.012780000000000014
174, '2011/4/4', '00:00:00.0',1.6107,1.64281,1.60918,1.63805,0.03154,0.0,1.59326,1.6107,1.59326,1.6455800000000003,0.0,1.6107,1.59326,1.6455800000000003,0.0
175, '2011/4/11', '00:00:00.0',1.63772,1.64265,1.62277,1.62955,0.03094,0.0,1.59326,1.6107,1.59326,1.6455800000000003,0.0,1.6107,1.59326,1.6455800000000003,0.0
176, '2011/4/18', '00:00:00.0',1.63104,1.65997,1.61661,1.65162,0.03125,0.0,1.59326,1.6107,1.59326,1.6455800000000003,0.034880000000000244,1.6107,1.59326,1.6455800000000003,0.034880000000000244
177, '2011/4/25', '00:00:00.0',1.653,1.67465,1.64315,1.67041,0.03145,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
178, '2011/5/2', '00:00:00.0',1.67139,1.67386,1.63554,1.6398,0.03183,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
179, '2011/5/9', '00:00:00.0',1.6398,1.65179,1.6147,1.61885,0.03189,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
180, '2011/5/16', '00:00:00.0',1.62115,1.63054,1.61053,1.62443,0.03138,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
181, '2011/5/23', '00:00:00.0',1.62255,1.65097,1.60579,1.64817,0.03164,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
182, '2011/5/30', '00:00:00.0',1.6501,1.65473,1.62857,1.64313,0.03138,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
183, '2011/6/6', '00:00:00.0',1.64163,1.64728,1.62172,1.62258,0.03136,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
184, '2011/6/13', '00:00:00.0',1.62316,1.64418,1.6079,1.61803,0.03152,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
185, '2011/6/20', '00:00:00.0',1.6163,1.62632,1.59384,1.59635,0.03091,0.0,1.59326,1.653,1.59326,1.7724800000000003,0.0,1.653,1.59326,1.7724800000000003,0.0
186, '2011/6/27', '00:00:00.0',1.59634,1.6119,1.59119,1.60664,0.03059,0.0,1.59326,1.653,1.59326,1.7724800000000003,-0.059740000000000126,1.653,1.59326,1.7724800000000003,-0.059740000000000126
187, '2011/7/4', '00:00:00.0',1.60623,1.61406,1.59318,1.60446,0.0306,0.0,1.59326,1.60623,1.59326,1.6321700000000003,-0.012970000000000148,1.60623,1.59326,1.6321700000000003,-0.012970000000000148
188, '2011/7/11', '00:00:00.0',1.60171,1.61936,1.57803,1.61295,0.03045,1.57721,1.57721,1.60171,1.59326,1.65071,-0.008450000000000069,1.60171,1.59326,1.61861,-0.008450000000000069
189, '2011/7/18', '00:00:00.0',1.61105,1.63412,1.60054,1.63015,0.03084,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
190, '2011/7/25', '00:00:00.0',1.63358,1.64705,1.62613,1.64202,0.03046,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
191, '2011/8/1', '00:00:00.0',1.64264,1.64755,1.62247,1.639,0.0305,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
192, '2011/8/8', '00:00:00.0',1.64711,1.64785,1.61119,1.628,0.03034,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
193, '2011/8/15', '00:00:00.0',1.62786,1.66181,1.62556,1.64722,0.0308,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
194, '2011/8/22', '00:00:00.0',1.64698,1.65732,1.6208,1.63485,0.03113,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
195, '2011/8/29', '00:00:00.0',1.63511,1.64544,1.61319,1.62216,0.03069,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
196, '2011/9/5', '00:00:00.0',1.61535,1.62092,1.58442,1.5878,0.0312,0.0,1.57721,1.61105,1.57721,1.6787300000000003,0.0,1.61105,1.57721,1.6787300000000003,0.0
197, '2011/9/12', '00:00:00.0',1.58361,1.5886,1.57065,1.57955,0.03086,0.0,1.57721,1.61105,1.57721,1.6787300000000003,-0.03384000000000009,1.61105,1.57721,1.6787300000000003,-0.03384000000000009
198, '2011/9/19', '00:00:00.0',1.57328,1.57572,1.53283,1.54763,0.03161,0.0,1.57721,1.57328,1.57721,1.56542,0.003929999999999989,1.57328,1.57721,1.56542,0.003929999999999989
199, '2011/9/26', '00:00:00.0',1.54821,1.57159,1.54326,1.55922,0.03165,0.0,1.57721,1.54821,1.57721,1.4902100000000003,0.028999999999999915,1.54821,1.57721,1.4902100000000003,0.028999999999999915
200, '2011/10/3', '00:00:00.0',1.55512,1.56463,1.52718,1.55617,0.03168,1.52643,1.52643,1.55512,1.52643,1.6125000000000003,0.0,1.55512,1.52643,1.6125000000000003,0.0
201, '2011/10/10', '00:00:00.0',1.55598,1.58525,1.55278,1.58133,0.03183,0.0,1.52643,1.55512,1.52643,1.6125000000000003,0.0,1.55512,1.52643,1.6125000000000003,0.0
202, '2011/10/17', '00:00:00.0',1.58308,1.59738,1.56315,1.59689,0.03167,0.0,1.52643,1.55512,1.52643,1.6125000000000003,0.0,1.55512,1.52643,1.6125000000000003,0.0
203, '2011/10/24', '00:00:00.0',1.59352,1.61527,1.58911,1.61276,0.03182,0.0,1.52643,1.55512,1.52643,1.6125000000000003,0.05738000000000021,1.55512,1.52643,1.6125000000000003,0.05738000000000021
204, '2011/10/31', '00:00:00.0',1.6127,1.61668,1.58766,1.60198,0.03167,0.0,1.52643,1.6127,1.52643,1.7852400000000002,0.0,1.6127,1.52643,1.7852400000000002,0.0
205, '2011/11/7', '00:00:00.0',1.60688,1.61302,1.58688,1.60782,0.03188,0.0,1.52643,1.6127,1.52643,1.7852400000000002,0.0,1.6127,1.52643,1.7852400000000002,0.0
206, '2011/11/14', '00:00:00.0',1.60904,1.60928,1.56916,1.57875,0.03177,0.0,1.52643,1.6127,1.52643,1.7852400000000002,0.0,1.6127,1.52643,1.7852400000000002,0.0
207, '2011/11/21', '00:00:00.0',1.57922,1.58,1.54232,1.54527,0.03198,1.54157,1.54157,1.6127,1.52643,1.7852400000000002,0.0,1.6127,1.52643,1.7852400000000002,0.0
208, '2011/11/28', '00:00:00.0',1.54869,1.57801,1.54589,1.56011,0.03179,0.0,1.54157,1.6127,1.54157,1.7852400000000002,0.0,1.6127,1.54157,1.7852400000000002,0.0
209, '2011/12/5', '00:00:00.0',1.56282,1.57701,1.55617,1.56705,0.03125,0.0,1.54157,1.6127,1.54157,1.7852400000000002,0.0,1.6127,1.54157,1.7852400000000002,0.0
210, '2011/12/12', '00:00:00.0',1.5654,1.56586,1.54085,1.55471,0.03145,0.0,1.54157,1.6127,1.54157,1.7852400000000002,-0.07112999999999992,1.6127,1.54157,1.7852400000000002,-0.07112999999999992
211, '2011/12/19', '00:00:00.0',1.55443,1.57744,1.54656,1.55874,0.03098,0.0,1.54157,1.55443,1.54157,1.5801499999999997,0.0,1.55443,1.54157,1.5801499999999997,0.0
212, '2011/12/26', '00:00:00.0',1.55874,1.57019,1.53616,1.55468,0.03124,0.0,1.54157,1.55443,1.54157,1.5801499999999997,-0.012859999999999872,1.55443,1.54157,1.5801499999999997,-0.012859999999999872
213, '2012/1/2', '00:00:00.0',1.55468,1.56701,1.53759,1.5426,0.03137,0.0,1.54157,1.55468,1.54157,1.5809,-0.013109999999999955,1.55468,1.54157,1.5809,-0.013109999999999955
214, '2012/1/9', '00:00:00.0',1.54243,1.5501,1.52336,1.5315,0.03105,1.52282,1.52282,1.54243,1.54157,1.5816499999999998,-0.0008599999999998609,1.54243,1.54157,1.5441499999999997,-0.0008599999999998609
215, '2012/1/16', '00:00:00.0',1.52811,1.55782,1.52782,1.55755,0.03097,0.0,1.52282,1.52811,1.52282,1.5386900000000001,0.010580000000000034,1.52811,1.52282,1.5386900000000001,0.010580000000000034
216, '2012/1/23', '00:00:00.0',1.55576,1.57408,1.5517,1.5728,0.03102,0.0,1.52282,1.55576,1.52282,1.62164,0.0,1.55576,1.52282,1.62164,0.0
217, '2012/1/30', '00:00:00.0',1.57355,1.58831,1.56541,1.58141,0.03109,0.0,1.52282,1.55576,1.52282,1.62164,0.0,1.55576,1.52282,1.62164,0.0
218, '2012/2/6', '00:00:00.0',1.58063,1.5929,1.57301,1.57547,0.03038,0.0,1.52282,1.55576,1.52282,1.62164,0.0,1.55576,1.52282,1.62164,0.0
219, '2012/2/13', '00:00:00.0',1.57782,1.58623,1.56449,1.58306,0.02998,1.56406,1.56406,1.55576,1.52282,1.62164,0.0,1.55576,1.52282,1.62164,0.0
220, '2012/2/20', '00:00:00.0',1.58465,1.58995,1.56487,1.58772,0.03012,0.0,1.56406,1.55576,1.56406,1.62164,0.0,1.55576,1.56406,1.62164,0.0
221, '2012/2/27', '00:00:00.0',1.58875,1.59922,1.57999,1.58328,0.02992,0.0,1.56406,1.55576,1.56406,1.62164,0.0,1.55576,1.56406,1.62164,0.0
222, '2012/3/5', '00:00:00.0',1.58425,1.58826,1.56625,1.56743,0.02944,0.0,1.56406,1.55576,1.56406,1.62164,0.0,1.55576,1.56406,1.62164,0.0
223, '2012/3/12', '00:00:00.0',1.56715,1.58613,1.56027,1.58439,0.02909,1.55975,1.55975,1.55576,1.56406,1.62164,0.008299999999999974,1.55576,1.56406,1.62164,0.008299999999999974
224, '2012/3/19', '00:00:00.0',1.5841,1.59233,1.57709,1.58688,0.02838,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
225, '2012/3/26', '00:00:00.0',1.58759,1.60374,1.58015,1.60113,0.02809,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
226, '2012/4/2', '00:00:00.0',1.60245,1.60629,1.58053,1.58723,0.02769,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
227, '2012/4/9', '00:00:00.0',1.58925,1.59853,1.58091,1.58475,0.02768,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
228, '2012/4/16', '00:00:00.0',1.58524,1.615,1.58191,1.6122,0.02723,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
229, '2012/4/23', '00:00:00.0',1.61217,1.62805,1.60769,1.62653,0.02696,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
230, '2012/4/30', '00:00:00.0',1.62744,1.63017,1.61416,1.61518,0.02625,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
231, '2012/5/7', '00:00:00.0',1.61375,1.61988,1.6062,1.6069,0.02562,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
232, '2012/5/14', '00:00:00.0',1.60652,1.61231,1.57316,1.58184,0.02578,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
233, '2012/5/21', '00:00:00.0',1.58,1.58483,1.56304,1.56575,0.02564,0.0,1.55975,1.5841,1.55975,1.6328000000000003,0.0,1.5841,1.55975,1.6328000000000003,0.0
234, '2012/5/28', '00:00:00.0',1.56925,1.57174,1.52684,1.53601,0.02617,1.52594,1.52594,1.5841,1.55975,1.6328000000000003,-0.024350000000000094,1.5841,1.55975,1.6328000000000003,-0.024350000000000094
235, '2012/6/4', '00:00:00.0',1.53615,1.56012,1.53212,1.54722,0.02623,0.0,1.52594,1.53615,1.52594,1.5565699999999996,0.02041999999999966,1.53615,1.52594,1.5565699999999996,0.02041999999999966
236, '2012/6/11', '00:00:00.0',1.55121,1.57274,1.54542,1.57175,0.0258,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
237, '2012/6/18', '00:00:00.0',1.57116,1.57778,1.55572,1.55892,0.02528,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
238, '2012/6/25', '00:00:00.0',1.55676,1.57156,1.54853,1.57019,0.02496,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
239, '2012/7/2', '00:00:00.0',1.5698,1.5722,1.5461,1.54898,0.02513,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
240, '2012/7/9', '00:00:00.0',1.54789,1.5581,1.53932,1.5574,0.02489,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
241, '2012/7/16', '00:00:00.0',1.55774,1.57375,1.55174,1.56251,0.02459,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
242, '2012/7/23', '00:00:00.0',1.5624,1.57682,1.54586,1.5744,0.02449,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
243, '2012/7/30', '00:00:00.0',1.5738,1.57525,1.54905,1.56479,0.02438,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
244, '2012/8/6', '00:00:00.0',1.5614,1.57014,1.55469,1.56872,0.02401,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
245, '2012/8/13', '00:00:00.0',1.56734,1.57448,1.56366,1.56955,0.02337,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
246, '2012/8/20', '00:00:00.0',1.5708,1.59126,1.56781,1.5811,0.0234,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
247, '2012/8/27', '00:00:00.0',1.5821,1.58959,1.5754,1.58672,0.02311,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.0,1.55121,1.52594,1.6017499999999998,0.0
248, '2012/9/3', '00:00:00.0',1.58809,1.60344,1.5826,1.60069,0.02314,0.0,1.52594,1.55121,1.52594,1.6017499999999998,0.05053999999999981,1.55121,1.52594,1.6017499999999998,0.05053999999999981
249, '2012/9/10', '00:00:00.0',1.60164,1.6256,1.59595,1.62162,0.02341,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
250, '2012/9/17', '00:00:00.0',1.62225,1.63097,1.61636,1.62294,0.02306,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
251, '2012/9/24', '00:00:00.0',1.62376,1.62722,1.61133,1.61611,0.02295,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
252, '2012/10/1', '00:00:00.0',1.61469,1.62173,1.60671,1.61296,0.02271,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
253, '2012/10/8', '00:00:00.0',1.6135,1.61429,1.59765,1.60719,0.02241,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
254, '2012/10/15', '00:00:00.0',1.60756,1.61786,1.59969,1.60061,0.0225,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
255, '2012/10/22', '00:00:00.0',1.60133,1.61438,1.59136,1.6103,0.02248,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
256, '2012/10/29', '00:00:00.0',1.61053,1.6175,1.60071,1.60242,0.02218,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
257, '2012/11/5', '00:00:00.0',1.6011,1.60425,1.58872,1.58987,0.02212,0.0,1.52594,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
258, '2012/11/12', '00:00:00.0',1.59035,1.59156,1.58265,1.58843,0.02131,1.58248,1.58248,1.60164,1.52594,1.7530399999999997,0.0,1.60164,1.52594,1.7530399999999997,0.0
259, '2012/11/19', '00:00:00.0',1.5887,1.60515,1.58828,1.60313,0.02119,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
260, '2012/11/26', '00:00:00.0',1.60293,1.60624,1.59623,1.60096,0.02099,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
261, '2012/12/3', '00:00:00.0',1.60177,1.61309,1.6002,1.60417,0.02097,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
262, '2012/12/10', '00:00:00.0',1.60377,1.61777,1.60142,1.6169,0.02021,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
263, '2012/12/17', '00:00:00.0',1.6167,1.63069,1.61524,1.61699,0.02,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
264, '2012/12/24', '00:00:00.0',1.61553,1.62062,1.60672,1.61699,0.01896,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
265, '2012/12/31', '00:00:00.0',1.61751,1.63446,1.60095,1.60683,0.01915,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
266, '2013/1/7', '00:00:00.0',1.60751,1.61801,1.59928,1.61257,0.01886,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
267, '2013/1/14', '00:00:00.0',1.61322,1.61547,1.58543,1.58653,0.01913,0.0,1.58248,1.60164,1.58248,1.7530399999999997,0.0,1.60164,1.58248,1.7530399999999997,0.0
268, '2013/1/21', '00:00:00.0',1.58484,1.58935,1.57459,1.58018,0.01885,0.0,1.58248,1.60164,1.58248,1.7530399999999997,-0.019159999999999844,1.60164,1.58248,1.7530399999999997,-0.019159999999999844
269, '2013/1/28', '00:00:00.0',1.57614,1.58785,1.56747,1.56985,0.01866,0.0,1.58248,1.57614,1.58248,1.56346,0.006340000000000012,1.57614,1.58248,1.56346,0.006340000000000012
270, '2013/2/4', '00:00:00.0',1.56937,1.58446,1.56308,1.57977,0.01875,0.0,1.58248,1.56937,1.58248,1.5431499999999996,0.013110000000000177,1.56937,1.58248,1.5431499999999996,0.013110000000000177
271, '2013/2/11', '00:00:00.0',1.58021,1.58101,1.54618,1.55161,0.01917,0.0,1.58248,1.58021,1.58248,1.5756699999999995,0.0022700000000002163,1.58021,1.58248,1.5756699999999995,0.0022700000000002163
272, '2013/2/18', '00:00:00.0',1.5505,1.55094,1.51323,1.51731,0.01942,0.0,1.58248,1.5505,1.58248,1.4865399999999998,0.03198000000000012,1.5505,1.58248,1.4865399999999998,0.03198000000000012
273, '2013/2/25', '00:00:00.0',1.50778,1.5222,1.49856,1.50424,0.01934,0.0,1.58248,1.50778,1.58248,1.3583799999999995,0.07470000000000021,1.50778,1.58248,1.3583799999999995,0.07470000000000021
274, '2013/3/4', '00:00:00.0',1.50435,1.51992,1.48853,1.49179,0.01987,0.0,1.58248,1.50435,1.58248,1.34809,0.07813000000000003,1.50435,1.58248,1.34809,0.07813000000000003
275, '2013/3/11', '00:00:00.0',1.49203,1.51765,1.48317,1.51135,0.02066,1.48248,1.48248,1.49203,1.48248,1.5111299999999999,0.019099999999999895,1.49203,1.48248,1.5111299999999999,0.019099999999999895
276, '2013/3/18', '00:00:00.0',1.5123,1.5248,1.50269,1.52299,0.02061,0.0,1.48248,1.5123,1.48248,1.57194,0.0,1.5123,1.48248,1.57194,0.0
277, '2013/3/25', '00:00:00.0',1.52351,1.52607,1.50931,1.52047,0.0207,0.0,1.48248,1.5123,1.48248,1.57194,0.0,1.5123,1.48248,1.57194,0.0
278, '2013/4/1', '00:00:00.0',1.51936,1.53636,1.50335,1.53416,0.0211,0.0,1.48248,1.5123,1.48248,1.57194,0.0,1.5123,1.48248,1.57194,0.0
