#,product_name,company_name,substance_name,cas_number,company_id
4807,"4,4'-(9-Fluorenylidene)diphenol",Chemical Point Italia s.r.l,"4,4'-(9-Fluorenylidene)Diphenol",3236-71-3,55523
4808,4-(4-Amino-phenoxy)-pyridine-2-carboxylic acid methylamide,Cenik Chemicals,N-Methyl-4-(4-Aminophenoxy)Pyridine-2-Carboxamide Sorafenib Intermediates Ii,284462-37-9,26063
4809,4-(4-Aminophenyl)butyric acid,Chemical Point Italia s.r.l,4-(4-Aminophenyl)Butyric Acid,15118-60-2,55523
4810,4-(4-Aminophenyl)morpholin-3-one,Cenik Chemicals,4-(4-Aminophenyl)Morpholin-3-One,438056-69-0,26063
4811,"4,4'-Azobis(4-cyanopentanoic acid)",Chemical Point Italia s.r.l,"4,4'-Azobis(4-Cyanovaleric Acid)",2638-94-0,55523
4812,"4,4'-Bicyclohexyldiol",Chemical Point Italia s.r.l,"4,4'-Bicyclohexanol",20601-38-1,55523
4813,"4,4'-Biphenol","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,4'-Biphenol",92-88-6,17191
4814,"4,4'-Biphenyldicarbonitrile",Cenik Chemicals,"4,4'-Biphenyldicarbonitrile",1591-30-6,26063
4815,"4,4'-Biphenyldicarbonitrile",Chemical Point Italia s.r.l,"4,4'-Biphenyldicarbonitrile",1591-30-6,55523
4816,"4,4'-BIPHENYLDICARBONITRILE","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,4'-Biphenyldicarbonitrile",1591-30-6,17191
4817,"4,4´-Bis(2-benzoxazolyl)stilbene",Chemical Point Italia s.r.l,"2,2'-(1,2-Ethenediyldi-4,1-phenylene)bisbenzoxazole",1533-45-5,55523
4818,"4,4'-Bis(4-aminophenoxy)biphenyl","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,4'-Bis(4-Aminophenoxy)Biphenyl",13080-85-8,17191
4819,"4,4´-Bis[(4-chlorophenyl)sulfonyl]-1,1´-biphenyl",Chemical Point Italia s.r.l,"4,4'-Bis(4-Chlorophenyl)Sulfonyl-1,1'-Biphenyl",22287-56-5,55523
4820,"4,4'-Bis(chloromethyl)-1,1'-biphenyl",Chemical Point Italia s.r.l,"4,4'-Bis(chloromethyl)biphenyl",1667-10-3,55523
4821,"4,4'-Bis(chlorosulfonyl)biphenyl ether",Chemical Point Italia s.r.l,"4,4'-Oxydibenzenesulfonyl Chloride",121-63-1,55523
4822,"4,4'-Bis(diethylamino)benzophenone",Cenik Chemicals,"4,4'-Bis(diethylamino)benzophenone",90-93-7,26063
4823,"4,4´-Bis(dimethylamino)thiobenzophenone",Chemical Point Italia s.r.l,"4,4-Bis(Dimethylamino)Thiobenzophenone",1226-46-6,55523
4824,"4,4'-Bis(methoxymethyl)-1,1'-biphenyl",Cenik Chemicals,"4,4′-Bis(Methoxymethyl)-1,1′-Biphenyl",3753-18-2,26063
4825,"4,4'-BIS(METHOXYMETHYL)DIPHENYL ETHER",Cenik Chemicals,"1,1'-oxybis[(methoxymethyl)benzene]",29060-60-4,26063
4826,"4,4'-Bis(α,α-dimethylbenzyl)diphenylamine",Chemical Point Italia s.r.l,4-(1-Methyl-1-phenylethyl)-N-[4-(1-methyl-1-phenylethyl)phenyl]aniline,10081-67-1,55523
4827,4-(4-Bromophenyl)-1-...,Cenik Chemicals,,,26063
4828,4-(4-Chloro-3-(trifluoromethyl)phenyl)-4-piperidin,Chemical Point Italia s.r.l,4-[4-Chloro-3-(Trifluoromethyl)Phenyl]-4-Piperidinol,21928-50-7,55523
4829,4-[4-Chloro-3-(trifluoroMethyl)phenyl]-4-piperidinol,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-[4-Chloro-3-(Trifluoromethyl)Phenyl]-4-Piperidinol,21928-50-7,17191
4830,4-(4'-Chlorophenyl)benzene,Chemical Point Italia s.r.l,4-Chlorobiphenyl,2051-62-9,55523
4831,"4-(4-chlorothiophen-2-yl)-1,3-thiazol-2-amine","Zhejiang ZETian Fine Chemicals Co.,Ltd","4-(4-Chlorothiophen-2-Yl)-1,3-Thiazol-2-Amine",570407-10-2,17191
4832,"4,4'-Cyclohexylidenebis(2-methylphenol)",Cenik Chemicals,Dimethyl Cyclohexyl Bisphenol,2362-14-3,26063
4833,"4,4'-DDM",Chemical Point Italia s.r.l,"1,1'-methylenebis[4-chlorobenzene]",101-76-8,55523
4834,"4,4'-DDMU",Chemical Point Italia s.r.l,"1,1'-(chlorovinylidene)bis[4-chlorobenzene]",1022-22-6,55523
4835,"4,4'-Diaminodiphenyl ether (4,4'-Oxydianiline)",Chemical Point Italia s.r.l,"4,4'-Oxydianiline",101-80-4,55523
4836,"4,4´-Diaminodiphenyl sulfide",Chemical Point Italia s.r.l,Bis-(4-Aminophenyl) Sulfide,139-65-1,55523
4837,"4,4'-Diazido-2,2'-stilbenedisulfonic acid, disodiu",Chemical Point Italia s.r.l,"4,4'-Diazidostilbene-2,2'-Disulfonic Acid Disodium Salt",2718-90-3,55523
4838,4-{[4-(diazyn-1-ium-1-yl)phenyl]disulfanyl}benzene-1-diazonium; bis(tetrafluoroborate),Cenik Chemicals,,,26063
4839,"4,4'-Dibromobiphenyl","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,4'-Dibromobiphenyl",92-86-4,17191
4840,"4,4′-Dibromodiphenylamine","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,4′-Dibromodiphenylamine",16292-17-4,17191
4841,"4,4'-Difluorobenzhydryl chloride",Cenik Chemicals,"1,1'-(chloromethylene)bis[4-fluorobenzene]",27064-94-4,26063
4842,"4,4'-Difluorobenzophenone",Chemical Point Italia s.r.l,"4,4'-Difluorobenzophenone",345-92-6,55523
4843,"4,4-Difluorocyclohexanone",Chemical Point Italia s.r.l,"4,4-Difluorocyclohexanone",22515-18-0,55523
4844,"4,4'-Difluorodiphenyl ether",Cenik Chemicals,"1,1'-oxybis(4-fluorobenzene)",330-93-8,26063
4845,"(4,4-Difluoropiperidin-3-yl)methanol",Cenik Chemicals,"(4,4-difluoropiperidin-3-yl)methanol",1331823-62-1,26063
4846,"4,4-Difluoropiperidine",Chemical Point Italia s.r.l,"4,4-Difluoropiperidine",21987-29-1,55523
4847,"4,4-Difluoropiperidine hydrochloride",Chemical Point Italia s.r.l,"4,4-Difluoropiperidine Hydrochloride",144230-52-4,55523
4848,"4,4-Dihydroxybiphenyl",Cenik Chemicals,"4,4'-Biphenol",92-88-6,26063
4849,"4,4'-Diiodobiphenyl",Chemical Point Italia s.r.l,"4,4'-Diiodobiphenyl",3001-15-8,55523
4850,"4,4'-Diiodobiphenyl","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,4'-Diiodobiphenyl",3001-15-8,17191
4851,"4,4-Dimethoxy-2-buta",Cenik Chemicals,"4,4-Dimethoxybutan-2-One",5436-21-5,26063
4852,"4,4'-Dimethoxytrityl chloride",Cenik Chemicals,"1,1'-(chlorophenylmethylene)bis[4-methoxybenzene]",40615-36-9,26063
4853,"4,4'-Dimethyl-trans-Stilbene",Cenik Chemicals,,,26063
4854,4-(4-FLUORO-1-NAPHTHALENYL)-6-(1-METHYLETHYL)-2-PYRIMIDINAMINE HYDROCHLORIDE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-(4-Fluoro-1-Naphthalenyl)-6-(1-Methylethyl)-2-Pyrimidinamine Hydrochloride,199864-87-4,17191
4855,4-(4'-Fluorobenzoyl)piperidine hydrochloride,Chemical Point Italia s.r.l,4-(4-Fluorobenzoyl)Piperidine Hydrochloride,25519-78-2,55523
4856,"4,4´-(Hexafluoroisopropylidene)dianiline",Chemical Point Italia s.r.l,"2,2-Bis(4-Aminophenyl)Hexafluoropropane",1095-78-9,55523
4857,"4,4'-(Hexafluoroisopropylidene)diphenol (Bisphenol",Chemical Point Italia s.r.l,Bisphenol AF,1478-61-1,55523
4858,"4,4´-(Hexafluoroisopropylidene)diphthalic acid",Chemical Point Italia s.r.l,"4,4'-(Hexafluoroisopropylidene)Diphthalic Acid",3016-76-0,55523
4859,"4,4'-(Hexafluoroisopropylidene)diphthalic anhydrid",Chemical Point Italia s.r.l,"4,4'-[2,2,2-Trifluoro-1-(trifluoromethyl)ethylidene]diphthalic Anhydride",1107-00-2,55523
4860,"4,4´-Isopropylidenedicyclohexanol diglycidyl ether",Chemical Point Italia s.r.l,"2,2'-[(1-Methylethylidene)bis(cyclohexane-4,1-diyloxymethylene)]bisoxirane",13410-58-7,55523
4861,4-(4-Methoxyphenyl)-2-butanone,Chemical Point Italia s.r.l,4-(4-Methoxyphenyl)butan-2-one,104-20-1,55523
4862,"4,4'-Methylenebis(2,6-diethylaniline), 99%",Chemical Point Italia s.r.l,"4,4'-Methylenebis[2,6-diethylaniline]",13680-35-8,55523
4863,"4,4´-Methylenebis(2,6-diisopropylaniline)",Chemical Point Italia s.r.l,"4,4'-Methylene-Bis-(2,6-Diisopropylaniline)",19900-69-7,55523
4864,"4,4´-Methylene-bis(2-chloroaniline)",Chemical Point Italia s.r.l,"4,4'-methylenebis[2-chloroaniline]",101-14-4,55523
4865,"4,4'-Methylene bis(2-chloroaniline)",Cenik Chemicals,"4,4'-methylenebis[2-chloroaniline]",101-14-4,26063
4866,"4,4'-METHYLENEBIS(2-ISOPROPYL-6-METHYLANILINE)",Chemical Point Italia s.r.l,"4,4'-methylenebis(2-isopropyl-6-methylaniline)",16298-38-7,55523
4867,"4,4´-Methylene-bis-cyclohexylamine",Chemical Point Italia s.r.l,"4,4'-Methylenebis(cyclohexylamine)",1761-71-3,55523
4868,"4,4´-Methylenebis(N,N-diglycidylaniline)",Chemical Point Italia s.r.l,"4,4'-Methylenebis(N,N-diglycidylaniline)",28768-32-3,55523
4869,"4,4'-Methylenebis(phenyl isocyanate)",Chemical Point Italia s.r.l,"4,4'-Methylenediphenyl Diisocyanate",101-68-8,55523
4870,"4,4'-Methylenedianiline",Chemical Point Italia s.r.l,"4,4'-Methylenedianiline",101-77-9,55523
4871,"4-(4-Methylpiperazin-1-yl)
benzenamine","Zhejiang ZETian Fine Chemicals Co.,Ltd",4-(4-Methylpiperazin-1-Yl)Benzenamine,16153-81-4,17191
4872,4-(4-Nitrophenylsulfonyl)aniline,Chemical Point Italia s.r.l,4-(4-nitrophenyl)Sulfonylaniline,1948-92-1,55523
4873,"4,4'-Oxybis(benzene sulphonyl chloride)",Cenik Chemicals,"4,4'-Oxydibenzenesulfonyl Chloride",121-63-1,26063
4874,"4,4'-Oxybis(benzoic acid)",Chemical Point Italia s.r.l,"4,4'-Oxydibenzoic Acid",2215-89-6,55523
4875,"4,4'-Oxydianiline",Cenik Chemicals,"4,4'-Oxydianiline",101-80-4,26063
4876,"4,4'Oxydibenzenesulfonyl hydrazine",Cenik Chemicals,"4,4'-Oxydi(benzenesulphonohydrazide)",80-51-3,26063
4877,"4,4´-Oxydiphthalic anhydride",Chemical Point Italia s.r.l,"4,4'-Oxydiphthalic Anhydride",1823-59-2,55523
4878,4-(4-Phenylbutoxy)benzoic acid,Chemical Point Italia s.r.l,4-(4-Phenylbutoxy)Benzoic Acid,30131-16-9,55523
4879,4-(4-Phenylbutoxy)benzoic acid,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-(4-Phenylbutoxy)Benzoic Acid,30131-16-9,17191
4880,"4,4'-Thiodibenzenethiol",Chemical Point Italia s.r.l,"4,4'-Thio-Bis-(Benzenethiol)",19362-77-7,55523
4881,"4,4´-Thiodiphenol",Chemical Point Italia s.r.l,"4,4'-Thiodiphenol",2664-63-3,55523
4882,"4,4′-Trimethylenedipiperidine",Chemical Point Italia s.r.l,"1,3-Di-4-piperidylpropane",16898-52-5,55523
4883,"4,5,6,7-Tetrahydro-2H-indazol-3-ol","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,5,6,7-Tetrahydro-2H-Indazol-3-Ol",402602-24-8,17191
4884,"4,5,6,7-tetrahydro-4-oxo-3-benzofurancarboxylicacid","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,5,6,7-Tetrahydro-4-Oxo-3-Benzofurancarboxylicacid",56671-28-4,17191
4885,"4,5,7-Trihydroxycoumarin",Chemical Point Italia s.r.l,"4,5,7-Trihydroxycoumarin",17575-26-7,55523
4886,"4,5-Bis(2-methoxyethoxy)-2-nitrobenzonitrile","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,5-Bis(2-Methoxyethoxy)-2-Nitrobenzonitrile",236750-65-5,17191
4887,"4,5-Bis(diphenylphosphino)-9,9-dimethylxanthene",Chemical Point Italia s.r.l,"(9,9-Dimethyl-9H-xanthane-4-5-diyl)bis(diphenylphosphine)",161265-03-8,55523
4888,"4,5-Diaminopyrimidine",Chemical Point Italia s.r.l,"4,5-Diaminopyrimidine",13754-19-3,55523
4889,"4,5-Diaminopyrimidine, 98%",Cenik Chemicals,"4,5-Diaminopyrimidine",13754-19-3,26063
4890,"4,5-Dibromo-1H-1,2,3-triazole",Chemical Point Italia s.r.l,"4,5-Dibromo-1H-1,2,3-Triazole",15294-81-2,55523
4891,"4,5-Dibromo-o-xylene",Chemical Point Italia s.r.l,"1,2-Dibromo-4,5-dimethylbenzene",24932-48-7,55523
4892,"4,5-DIBROMO-O-XYLENE",Cenik Chemicals,"1,2-Dibromo-4,5-dimethylbenzene",24932-48-7,26063
4893,"4,5-Dichloroimidazole",Chemical Point Italia s.r.l,"4,5-Dichloroimidazole",15965-30-7,55523
4894,"4,5-Dicyanoimidazole",Chemical Point Italia s.r.l,"4,5-Dicyanoimidazole",1122-28-7,55523
4895,"4,5-Dicyanoimidazole","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,5-Dicyanoimidazole",1122-28-7,17191
4896,"4,5-Difluoro-2-nitrobenzoic acid",Chemical Point Italia s.r.l,"4,5-Difluoro-2-Nitrobenzoic Acid",20372-63-8,55523
4897,"4,5-Dimethoxy-2-nitrobenzaldehyde",Chemical Point Italia s.r.l,6-Nitroveratraldehyde,20357-25-9,55523
4898,"4,5-Dimethyl-1,3-dioxol-2-one","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,5-Dimethyl-1,3-Dioxol-2-One",37830-90-3,17191
4899,"4,5-Dimethyl-2-oxo-1,3-Dioxole  DMDO and DMDO CL",Cenik Chemicals,"4,5-Dimethyl-1,3-Dioxol-2-One",37830-90-3,26063
4900,"4,5-dimethylphthalic acid",Cenik Chemicals,,,26063
4901,"4,5-dimethylquinolin-2-ol","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,5-Dimethylquinolin-2-Ol",1642600-25-6,17191
4902,"4,5-Dimethylthiazole",Chemical Point Italia s.r.l,"4,5-Dimethylthiazole",3581-91-7,55523
4903,"4,5-Diphenyl-1,3-dioxol-2-one",Chemical Point Italia s.r.l,"1,2-Diphenylvinylene Carbonate",21240-34-6,55523
4904,"4,5-Ethylenedioxy-2-(2-methoxybenzoyl)bromobenzene",Chemical Point Italia s.r.l,"(7-Bromo-2,3-Dihydro-1,4-Benzodioxin-6-Yl)(2-Methoxyphenyl)Methanone",175136-41-1,55523
4905,4(5)-Formyl-2-methylimidazole,Chemical Point Italia s.r.l,2-Methyl-1H-Imidazole-4-Carbaldehyde,35034-22-1,55523
4906,"4,6-Diaminopyrimidine",Chemical Point Italia s.r.l,"4,6-Diaminopyrimidine",2434-56-2,55523
4907,"4,6-Diaminoresorcinol dihydrochloride",Chemical Point Italia s.r.l,"4,6-Diaminoresorcinol Dihydrochloride",16523-31-2,55523
4908,"4,6-dibromo-2-phenyl-Pyrimidine","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,6-Dibromo-2-Phenyl-Pyrimidine",83217-06-5,17191
4909,"4,6-Dichloro-2,5-diphenylpyrimidine",Chemical Point Italia s.r.l,"4,6-Dichloro-2,5-Diphenylpyrimidine",29133-99-1,55523
4910,"4,6-dichloro-2-methyl-5-(1-acetyl-2-imidazolein-2-yl)aminopyridine",Cenik Chemicals,"4,6-Dichloro-2-Methyl-5-(1-Acetyl-2-Imidazolin-2-Yl)-Aminopyrimidine",75438-54-9,26063
4911,"4,6-Dichloro-2-Methyl-5-(1-Acetyl-2-Imidazolin-2-yl)-Aminopyrimidine","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,6-Dichloro-2-Methyl-5-(1-Acetyl-2-Imidazolin-2-Yl)-Aminopyrimidine",75438-54-9,17191
4912,"4,6-Dichloro-2-methylpyrimidine",Chemical Point Italia s.r.l,"2-Methyl-4,6-Dichloropyrimidine",1780-26-3,55523
4913,"4,6-Dichloro-2-(methylthio)-pyrimidine",Cenik Chemicals,"4,6-Dichloro-2-(Methylthio)Pyrimidine",6299-25-8,26063
4914,"4,6-Dichloro-5-isopropyl-2-(methylthio)-pyrimidine",Cenik Chemicals,,,26063
4915,"4,6-Dichloro-5-methylpyrimidine",Cenik Chemicals,,,26063
4916,"4,6-Dichloropyrimidine",Chemical Point Italia s.r.l,"4,6-Dichloropyrimidine",1193-21-1,55523
4917,"4,6-Dichloropyrimidine-2,5-diamine",Cenik Chemicals,"2,5-Diamino-4,6-Dichloropyrimidine",55583-59-0,26063
4918,"4,6-Dihydroxy-2-methylmercaptopyrimidine",Chemical Point Italia s.r.l,"4,6-Dihydroxy-2-Methylmercaptopyrimidine",1979-98-2,55523
4919,"4,6-Dihydroxy-2-(methylthio)pyrimidine",Chemical Point Italia s.r.l,"4,6-Dihydroxy-2-Methylthio Pyrimidine",29639-68-7,55523
4920,"4,6-Dihydroxy-5-methylpyrimidine",Cenik Chemicals,,,26063
4921,"4,6-Dihydroxy-5-nitropyrimidine",Chemical Point Italia s.r.l,"4,6-Dihydroxy-5-Nitropyrimidine",2164-83-2,55523
4922,"4,6-Dimethyl-2-mercaptopyrimidine",Chemical Point Italia s.r.l,"4,6-Dimethyl-2-Mercaptopyrimidine",22325-27-5,55523
4923,"4,6-Dimethylpyrimidine",Chemical Point Italia s.r.l,"4,6-Dimethylpyrimidine",1558-17-4,55523
4924,"4,6-O-Ethylidene-alpha-D-glucose",Chemical Point Italia s.r.l,"4,6-O-ethylidene--D-glucose",13224-99-2,55523
4925,"4,6-O-Ethylidene-D-glucopyranoside",Chemical Point Italia s.r.l,"4,6-O-Ethylidene-D-Glucopyranoside",18465-50-4,55523
4926,"4,6-PYRIMIDINE DICARBOXYLIC ACID","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,6-Pyrimidine Dicarboxylic Acid",16490-02-1,17191
4927,"4,7-Dichloroquinoline",Cenik Chemicals,"4,7-Dichloroquinoline",86-98-6,26063
4928,"4,7-Dichloroquinoline","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,7-Dichloroquinoline",86-98-6,17191
4929,"4,7-DIFLUOROINDOLE","Zhejiang ZETian Fine Chemicals Co.,Ltd","4,7-Difluoroindole",247564-55-2,17191
4930,"4,7-Dihydroxy-1,10-phenanthroline",Cenik Chemicals,"1,10-phenanthroline-4,7-diol",3922-40-5,26063
4931,"4-acetamido-2,2,6,6-tetramethylpiperidine",Cenik Chemicals,N-Acetyl--TAD,40908-37-0,26063
4932,4-Acetamido-3-nitrobenzoic acid,Chemical Point Italia s.r.l,4-Acetamido-3-Nitrobenzoic Acid,1539-06-6,55523
4933,4-Acetamidobenzenesulfonyl azide,Chemical Point Italia s.r.l,4-Acetamidobenzene Sulfonyl Azide,2158-14-7,55523
4934,4-Acetamidofluorene,Chemical Point Italia s.r.l,4-Acetamidofluorene,28322-02-3,55523
4935,4-Acetamidophenol,Chemical Point Italia s.r.l,Paracetamol,103-90-2,55523
4936,"4-Acetamido-TEMPO, free radical",Chemical Point Italia s.r.l,"(4-acetamido-2,2,6,6-tetramethyl-1-piperidinyl)oxidanyl; N-(2,2,6,6-tetramethyl-1-oxylpiperidin-4-yl)acetamide",14691-89-5,55523
4937,4-acetoxy-2-azetidinone,Chemical Point Italia s.r.l,4-Acetoxy-2-Azetidinone,28562-53-0,55523
4938,4-Acetoxyindole,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-Acetoxyindole,5585-96-6,17191
4939,4-Acetoxystyrene,Chemical Point Italia s.r.l,4-Acetoxystyrene,2628-16-2,55523
4940,4-Acetylamino-2-(bis(2-hydroxyethyl)amino)anisole,Chemical Point Italia s.r.l,"3-(N,N-Dihydroxyethyl)Amino-4-Methoxy Acetanilide",24530-67-4,55523
4941,4-Acetylamino-2-(diethylamino)anisole,Chemical Point Italia s.r.l,"3-N,N-Diethylamino-4-Methoxy Acetanilide",19433-93-3,55523
4942,4-Acetylamino-5-chloro-2-hydroxybenzoic acid methy,Chemical Point Italia s.r.l,Methyl 4-Acetamido-5-Chlorosalicylate,24190-77-0,55523
4943,4-(Acetylamino)cyclohexanone,Chemical Point Italia s.r.l,N-(4-Oxocyclohexyl)Acetamide,27514-08-5,55523
4944,4-Acetylbenzenesulfonamide,Chemical Point Italia s.r.l,4-Acetylbenzenesulfonamide,1565-17-9,55523
4945,4-Acetylbenzenesulfonyl chloride,Chemical Point Italia s.r.l,4-Acetylbenzenesulfonyl Chloride,1788-10-9,55523
4946,4-Acetylbenzonitrile,Cenik Chemicals,4′-Cyanoacetophenone,1443-80-7,26063
4947,4-Acetylbenzonitrile,Chemical Point Italia s.r.l,4′-Cyanoacetophenone,1443-80-7,55523
4948,4-Acetylbiphenyl,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Ethanone,92-91-1,17191
4949,4-Acetylmorpholine,Chemical Point Italia s.r.l,4-Acetylmorpholine,1696-20-4,55523
4950,4-Acetylphenoxyacetic acid,Chemical Point Italia s.r.l,(p-acetylphenoxy)acetic acid,1878-81-5,55523
4951,4-Acetylphenylboronic acid,Chemical Point Italia s.r.l,(4-acetylphenyl)boronic acid,149104-90-5,55523
4952,4-Acetylphenylboronic Acid,Cenik Chemicals,(4-acetylphenyl)boronic acid,149104-90-5,26063
4953,4-Acryloylmorpholine,Chemical Point Italia s.r.l,4-Acryloylmorpholine,5117-12-4,55523
4954,4-Allylanisole,Chemical Point Italia s.r.l,4-Allylanisole,140-67-0,55523
4955,"4-Amino-1,1´-azobenzene-3,4´-disulfonic acid sodiu",Chemical Point Italia s.r.l,Disodium-2-amino-5-[(4-Sulfonatophenyl)diazenyl]benzenesulfonate,2706-28-7,55523
4956,"4-Amino-1,3,5-trimethyl-1H-pyrazole",Cenik Chemicals,"1,3,5-trimethyl-1H-pyrazol-4-amine",28466-21-9,26063
4957,"4-Amino-1,3,5-trimethylpyrazole",Chemical Point Italia s.r.l,"1,3,5-trimethyl-1H-pyrazol-4-amine",28466-21-9,55523
4958,4-amino-1-butanol,Cenik Chemicals,4-Amino-1-Butanol,13325-10-5,26063
4959,4-Amino-1-methyl-3-propyl-1(H)-pyrazole-5-carboxam,Chemical Point Italia s.r.l,4-Amino-1-Methyl-3-Propyl-1H-Pyrazole-5-Carboxamide,139756-02-8,55523
4960,4-Amino-1-methyl-3-propyl-1H-pyrazole-5-carboxamide,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-Amino-1-Methyl-3-Propyl-1H-Pyrazole-5-Carboxamide,139756-02-8,17191
4961,4-Amino-1-naphthalenesulfonic acid sodium salt,Chemical Point Italia s.r.l,Sodium 4-Aminonaphthalene-1-sulfonate,130-13-2,55523
4962,"4-Amino-2,2,6,6-tetramethylpiperidine",Cenik Chemicals,"4-Amino-2,2,6,6-Tetramethylpiperidine",36768-62-4,26063
4963,"4-Amino-2,2,6,6-tetramethylpiperidine",Chemical Point Italia s.r.l,"4-Amino-2,2,6,6-Tetramethylpiperidine",36768-62-4,55523
4964,"4-Amino-2,6-dimethoxypyrimidine",Chemical Point Italia s.r.l,"4-Amino-2,6-Dimethoxypyrimidine",3289-50-7,55523
4965,4-Amino-2-chloro-5-fluoropyrimidine,Chemical Point Italia s.r.l,4-Amino-2-Chloro-5-Fluoropyrimidine,155-10-2,55523
4966,"4-Amino-2-chloro-6,7-dimethoxyquinazoline",Chemical Point Italia s.r.l,"2-Chloro-6,7-Dimethoxy-4-Quinazolinamine",23680-84-4,55523
4967,4-Amino-2-chlorobenzoic acid,Chemical Point Italia s.r.l,4-Amino-2-Chlorobenzoic Acid,2457-76-3,55523
4968,4-Amino-2-chlorobenzonitrile,Chemical Point Italia s.r.l,4-Amino-2-Chlorobenzonitrile,20925-27-3,55523
4969,4-Amino-2-chloropyridine,Chemical Point Italia s.r.l,2-Chloro-4-Aminopyridine,14432-12-3,55523
4970,4-Amino-2-methylbenzoic acid,Chemical Point Italia s.r.l,4-Amino-2-Methylbenzenesulfonic Acid,2486-75-1,55523
4971,4-Amino-2-methylphenol,Chemical Point Italia s.r.l,4-Amino-O-Cresol,2835-96-3,55523
4972,4-Amino-2-methylpyridine (4-Amino-2-picoline),Chemical Point Italia s.r.l,4-Amino-2-Methylpyridine,18437-58-6,55523
4973,4-AMINO-2-METHYLQUINOLINE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",2-Methylquinolin-4-amine,6628-04-2,17191
4974,4-Amino-2-(methylthio)pyrimidine-5-carbaldehyde,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-Amino-2-(Methylthio)Pyrimidine-5-Carbaldehyde,770-31-0,17191
4975,"4-Amino-3,5,6-trichloro-pyridine-2-carboxylic acid",Chemical Point Italia s.r.l,Picloram,1918-02-1,55523
4976,"4-Amino-3,5-dichloro-2,6-difluoropyridine",Chemical Point Italia s.r.l,"4-Amino-3,5-Dichloro-2,6-Difluoropyridine",2840-00-8,55523
4977,"4-Amino-3,5-dichloroacetophenone",Cenik Chemicals,"1-(4-Amino-3,5-Dichlorophenyl)Ethanone",37148-48-4,26063
4978,"4-amino-3,5-dimethyl-pyrazol","Zhejiang ZETian Fine Chemicals Co.,Ltd","4-Amino-3,5-Dimethyl-Pyrazol",5272-86-6,17191
4979,"4-Amino-3,5-dinitropyridine",Chemical Point Italia s.r.l,"4-Amino-3,5-Dinitropyridine",31793-29-0,55523
4980,4-Amino-3-chlorobenzoic acid,Chemical Point Italia s.r.l,4-Amino-3-Chlorobenzoic Acid,2486-71-7,55523
4981,4-Amino-3-chlorobenzonitrile,Chemical Point Italia s.r.l,4-Amino-3-Chlorobenzonitrile,21803-75-8,55523
4982,4-Amino-3-chlorophenol,Cenik Chemicals,4-Amino-3-Chlorophenol,17609-80-2,26063
4983,4-Amino-3-Fluorophenol,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-Amino-3-Fluorophenol,399-95-1,17191
4984,4-Amino-3-fluoropyridine,Chemical Point Italia s.r.l,4-Amino-3-Fluoropyridine,2247-88-3,55523
4985,"4-Amino-3-hydrazino-5-mercapto-1,2,4-triazole",Chemical Point Italia s.r.l,"4-Amino-3-Hydrazino-5-Mercapto-1,2,4-Triazole",1750-12-5,55523
4986,4-Amino-3-hydroxy-1-naphthalenesulfonic acid,Chemical Point Italia s.r.l,4-Amino-3-Hydroxy-1-Naphthalenesulfonic Acid,116-63-2,55523
4987,4-Amino-3-hydroxybenzoic acid,Cenik Chemicals,4-Amino-3-Hydroxybenzoic Acid,2374-03-0,26063
4988,4-Amino-3-hydroxybenzoic acid,Chemical Point Italia s.r.l,4-Amino-3-Hydroxybenzoic Acid,2374-03-0,55523
4989,4-Amino-3-hydroxybenzoic acid,"Zhejiang ZETian Fine Chemicals Co.,Ltd",4-Amino-3-Hydroxybenzoic Acid,2374-03-0,17191
4990,4-Amino-3-methoxybenzoic acid,Chemical Point Italia s.r.l,4-Amino-3-Methoxybenzoic Acid,2486-69-3,55523
4991,4-Amino-3-methylphenol,Chemical Point Italia s.r.l,4-Amino-M-Cresol,2835-99-6,55523
4992,4-Amino-3-nitro-acetophenone,Cenik Chemicals,,,26063
4993,4-Amino-3-nitrobenzoic acid,Chemical Point Italia s.r.l,4-Amino-3-Nitrobenzoic Acid,1588-83-6,55523
